"S_width [mm]","T_sub [mm]","W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.1,0.254,0.5,37.65,-42.8495719457486,-0.396020003577343,1202.12446333412,3.65033479972747,50.7631424379898,0.894184737858083,-121.787692072712
0.1,0.254,0.5,37.7,-43.5999517854949,-0.396252347757454,1203.81181503378,3.65476881502933,50.7634712372737,1.07579331629533,-122.929078942437
0.1,0.254,0.5,37.75,-44.4117043961357,-0.396462835158631,1205.49961859496,3.65920520519437,50.7638060599331,1.56550922548458,-124.071436788334
0.1,0.254,0.5,37.8,-45.2928288531687,-0.396655066251506,1207.18787524614,3.66364397839563,50.7641466288517,2.45499395826245,-125.214672720195
0.1,0.254,0.5,37.85,-46.2519056680164,-0.396832564992812,1208.8765862177,3.66808514280629,50.7644925461068,3.87325242099509,-126.358695825667
0.1,0.254,0.5,37.9,-47.2969744637631,-0.396998771758246,1210.56575274202,3.67252870659881,50.764843260596,6.00517688684049,-127.503417294539
0.1,0.254,0.5,37.95,-48.4325818483246,-0.397157036384061,1212.25537605341,3.67697467794414,50.7651980276597,9.11901215363254,-128.648750541473
0.1,0.254,0.5,38,-49.6526546118688,-0.397310611329912,1213.94545738813,3.68142306501085,50.7655558596181,13.602577208946,-129.794611327029
0.1,0.254,0.5,38.05,-50.9245474029988,-0.397462644974422,1215.63599798441,3.68587387596434,50.765915467357,19.9930196037645,-130.940917876847
0.1,0.254,0.5,38.1,-52.1581450888597,-0.397616175054004,1217.32699908244,3.69032711896596,50.7662751965506,28.9312976696853,-132.087590998871
0.1,0.254,0.5,38.15,-53.166338141973,-0.397774122254238,1219.01846192439,3.69478280217221,50.7666329709749,40.8553906334205,-133.234554198504
0.1,0.254,0.5,38.2,-53.6789540976907,-0.397939283962092,1220.71038775436,3.6992409337339,50.7669862771401,55.2633307666745,-134.38173379159
0.1,0.254,0.5,38.25,-53.5095251619576,-0.398114328186006,1222.40277781847,3.7037015217953,50.767332277605,70.2006622906181,-135.529059015131
0.1,0.254,0.5,38.3,-52.7421207312846,-0.398301787649663,1224.09563336479,3.70816457449329,50.7676682712577,83.3273509971071,-136.676462135674
0.1,0.254,0.5,38.35,-51.6408439514557,-0.398504054064043,1225.78895564336,3.71263009995657,50.7679930478253,93.529176667524,-137.823878555294
0.1,0.254,0.5,38.4,-50.4361218367774,-0.39872337258103,1227.48274590622,3.71709810630475,50.7683105287818,100.96001069321,-138.971246915126
0.1,0.254,0.5,38.45,-49.2541560551485,-0.398961836430654,1229.1770054074,3.72156860164755,50.7686392826655,106.237553403802,-140.118509196401
0.1,0.254,0.5,38.5,-48.1465867305362,-0.399221381742635,1230.8717354029,3.72604159408396,50.7690370464225,109.956642259369,-141.265610818974
0.1,0.254,0.5,38.55,-47.1276697036104,-0.399503782551721,1232.56693715071,3.73051709170135,50.769661083068,112.565096412609,-142.412500737306
0.1,0.254,0.5,38.6,-46.1958328081758,-0.399810645984944,1234.26261191084,3.73499510257468,50.7708903697471,114.375854957307,-143.559131533923
0.1,0.254,0.5,38.65,-45.3437564034856,-0.400143407627652,1235.95876094526,3.73947563476558,50.7733993646598,115.60412610224,-144.705459510356
0.1,0.254,0.5,38.7,-44.5626715132681,-0.400503327063971,1237.65538551799,3.74395869632158,50.7774835647234,116.398923949885,-145.851444775572
0.1,0.254,0.5,38.75,-43.8440635746349,-0.400891483585989,1239.352486895,3.74844429527519,50.7816159970824,116.865061069184,-146.997051331958
0.1,0.254,0.5,38.8,-43.1802646099398,-0.401308772064857,1241.05006634432,3.75293243964308,50.7840111928317,117.077642307202,-148.142247158886
0.1,0.254,0.5,38.85,-42.5645850750907,-0.401755898975753,1242.74812513594,3.75742313742521,50.7849479119642,117.091507909906,-149.287004293933
0.1,0.254,0.5,38.9,-41.9912660449865,-0.402233378567459,1244.44666454191,3.76191639660398,50.785335331546,116.947425833471,-150.431298911821
0.1,0.254,0.5,38.95,-41.4553711428991,-0.402741529166255,1246.14568583628,3.76641222514338,50.7856587937476,116.676209396695,-151.575111401172
0.1,0.254,0.5,39,-40.9526676660151,-0.403280469602721,1247.84519029511,3.77091063098812,50.7860826717039,116.301501972452,-152.718426439156
0.1,0.254,0.5,39.05,-40.4795160300645,-0.40385011574894,1249.54517919649,3.77541162206276,50.7866454746863,115.841693776707,-153.861233064165
0.1,0.254,0.5,39.1,-40.0327736358593,-0.404450177152674,1251.24565382055,3.77991520627086,50.7873469014779,115.311264425278,-155.003524746603
0.1,0.254,0.5,39.15,-39.6097138526766,-0.405080153754042,1252.94661544944,3.78442139149411,50.788177766579,114.721739096281,-156.145299457947
0.1,0.254,0.5,39.2,-39.2079587529307,-0.405739332669427,1254.64806536735,3.78893018559149,50.7891291606022,114.082380296051,-157.286559738191
0.1,0.254,0.5,39.25,-38.8254236225771,-0.406426785026269,1256.35000486051,3.79344159639835,50.7901948141366,113.400695753006,-158.427312761839
0.1,0.254,0.5,39.3,-38.4602712635331,-0.407141362831823,1258.05243521718,3.79795563172559,50.7913713834688,112.682816453234,-159.5675704026
0.1,0.254,0.5,39.35,-38.1108743200139,-0.40788169585793,1259.75535772767,3.80247229935878,50.7926581917939,111.933781621078,-160.707349296939
0.1,0.254,0.5,39.4,-37.7757841352919,-0.408646188523287,1261.45877368434,3.80699160705727,50.7940569064882,111.157756100184,-161.84667090667
0.1,0.254,0.5,39.45,-37.4537049110923,-0.409433016753882,1263.16268438162,3.81151356255332,50.795571289091,110.358197993945,-162.985561580771
0.1,0.254,0.5,39.5,-37.1434721742928,-0.410240124801649,1264.86709111595,3.81603817355127,50.7972070457597,109.537989264122,-164.124052616598
0.1,0.254,0.5,39.55,-36.8440347495028,-0.411065222000729,1266.57199518588,3.82056544772659,50.7989717751777,108.699538432096,-165.262180320704
0.1,0.254,0.5,39.6,-36.5544395938566,-0.411905779440215,1268.27739789199,3.82509539272509,50.8008750057327,107.844862046378,-166.39998606946
0.1,0.254,0.5,39.65,-36.2738189770277,-0.412759026531525,1269.98330053693,3.82962801616196,50.8029283166573,106.975649826602,-167.537516369689
0.1,0.254,0.5,39.7,-36.0013795904889,-0.413621947448273,1271.68970442543,3.83416332562095,50.8051455430328,106.09331714025,-168.674822919518
0.1,0.254,0.5,39.75,-35.7363932503953,-0.414491277415686,1273.39661086428,3.83870132865346,50.8075430705023,105.199047561398,-169.811962669674
0.1,0.254,0.5,39.8,-35.4781889223475,-0.415363498826488,1275.10402116237,3.84324203277766,50.8101402320972,104.293827597881,-170.948997885443
0.1,0.254,0.5,39.85,-35.2261458471553,-0.416234837159396,1276.81193663063,3.84778544547763,50.8129598271971,103.378475183803,-172.085996209521
0.1,0.254,0.5,39.9,-34.979687587305,-0.417101256676177,1278.52035858212,3.85233157420245,50.8160287921058,102.453663169537,-173.223030725978
0.1,0.254,0.5,39.95,-34.7382768463138,-0.417958455872679,1280.22928833195,3.85688042636532,50.8193790641501,101.519938766891,-174.360180025586
0.1,0.254,0.5,40,-34.5014109392347,-0.418801862658894,1281.93872719734,3.86143200934269,50.8230486982194,100.577739698954,-175.497528272735
0.1,0.254,0.5,40.05,-34.2686178135958,-0.419626629242721,1283.6486764976,3.86598633047334,50.8270833186865,99.6274076447571,-176.635165274176
0.1,0.254,0.5,40.1,-34.0394525370541,-0.420427626691775,1285.35913755414,3.87054339705752,50.831538024392,98.6691994459803,-177.773186549839
0.1,0.254,0.5,40.15,-33.8134941818443,-0.421199439147142,1287.07011169047,3.87510321635604,50.8364799157263,97.7032964473388,-178.911693405968
0.1,0.254,0.5,40.2,-33.5903430473465,-0.421936357662797,1288.78160023221,3.87966579558941,50.8419914903296,96.7298122672968,179.949206989189
0.1,0.254,0.5,40.25,-33.3696181712823,-0.422632373643885,1290.49360450707,3.88423114193688,50.8481752733911,95.7487992364903,178.80940152688
0.1,0.254,0.5,40.3,-33.1509550875895,-0.42328117185698,1292.20612584491,3.88879926253563,50.8551602369731,94.7602536939555,177.668771076306
0.1,0.254,0.5,40.35,-32.9340037952144,-0.423876122984994,1293.91916557767,3.89337016447981,50.8631108676222,93.764120293173,176.527190399768
0.1,0.254,0.5,40.4,-32.7184269071781,-0.42441027569915,1295.63272503943,3.89794385481967,50.8722402485929,92.7602954389492,175.38452806429
0.1,0.254,0.5,40.45,-32.5038979534864,-0.424876348220369,1297.34680556639,3.90252034056064,50.8828293933009,91.7486299506144,174.240646349443
0.1,0.254,0.5,40.5,-32.2900998149451,-0.425266719341935,1299.06140849689,3.90709962866247,50.8952566142701,90.7289310256711,173.095401151144
0.1,0.254,0.5,40.55,-32.0767232678358,-0.425573418885435,1300.77653517137,3.9116817260383,50.9100435780793,89.7009635598861,171.948641881186
0.1,0.254,0.5,40.6,-31.8634656217951,-0.425788117561569,1302.49218693244,3.91626663955375,50.9279302603446,88.6644508640754,170.800211362261
0.1,0.254,0.5,40.65,-31.6500294352213,-0.425902116207652,1304.20836512482,3.92085437602603,50.950002424918,87.6190748038614,169.649945718236
0.1,0.254,0.5,40.7,-31.4361212941653,-0.425906334373291,1305.92507109541,3.92544494222306,50.977920236363,86.5644753759263,168.497674259463
0.1,0.254,0.5,40.75,-31.2214506420051,-0.425791298226224,1307.64230619323,3.9300383448625,51.0143558479464,85.5002497222968,167.343219362876
0.1,0.254,0.5,40.8,-31.0057286483043,-0.425547127750064,1309.36007176945,3.93463459061091,51.0639028057718,84.425950572556,166.186396346677
0.1,0.254,0.5,40.85,-30.7886671061528,-0.425163523206383,1311.0783691774,3.9392336860828,51.135180485634,83.3410840922035,165.02701333938
0.1,0.254,0.5,40.9,-30.569977348014,-0.42462975083376,1312.79719977259,3.94383563783974,51.2464777934855,82.2451071033096,163.864871143016
0.1,0.254,0.5,40.95,-30.3493691706954,-0.423934627757184,1314.51656491265,3.94844045238943,51.4445721173336,81.1374236307405,162.699763090286
0.1,0.254,0.5,41,-30.1265497605396,-0.423066506081962,1316.23646595742,3.9530481361848,51.8952472872753,80.0173807131864,161.531474895491
0.2,0.254,0.5,37,-29.4854617864035,-0.34906376347289,1230.74047268717,3.37514601523942,64.1432976663413,-27.1387443130553,52.0412557515405
0.2,0.254,0.5,37.05,-29.8994486508132,-0.354885871366085,1232.54998998434,3.38017468643542,64.1707162406367,-29.9463336087237,50.8996075501958
0.2,0.254,0.5,37.1,-30.3707367672102,-0.360211589845556,1234.36017898539,3.3852073214361,64.1983058283084,-32.6147266358524,49.7538702997088
0.2,0.254,0.5,37.15,-30.8997760251307,-0.365052521555211,1236.17104064952,3.39024391144605,64.226067112138,-35.1367213781556,48.6042430913917
0.2,0.254,0.5,37.2,-31.4882992126052,-0.369421296005735,1237.98257593295,3.39528444766198,64.2540007750926,-37.5079450874237,47.4509244430061
0.2,0.254,0.5,37.25,-32.1396593929254,-0.373331542230736,1239.79478578879,3.40032892127117,64.2821075002951,-39.7256258465556,46.2941118566336
0.2,0.254,0.5,37.3,-32.859256555359,-0.376797856934114,1241.60767116699,3.40537732344986,64.3103879709928,-41.7872544518576,45.1340013797573
0.2,0.254,0.5,37.35,-33.6551297849663,-0.379835768202698,1243.42123301422,3.41042964536148,64.3388428705271,-43.6890384222438,43.9707871715594
0.2,0.254,0.5,37.4,-34.5388370428879,-0.382461694883815,1245.2354722738,3.41548587815491,64.367472882302,-45.4239168253105,42.8046610764011
0.2,0.254,0.5,37.45,-35.5268314371489,-0.38469290175232,1247.05038988555,3.42054601296252,64.3962786897521,-46.978661427672,41.6358122064047
0.2,0.254,0.5,37.5,-36.6427175512918,-0.386547450615097,1248.86598678578,3.42561004089822,64.4252609763108,-48.3290765909598,40.4644265349896
0.2,0.254,0.5,37.55,-37.9211460383484,-0.38804414752318,1250.68226390708,3.43067795305531,64.4544204253779,-49.4310967643934,39.2906865031398
0.2,0.254,0.5,37.6,-39.4149728638053,-0.389202486282051,1252.49922217831,3.43574974050436,64.4837577202865,-50.2023737726742,38.1147706400933
0.2,0.254,0.5,37.65,-41.2095274756486,-0.390042588469328,1254.31686252445,3.4408253942908,64.5132735442703,-50.479291245882,36.9368532000437
0.2,0.254,0.5,37.7,-43.4542382720816,-0.390585140185796,1256.13518586649,3.44590490543261,64.5429685804299,-49.8998517584401,35.7571038163431
0.2,0.254,0.5,37.75,-46.4432706371908,-0.390851325780279,1257.95419312133,3.45098826491768,64.5728435116985,-47.50609649242,34.5756871745796
0.2,0.254,0.5,37.8,-50.8546077065616,-0.390862758801534,1259.77388520165,3.45607546370122,64.6028990208082,-39.8305298117494,33.3927627057889
0.2,0.254,0.5,37.85,-57.8506894667663,-0.390641410440566,1261.59426301584,3.46116649270294,64.6331357902553,-5.27502792727593,32.2084843009371
0.2,0.254,0.5,37.9,-55.4201697986485,-0.390209535735144,1263.41532746783,3.46626134280415,64.6635545022647,75.0531489833048,31.0230000476909
0.2,0.254,0.5,37.95,-49.2719594922422,-0.389589597814358,1265.23707945697,3.4713600048447,64.6941558387553,95.2942414488598,29.8364519903706
0.2,0.254,0.5,38,-45.461079785572,-0.388804190465022,1267.05951987797,3.47646246961979,64.7249404813036,100.703947206249,28.6489759138579
0.2,0.254,0.5,38.05,-42.785447775754,-0.387875959304036,1268.88264962069,3.48156872787659,64.755909111108,102.617255834945,27.4607011521158
0.2,0.254,0.5,38.1,-40.7341497234929,-0.386827521840809,1270.70646957007,3.48667877031079,64.787062408952,103.232169061567,26.2717504218612
0.2,0.254,0.5,38.15,-39.0732431389716,-0.385681386712598,1272.53098060596,3.49179258756291,64.8184010551673,103.236513945459,25.0822396818256
0.2,0.254,0.5,38.2,-37.678431842196,-0.384459872372432,1274.35618360301,3.4969101702145,64.8499257295967,102.910898644442,23.8922780179324
0.2,0.254,0.5,38.25,-36.4762272445563,-0.383185025505091,1276.18207943054,3.50203150878412,64.8816371115561,102.390021750084,22.7019675546284
0.2,0.254,0.5,38.3,-35.4197031297799,-0.381878539440822,1278.00866895236,3.50715659372316,64.9135358797971,101.745989770731,21.5114033925153
0.2,0.254,0.5,38.35,-34.4771217314112,-0.380561672830176,1279.83595302664,3.5122854154115,64.9456227124675,101.020507824076,20.3206735723501
0.2,0.254,0.5,38.4,-33.6260438244061,-0.379255168835826,1281.66393250579,3.51741796415291,64.9778982870736,100.2391123864,19.1298590654083
0.2,0.254,0.5,38.45,-32.850036021245,-0.377979175089502,1283.49260823628,3.52255423017032,65.01036328044,99.4181271246196,17.939033790145
0.2,0.254,0.5,38.5,-32.1367146911836,-0.37675316465381,1285.32198105848,3.52769420360086,65.0430183686709,98.5683359973464,16.7482646550278
0.2,0.254,0.5,38.55,-31.4765251707261,-0.375595858220372,1287.15205180652,3.53283787449061,65.0758642271092,97.6970461438275,15.5576116273758
0.2,0.254,0.5,38.6,-30.8619481390483,-0.374525147767321,1288.98282130814,3.53798523278923,65.1089015302969,96.8093060146414,14.3671278279919
0.2,0.254,0.5,38.65,-30.2869656842197,-0.373558021891048,1290.81429038446,3.54313626834427,65.1421309519339,95.9086551652019,13.1768596513494
0.2,0.254,0.5,38.7,-29.7466914257432,-0.372710493019299,1292.64645984989,3.54829097089531,65.1755531648367,94.9976021439329,11.9868469110627
0.2,0.254,0.5,38.75,-29.237107742044,-0.3719975267055,1294.47933051191,3.55344933006775,65.2091688408973,94.077938226779,10.7971230103548
0.2,0.254,0.5,38.8,-28.7548749413493,-0.371432973197657,1296.31290317089,3.5586113353664,65.2429786510408,93.1509486735009,9.6077151372142
0.2,0.254,0.5,38.85,-28.2971899754489,-0.371029501469439,1298.14717861992,3.56377697616878,65.2769832651833,92.2175581269089,8.4186444839235
0.2,0.254,0.5,38.9,-27.8616800272658,-0.370798535896103,1299.98215764464,3.56894624171814,65.311183352189,91.2784326051555,7.22992649062884
0.2,0.254,0.5,38.95,-27.4463211293874,-0.37075019575417,1301.81784102301,3.57411912111613,65.3455795798273,90.3340522407744,6.0415711126092
0.2,0.254,0.5,39,-27.0493750642728,-0.37089323772076,1303.65422952513,3.5792956033152,65.380172614729,89.384763913047,4.85358311089534
0.2,0.254,0.5,39.05,-26.6693398272841,-0.371235001546759,1305.49132391306,3.5844756771107,65.4149631223422,88.4308198156362,3.66596236587298
0.2,0.254,0.5,39.1,-26.3049102949808,-0.371781359077185,1307.32912494057,3.58965933113258,65.4499517668886,87.4724060293902,2.47870421349151
0.2,0.254,0.5,39.15,-25.9549466714997,-0.372536666792295,1309.16763335298,3.59484655383676,65.4851392113181,86.509663890135,1.29179980367915
0.2,0.254,0.5,39.2,-25.6184489329035,-0.373503722044331,1311.00684988691,3.60003733349617,65.520526117264,85.5427060939624,0.10523648053671
0.2,0.254,0.5,39.25,-25.2945359466348,-0.374683723166701,1312.84677527006,3.60523165819133,65.5561131449974,84.5716289116553,-1.08100181614651
0.2,0.254,0.5,39.3,-24.9824282710731,-0.376076233635435,1314.687410221,3.61042951580064,65.5919009533814,83.5965214930565,-2.26693412855672
0.2,0.254,0.5,39.35,-24.6814338784571,-0.377679150466096,1316.52875544893,3.61563089399016,65.6278901998243,82.6174729706928,-3.45258203825058
0.2,0.254,0.5,39.4,-24.3909362197445,-0.379488677033386,1318.37081165343,3.62083578020297,65.6640815402335,81.6345778808665,-4.63796920389584
0.2,0.254,0.5,39.45,-24.1103841804599,-0.381499300504943,1320.21357952424,3.62604416164819,65.7004756289681,80.6479402842991,-5.82312088004324
0.2,0.254,0.5,39.5,-23.8392835747263,-0.383703774084961,1322.05705974097,3.63125602528938,65.737073118791,79.6576768704024,-7.00806341770685
0.2,0.254,0.5,39.55,-23.5771898992416,-0.386093104267538,1323.90125297291,3.63647135783253,65.7738746608217,78.6639192580233,-8.192823747624
0.2,0.254,0.5,39.6,-23.3237021261351,-0.38865654330314,1325.74615987869,3.64169014571361,65.8108809044873,77.6668156533003,-9.3774288471846
0.2,0.254,0.5,39.65,-23.078457357855,-0.391381587084417,1327.59178110607,3.64691237508543,65.8480924974742,76.6665319867455,-10.5619051921452
0.2,0.254,0.5,39.7,-22.8411262017123,-0.394253978659281,1329.43811729163,3.65213803180413,65.8855100856788,75.6632526230799,-11.7462781943863
0.2,0.254,0.5,39.75,-22.6114087487856,-0.397257717579577,1331.28516906049,3.65736710141495,65.9231343131579,74.6571807160484,-12.9305716271291
0.2,0.254,0.5,39.8,-22.3890310633091,-0.400375075291864,1333.13293702605,3.6625995691375,65.960965822079,73.6485382645318,-14.1148070391958
0.2,0.254,0.5,39.85,-22.1737421057218,-0.403586616773386,1334.98142178965,3.66783541985041,65.9990052526698,72.63756591439,-15.2990031600851
0.2,0.254,0.5,39.9,-21.9653110262086,-0.406871228609785,1336.83062394029,3.67307463807524,66.0372532431673,71.6245225416027,-16.4831752978257
0.2,0.254,0.5,39.95,-21.763524776563,-0.410206153702012,1338.6805440543,3.67831720795984,66.0757104297673,70.6096846456941,-17.6673347317786
0.2,0.254,0.5,40,-21.5681859970986,-0.413567032777311,1340.53118269504,3.68356311326092,66.114377446572,69.5933455775651,-18.8514881027755
0.2,0.254,0.5,40.05,-21.3791111425651,-0.416927952862837,1342.38254041255,3.68881233732595,66.153254925539,68.575814622322,-20.0356368031936
0.2,0.254,0.5,40.1,-21.1961288169275,-0.420261502860396,1344.23461774321,3.69406486307426,66.1923434964283,67.557415955129,-21.2197763698009
0.2,0.254,0.5,40.15,-21.0190782916865,-0.423538836336014,1346.08741520942,3.69932067297734,66.2316437867498,66.5384874863151,-22.403895882423
0.2,0.254,0.5,40.2,-20.8478081863863,-0.426729741609041,1347.94093331921,3.70457974903837,66.2711564217104,65.519379610715,-23.5879773717056
0.2,0.254,0.5,40.25,-20.6821752932022,-0.429802719191528,1349.79517256589,3.70984207277084,66.3108820241602,64.5004538753764,-24.7719952394633
0.2,0.254,0.5,40.3,-20.5220435301843,-0.432725066589628,1351.65013342767,3.71510762517628,66.350821214539,63.4820815792158,-25.9559156953018
0.2,0.254,0.5,40.35,-20.3672830099385,-0.435462970435089,1353.50581636727,3.72037638672105,66.3909746108214,62.4646423178214,-27.139696213395
0.2,0.254,0.5,40.4,-20.2177692123434,-0.437981605865853,1355.36222183153,3.7256483373122,66.4313428284628,61.4485224863585,-28.3232850134535
0.2,0.254,0.5,40.45,-20.0733822513983,-0.440245243021312,1357.21935025101,3.73092345627226,66.471926480344,60.4341137533164,-29.5066205700677
0.2,0.254,0.5,40.5,-19.9340062275339,-0.442217360459292,1359.07720203955,3.73620172231295,66.5127261767158,59.4218115176358,-30.6896311547104
0.2,0.254,0.5,40.55,-19.7995286577266,-0.443860765239531,1360.93577759387,3.74148311350788,66.5537425251431,58.4120133615239,-31.8722344147534
0.2,0.254,0.5,40.6,-19.6698399765982,-0.44513771935201,1362.79507729309,3.74676760726399,66.5949761304489,57.4051175109597,-33.0543369938831
0.2,0.254,0.5,40.65,-19.5448331023653,-0.446010072099249,1364.65510149832,3.75205518029187,66.6364275946574,56.4015213155196,-34.2358341982732
0.2,0.254,0.5,40.7,-19.4244030620725,-0.446439397969977,1366.51585055215,3.75734580857473,66.6780975169373,55.4016197586784,-35.4166097128054
0.2,0.254,0.5,40.75,-19.3084466710111,-0.446387139468296,1368.37732477821,3.76263946733618,66.7199864935443,54.405804009171,-36.5965353714946
0.2,0.254,0.5,40.8,-19.196862261616,-0.445814754289066,1370.23952448066,3.76793613100651,66.7620951177632,53.4144600233297,-37.7754709860899
0.2,0.254,0.5,40.85,-19.0895494574606,-0.444683866157211,1372.10244994368,3.77323577318766,66.8044239798503,52.4279672075452,-38.9532642365669
0.2,0.254,0.5,40.9,-18.9864089882498,-0.442956418577764,1373.96610143098,3.77853836661662,66.8469736669743,51.4466971491486,-40.1297506269099
0.2,0.254,0.5,40.95,-18.887342541952,-0.440594830675772,1375.8304791852,3.7838438831273,66.8897447631577,50.4710124230808,-41.3047535092048
0.2,0.254,0.5,41,-18.792252650426,-0.43756215424235,1377.69558342744,3.78915229361079,66.9327378492176,49.5012654807303,-42.4780841786123
0.3,0.254,0.5,37,-32.9022812769952,-0.334672507534226,1263.97424600791,3.35984737301589,74.4614710218224,-13.1855679399719,-139.962132037949
0.3,0.254,0.5,37.05,-33.6281246208169,-0.309204511304254,1265.87638915759,3.36523782391182,74.5213261872713,-10.1889121564199,-141.134521895286
0.3,0.254,0.5,37.1,-34.3938170855242,-0.283880205398616,1267.77926424236,3.37063027746489,74.5814670520016,-6.4149629826589,-142.329357285059
0.3,0.254,0.5,37.15,-35.1848136320017,-0.259039445666763,1269.68287071771,3.37602470088967,74.6418940234088,-1.65135315870045,-143.549684060076
0.3,0.254,0.5,37.2,-35.9708077206778,-0.235227183332493,1271.58720802327,3.38142106126359,74.7026075020681,4.34543823946488,-144.798774581448
0.3,0.254,0.5,37.25,-36.6970883826549,-0.213268957346224,1273.49227558286,3.38681932553003,74.7636078816909,11.8024386484123,-146.079707129712
0.3,0.254,0.5,37.3,-37.2787102956159,-0.194341666680999,1275.39807280446,3.39221946050157,74.8248955490824,20.8158289287508,-147.394552950103
0.3,0.254,0.5,37.35,-37.6099415019712,-0.17999969691281,1277.30459908026,3.39762143286308,74.8864708840984,31.1723514143786,-148.743041720786
0.3,0.254,0.5,37.4,-37.6016606014072,-0.172085375115806,1279.21185378659,3.40302520917489,74.948334259604,42.225841715471,-150.120740786319
0.3,0.254,0.5,37.45,-37.2315469407943,-0.172435770100121,1281.11983628402,3.40843075587605,75.0104860414317,53.0376556439407,-151.517208797059
0.3,0.254,0.5,37.5,-36.5589989118076,-0.182345375037564,1283.02854591729,3.41383803928747,75.0729265883407,62.7704662253941,-152.915228447129
0.3,0.254,0.5,37.55,-35.687314696602,-0.201904567764891,1284.93798201537,3.41924702561514,75.1356562519761,70.9888046532308,-154.292590531516
0.3,0.254,0.5,37.6,-34.7148881485062,-0.229551429243126,1286.84814389145,3.42465768095335,75.1986753768291,77.6515308928982,-155.627081095027
0.3,0.254,0.5,37.65,-33.7118019773869,-0.26222117440909,1288.75903084297,3.43006997128794,75.2619843001976,82.9373262926369,-156.903073154092
0.3,0.254,0.5,37.7,-32.7196867543666,-0.296157520855629,1290.67064215162,3.43548386249952,75.325583352147,87.0911598499139,-158.116193168981
0.3,0.254,0.5,37.75,-31.7599207237951,-0.327971094707115,1292.58297708334,3.44089932036674,75.3894728554722,90.3451585646231,-159.273368131035
0.3,0.254,0.5,37.8,-30.8415435732902,-0.355380249229247,1294.49603488839,3.44631631056953,75.4536531256593,92.8920221687181,-160.388781585468
0.3,0.254,0.5,37.85,-29.9666771972597,-0.377380021467211,1296.40981480131,3.45173479869238,75.5181244708486,94.8828160958653,-161.478632872699
0.3,0.254,0.5,37.9,-29.1337613157001,-0.393979544922655,1298.32431604098,3.45715475022761,75.5828871917978,96.4329457292699,-162.557254605754
0.3,0.254,0.5,37.95,-28.3393540391985,-0.40579280870113,1300.23953781062,3.46257613057868,75.6479415818457,97.6293696465424,-163.635377650252
0.3,0.254,0.5,38,-27.5790914846334,-0.413685062137148,1302.15547929782,3.46799890506347,75.7132879268765,98.5366621263472,-164.720026759239
0.3,0.254,0.5,38.05,-26.8481887523743,-0.418544181840801,1304.07213967458,3.47342303891756,75.7789265052853,99.2013507504952,-165.815208590367
0.3,0.254,0.5,38.1,-26.1417199075855,-0.421164453413465,1305.9895180973,3.4788484972976,75.8448575879428,99.6545610302915,-166.922783016434
0.3,0.254,0.5,38.15,-25.4548392924539,-0.422204827403466,1307.90761370684,3.48427524528455,75.9110814381624,99.9131722058043,-168.043222611206
