"S_width [mm]","T_sub [mm]","W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.1,0.254,0.5,38,-31.3166985893933,-0.444701385646553,1187.57451051178,3.48062123329305,55.3483024497278,147.777022380575,-132.406127259568
0.1,0.254,0.5,38.05,-31.2506208887333,-0.444467161928429,1189.20354442987,3.48469644401758,55.3545649328865,146.412538691639,-133.568982995879
0.1,0.254,0.5,38.1,-31.1873435352854,-0.444161875527855,1190.8329466235,3.48877380518836,55.3608893135619,145.042039535787,-134.732095002302
0.1,0.254,0.5,38.15,-31.1270194658386,-0.443795604465272,1192.46271858535,3.49285333050488,55.3672761098722,143.665990293585,-135.895448879349
0.1,0.254,0.5,38.2,-31.0698000808928,-0.443378117970581,1194.09286181576,3.4969350337402,55.3737258443494,142.284890382873,-137.059032146465
0.1,0.254,0.5,38.25,-31.0158346232431,-0.442918861942449,1195.72337782286,3.50101892874083,55.3802390439783,140.899272437609,-138.22283419024
0.1,0.254,0.5,38.3,-30.9652695413894,-0.442426944910223,1197.35426812256,3.50510502942659,55.386816240237,139.509701087803,-139.386846210634
0.1,0.254,0.5,38.35,-30.9182478436152,-0.441911124503341,1198.98553423865,3.50919334979054,55.3934579691374,138.11677132292,-140.551061165351
0.1,0.254,0.5,38.4,-30.8749084491027,-0.441379794432162,1200.61717770281,3.51328390389884,55.4001647712658,136.721106426652,-141.71547371247
0.1,0.254,0.5,38.45,-30.8353855428704,-0.440840971983004,1202.24920005467,3.5173767058906,55.4069371918243,135.323355477312,-142.880080151438
0.1,0.254,0.5,38.5,-30.7998079416032,-0.440302286029456,1203.88160284191,3.52147176997783,55.4137757806724,133.92419041508,-144.044878362525
0.1,0.254,0.5,38.55,-30.7682984775851,-0.439770965561139,1205.51438762022,3.52556911044525,55.4206810923692,132.524302684831,-145.209867744836
0.1,0.254,0.5,38.6,-30.7409734079148,-0.439253828730531,1207.14755595346,3.52966874165025,55.4276536862151,131.124399471178,-146.375049152955
0.1,0.254,0.5,38.65,-30.717941855978,-0.438757272417889,1208.78110941362,3.53377067802268,55.4346941262955,129.725199550356,-147.540424832301
0.1,0.254,0.5,38.7,-30.6993052917639,-0.438287262313943,1210.41504958092,3.53787493406483,55.4418029815231,128.327428791558,-148.705998353258
0.1,0.254,0.5,38.75,-30.6851570570416,-0.4378493235196,1212.04937804387,3.54198152435124,55.448980825682,126.931815348024,-149.871774544145
0.1,0.254,0.5,38.8,-30.6755819406732,-0.437448531661813,1213.6840963993,3.54609046352859,55.4562282374713,125.539084585336,-151.037759423062
0.1,0.254,0.5,38.85,-30.6706558084385,-0.437089504524595,1215.31920625244,3.55020176631562,55.4635458005496,124.149953800794,-152.203960128673
0.1,0.254,0.5,38.9,-30.6704452907175,-0.436776394194095,1216.95470921693,3.55431544750296,55.4709341035797,122.765126793242,-153.370384849956
0.1,0.254,0.5,38.95,-30.6750075302331,-0.436512879716875,1218.59060691495,3.55843152195305,55.4783937402738,121.385288347076,-154.537042754939
0.1,0.254,0.5,39,-30.6843899908512,-0.436302160270502,1220.2269009772,3.5625500046,55.485925309439,120.011098697249,-155.70394391846
0.1,0.254,0.5,39.05,-30.6986303271852,-0.436146948846006,1221.86359304299,3.56667091044945,55.4935294150232,118.643188043863,-156.871099248968
0.1,0.254,0.5,39.1,-30.7177563135185,-0.436049466441952,1223.50068476032,3.57079425457851,55.5012066661615,117.282151185307,-158.038520414364
0.1,0.254,0.5,39.15,-30.7417858293571,-0.436011436770336,1225.1381777859,3.57492005213554,55.5089576772232,115.928542337835,-159.206219766903
0.1,0.254,0.5,39.2,-30.7707268978199,-0.436034081474982,1226.77607378523,3.57904831834013,55.5167830678587,114.582870207169,-160.374210267157
0.1,0.254,0.5,39.25,-30.8045777720779,-0.436118115863641,1228.41437443263,3.5831790684829,55.5246834630473,113.245593374077,-161.542505407035
0.1,0.254,0.5,39.3,-30.8433270642136,-0.436263745155595,1230.05308141134,3.58731231792541,55.5326594931456,111.917116051253,-162.71111913186
0.1,0.254,0.5,39.35,-30.8869539102027,-0.436470661247211,1231.69219641355,3.59144808210003,55.5407117939353,110.597784263196,-163.880065761502
0.1,0.254,0.5,39.4,-30.9354281642447,-0.43673803999854,1233.33172114047,3.59558637650981,55.5488410066727,109.28788249456,-165.049359910553
0.1,0.254,0.5,39.45,-30.9887106153966,-0.437064539044854,1234.9716573024,3.59972721672835,55.557047778138,107.987630845593,-166.21901640754
0.1,0.254,0.5,39.5,-31.0467532193975,-0.437448296137698,1236.61200661876,3.60387061839969,55.5653327606849,106.697182726291,-167.389050213172
0.1,0.254,0.5,39.55,-31.1094993387084,-0.437886928020824,1238.25277081819,3.60801659723816,55.5736966122912,105.416623113691,-168.559476337604
0.1,0.254,0.5,39.6,-31.1768839841209,-0.438377529847211,1239.89395163858,3.61216516902824,55.5821399966092,104.145967389741,-169.730309756737
0.1,0.254,0.5,39.65,-31.2488340517942,-0.438916675144103,1241.53555082715,3.61631634962447,55.590663583017,102.885160770415,-170.901565327512
0.1,0.254,0.5,39.7,-31.3252685502445,-0.439500416333876,1243.1775701405,3.6204701549513,55.5992680466703,101.63407833042,-172.073257702245
0.1,0.254,0.5,39.75,-31.4060988126035,-0.440124285819228,1244.8200113447,3.62462660100295,55.6079540685542,100.39252562204,-173.245401241969
0.1,0.254,0.5,39.8,-31.4912286903681,-0.440783297642141,1246.46287621532,3.62878570384326,55.6167223355359,99.1602398814178,-174.418009928819
0.1,0.254,0.5,39.85,-31.580554725848,-0.441471949726541,1248.10616653751,3.6329474796056,55.6255735404178,97.9368918110233,-175.591097277457
0.1,0.254,0.5,39.9,-31.6739663015516,-0.442184226715601,1249.74988410606,3.6371119444927,55.6345083819909,96.7220879230477,-176.764676245576
0.1,0.254,0.5,39.95,-31.7713457658204,-0.442913603415038,1251.39403072549,3.64127911477653,55.6435275650886,95.5153734251421,-177.938759143499
0.1,0.254,0.5,40,-31.8725685350886,-0.443653048854531,1253.03860821007,3.64544900679816,55.6526318006415,94.3162356270863,-179.113357542918
0.1,0.254,0.5,40.05,-31.977503174197,-0.444395030979867,1254.68361838393,3.64962163696761,55.661821805732,93.1241078446577,179.711517815182
0.1,0.254,0.5,40.1,-32.0860114572053,-0.445131521988879,1256.3290630811,3.6537970217637,55.6710983036498,91.9383737750273,178.535857113359
0.1,0.254,0.5,40.15,-32.1979484121043,-0.445854004324717,1257.97494414558,3.65797517773397,55.6804620239479,90.7583723163716,177.35965155124
0.1,0.254,0.5,40.2,-32.3131623537224,-0.446553477340112,1259.62126343144,3.66215612149445,55.6899137024988,89.5834028029325,176.182893439657
0.1,0.254,0.5,40.25,-32.4314949099305,-0.447220464646676,1261.26802280283,3.66633986972958,55.6994540815516,88.4127306253801,175.005576295306
0.1,0.254,0.5,40.3,-32.5527810469654,-0.447845022163179,1262.9152241341,3.67052643919203,55.7090839097891,87.2455932049406,173.827694935833
0.1,0.254,0.5,40.35,-32.6768491003142,-0.448416746876783,1264.56286930985,3.67471584670257,55.7188039423859,86.0812062882219,172.649245575207
0.1,0.254,0.5,40.4,-32.8035208181104,-0.448924786330906,1266.210960225,3.67890810914992,55.7286149410665,84.9187705279394,171.470225919276
0.1,0.254,0.5,40.45,-32.9326114243875,-0.449357848853135,1267.85949878486,3.68310324349059,55.7385176741647,83.7574783127133,170.290635261348
0.1,0.254,0.5,40.5,-33.0639297098111,-0.449704214536004,1269.50848690522,3.68730126674874,55.7485129166823,82.5965208067269,169.11047457764
0.1,0.254,0.5,40.55,-33.19727815765,-0.4499517469828,1271.15792651238,3.69150219601601,55.7586014503497,81.4350951572589,167.92974662242
0.1,0.254,0.5,40.6,-33.3324531127541,-0.450087905829644,1272.80781954327,3.69570604845137,55.7687840636856,80.272411824901,166.748456022654
0.1,0.254,0.5,40.65,-33.4692450011596,-0.450099760054087,1274.45816794549,3.699912841281,55.7790615520588,79.1077019876585,165.56660937196
0.1,0.254,0.5,40.7,-33.6074386076419,-0.449974002079121,1276.10897367741,3.70412259179807,55.7894347177488,77.9402249661289,164.38421532363
0.1,0.254,0.5,40.75,-33.7468134180661,-0.449696962680102,1277.76023870822,3.7083353173626,55.7999043700085,76.7692756126312,163.201284682508
0.1,0.254,0.5,40.8,-33.8871440327341,-0.449254626700323,1279.41196501802,3.71255103540134,55.8104713251263,75.5941916026041,162.01783049546
0.1,0.254,0.5,40.85,-34.0282006560895,-0.448632649579163,1281.06415459789,3.71676976340753,55.8211364064894,74.4143605619508,160.833868140171
0.1,0.254,0.5,40.9,-34.169749667104,-0.44781637469448,1282.71680944996,3.72099151894081,55.831900444647,73.2292269594421,159.649415411997
0.1,0.254,0.5,40.95,-34.3115542734329,-0.446790851518749,1284.36993158751,3.725216319627,55.8427642773753,72.0382986890083,158.464492608572
0.1,0.254,0.5,41,-34.4533752509827,-0.445540854585649,1286.02352303502,3.72944418315793,55.8537287497411,70.8411532630111,157.279122611871
0.2,0.254,0.5,37,-43.0878507172315,-0.350751995793036,1191.27418008148,3.19793679774789,72.0173553155108,4.47601902188744,-124.406488957771
0.2,0.254,0.5,37.05,-43.7935749007195,-0.357755178598234,1193.03242061197,3.20278993179291,72.0536884322009,9.25979453692478,-125.623081695897
0.2,0.254,0.5,37.1,-44.508760058754,-0.36394085574772,1194.7916019722,3.20765026048647,72.0902177909025,15.1802023804296,-126.836371915972
0.2,0.254,0.5,37.15,-45.1888350233861,-0.369370985174012,1196.55172872112,3.21251781886599,72.126945455041,22.4995381408432,-128.046477556932
0.2,0.254,0.5,37.2,-45.7577218627046,-0.374104725974174,1198.31280540518,3.21739264093493,72.1638735588099,31.4076285561764,-129.253525665184
0.2,0.254,0.5,37.25,-46.1080960313694,-0.378198481396273,1200.07483655858,3.2222747596753,72.2010043115741,41.846098889584,-130.45765107438
0.2,0.254,0.5,37.3,-46.129168711691,-0.381705949560691,1201.83782670353,3.22716420706011,72.2383400026166,53.3116150945491,-131.658995166518
0.2,0.254,0.5,37.35,-45.7630961001683,-0.384678180651273,1203.60178035042,3.23206101406545,72.2758830062624,64.8661415015373,-132.857704712654
0.2,0.254,0.5,37.4,-45.0442643113832,-0.387163639421441,1205.36670199806,3.23696521068254,72.3136357874131,75.503090674242,-134.053930791042
0.2,0.254,0.5,37.45,-44.0757474483681,-0.389208271968133,1207.13259613392,3.24187682592948,72.3516009075308,84.5796563750313,-135.247827780124
0.2,0.254,0.5,37.5,-42.9713123361551,-0.390855575830408,1208.89946723429,3.24679588786285,72.3897810311165,91.9285002277659,-136.439552423473
0.2,0.254,0.5,37.55,-41.8178501790852,-0.392146672569124,1210.66731976456,3.25172242358917,72.4281789327287,97.691615824508,-137.629262963602
0.2,0.254,0.5,37.6,-40.6691393289368,-0.39312038207818,1212.43615817939,3.25665645927608,72.4667975045962,102.124913501997,-138.817118341374
0.2,0.254,0.5,37.65,-39.5540419954249,-0.393813297966528,1214.20598692293,3.26159802016345,72.5056397648859,105.485830782804,-140.00327745768
0.2,0.254,0.5,37.7,-38.4860847954783,-0.394259863432666,1215.97681042902,3.26654713057421,72.5447088666893,107.991954963267,-141.187898493988
0.2,0.254,0.5,37.75,-37.4703114481949,-0.394492447129893,1217.74863312141,3.27150381392512,72.5840081078043,109.814860344451,-142.371138288394
0.2,0.254,0.5,37.8,-36.5074077213168,-0.394541418591098,1219.52145941393,3.27646809273726,72.6235409413936,111.086433313216,-143.553151763836
0.2,0.254,0.5,37.85,-35.5959896534077,-0.394435222846304,1221.29529371076,3.28143998864642,72.6633109876131,111.907698428367,-144.734091405196
0.2,0.254,0.5,37.9,-34.7338113657275,-0.394200453924924,1223.07014040653,3.28641952241332,72.7033220463146,112.356716606852,-145.914106782135
0.2,0.254,0.5,37.95,-33.9183732884287,-0.393861926987785,1224.84600388661,3.29140671393366,72.7435781109407,112.494774547957,-147.093344114587
0.2,0.254,0.5,38,-33.1472071008451,-0.393442748881787,1226.62288852723,3.29640158224796,72.7840833837429,112.370973255252,-148.271945877989
0.2,0.254,0.5,38.05,-32.4179899932879,-0.392964386952912,1228.40079869574,3.30140414555135,72.8248422924733,112.025539866715,-149.450050445474
0.2,0.254,0.5,38.1,-31.7285714658239,-0.392446735991408,1230.17973875074,3.30641442120309,72.865859508718,111.492181085411,-150.627791764355
0.2,0.254,0.5,38.15,-31.0769580346797,-0.391908183216736,1231.95971304233,3.31143242573605,72.9071399680638,110.799734685842,-151.805299064441
0.2,0.254,0.5,38.2,-30.461280686173,-0.391365671239648,1233.74072591222,3.31645817486591,72.9486888923145,109.973312450122,-152.982696595826
0.2,0.254,0.5,38.25,-29.8797586661356,-0.390834758964759,1235.522781694,3.32149168350035,72.9905118140053,109.035077454335,-154.160103393983
0.2,0.254,0.5,38.3,-29.3306668731177,-0.390329680419569,1237.30588471326,3.32653296574797,73.0326146034943,108.004761495289,-155.337633070117
0.2,0.254,0.5,38.35,-28.8123104369069,-0.389863401515508,1239.09003928781,3.33158203492718,73.0750034989556,106.900001699506,-156.515393624909
0.2,0.254,0.5,38.4,-28.3230078159799,-0.389447674763136,1240.87524972784,3.33663890357484,73.1176851396393,105.736555830214,-157.693487283898
0.2,0.254,0.5,38.45,-27.8610823314637,-0.389093091977849,1242.66152033611,3.34170358345485,73.1606666028233,104.528441044598,-158.872010352914
0.2,0.254,0.5,38.5,-27.4248611680624,-0.388809135024306,1244.4488554081,3.34677608556654,73.2039554449414,103.288029214006,-160.051053092086
0.2,0.254,0.5,38.55,-27.012680360426,-0.388604224657419,1246.23725923224,3.35185642015297,73.2475597474498,102.026122444264,-161.230699607099
0.2,0.254,0.5,38.6,-26.6228940583867,-0.388485767525781,1248.02673609003,3.35694459670908,73.2914881680786,100.752024635399,-162.41102775647
0.2,0.254,0.5,38.65,-26.2538863615504,-0.388460201409505,1249.81729025623,3.36204062398967,73.3357499982217,99.4736185897868,-163.592109073754
0.2,0.254,0.5,38.7,-25.9040841736847,-0.388533038769296,1251.60892599905,3.36714451001735,73.3803552273377,98.1974532260325,-164.774008703678
0.2,0.254,0.5,38.75,-25.57196979248,-0.388708908686864,1253.40164758027,3.37225626209024,73.4253146153823,96.9288418092227,-165.956785351306
0.2,0.254,0.5,38.8,-25.2560922669192,-0.388991597279129,1255.19545925548,3.37737588678964,73.4706397744615,95.6719696547728,-167.140491243451
0.2,0.254,0.5,38.85,-24.9550768773025,-0.389384086669725,1256.99036527418,3.38250338998753,73.5163432611073,94.4300083387783,-168.325172101594
0.2,0.254,0.5,38.9,-24.6676323880757,-0.389888592601718,1258.78636987996,3.38763877685395,73.5624386808182,93.2052328488951,-169.510867125713
0.2,0.254,0.5,38.95,-24.3925559698072,-0.39050660077473,1260.5834773107,3.39278205186429,73.6089408068098,91.9991381176059,-170.697608988421
0.2,0.254,0.5,39,-24.1287358744143,-0.39123890198852,1262.38169179868,3.39793321880644,73.6558657152793,90.8125517858239,-171.885423838967
0.2,0.254,0.5,39.05,-23.8751520768057,-0.392085626173064,1264.18101757077,3.40309228078781,73.7032309399225,89.645740669817,-173.074331316628
0.2,0.254,0.5,39.1,-23.6308751725826,-0.393046275382815,1265.98145884859,3.40825924024226,73.7510556489764,88.4985091084974,-174.264344573149
0.2,0.254,0.5,39.15,-23.3950638548726,-0.394119755829777,1267.78301984864,3.41343409893691,73.7993608487099,87.3702880527538,-175.455470303888
0.2,0.254,0.5,39.2,-23.1669612944606,-0.395304409026784,1269.5857047825,3.41861685797881,73.8481696180859,86.2602143628493,-176.647708787391
0.2,0.254,0.5,39.25,-22.9458907263242,-0.396598042108604,1271.38951785694,3.42380751782158,73.8975073803066,85.1672002736132,-177.841053933153
0.2,0.254,0.5,39.3,-22.7312505112425,-0.397997957394513,1273.19446327409,3.42900607827184,73.9474022181803,84.089993362066,-179.035493337363
0.2,0.254,0.5,39.35,-22.5225089002428,-0.399500981251712,1275.0005452316,3.4342125384956,73.997885241783,83.0272276147328,179.76899165356
0.2,0.254,0.5,39.4,-22.3191986873148,-0.40110349231454,1276.8077679228,3.43942689702453,74.048991018808,81.9774663568727,178.572425871778
0.2,0.254,0.5,39.45,-22.1209118954441,-0.402801449109759,1278.61613553681,3.44464915176211,74.1007580804281,80.9392378913657,177.374840249349
0.2,0.254,0.5,39.5,-21.927294604616,-0.404590417133488,1280.42565225872,3.44987929998969,74.1532295185797,79.9110647195297,176.176271732139
0.2,0.254,0.5,39.55,-21.7380419990195,-0.40646559542051,1282.23632226972,3.45511733837249,74.2064536945249,78.8914871965958,174.976763186467
0.2,0.254,0.5,39.6,-21.55289368452,-0.4084218426418,1284.04814974728,3.46036326296539,74.2604850836296,77.8790824252842,173.776363298562
0.2,0.254,0.5,39.65,-21.371629306378,-0.410453702761225,1285.86113886523,3.46561706921875,74.3153852878896,76.8724791234586,172.575126466939
0.2,0.254,0.5,39.7,-21.1940644807125,-0.412555430277479,1287.67529379398,3.47087875198406,74.3712242563522,75.8703691249892,171.373112687785
0.2,0.254,0.5,39.75,-21.0200470407415,-0.4147210150725,1289.49061870058,3.4761483055195,74.4280817649433,74.871516093162,170.170387433451
0.2,0.254,0.5,39.8,-20.8494535897499,-0.416944206882784,1291.30711774895,3.48142572349545,74.4860492223124,73.8747619476732,168.967021524156
0.2,0.254,0.5,39.85,-20.6821863464204,-0.419218539405514,1293.12479509995,3.48671099899981,74.5452318885769,72.879031432325,167.763090993004
0.2,0.254,0.5,39.9,-20.5181702640665,-0.421537354046642,1294.94365491152,3.49200412454337,74.6057516213226,71.8833351826859,166.558676944438
0.2,0.254,0.5,39.95,-20.3573504029408,-0.423893823314005,1296.76370133889,3.49730509206498,74.6677503008521,70.8867715920404,165.353865406269
0.2,0.254,0.5,40,-20.1996895337471,-0.426280973854094,1298.58493853462,3.50261389293663,74.7313941388219,69.8885277201539,164.148747175405
0.2,0.254,0.5,40.05,-20.0451659504329,-0.428691709127315,1300.40737064881,3.50793051796855,74.7968791475516,68.8878794425913,162.943417657463
0.2,0.254,0.5,40.1,-19.8937714710026,-0.431118831712769,1302.23100182918,3.5132549574141,74.8644381512455,67.8841909981261,161.737976700427
0.2,0.254,0.5,40.15,-19.7455096062604,-0.433555065230088,1304.05583622126,3.51858720097463,74.9343498702332,66.8769140576581,160.532528422557
0.2,0.254,0.5,40.2,-19.6003938779002,-0.435993075862681,1305.88187796846,3.52392723780429,75.0069508287625,65.8655864094249,159.327181034764
0.2,0.254,0.5,40.25,-19.4584462690798,-0.438425493463822,1307.70913121226,3.52927505651467,75.0826511635769,64.8498303315536,158.122046657679
0.2,0.254,0.5,40.3,-19.3196957924497,-0.440844932224403,1309.53760009228,3.53463064517944,75.1619559059655,63.8293507035971,156.917241133687
0.2,0.254,0.5,40.35,-19.1841771624789,-0.443244010878884,1311.36728874647,3.53999399133887,75.2454940766006,62.8039328930983,155.712883834197
0.2,0.254,0.5,40.4,-19.0519295607826,-0.445615372424074,1313.1982013112,3.54536508200428,75.3340591452712,61.7734404409636,154.509097462453
0.2,0.254,0.5,40.45,-18.9229954849574,-0.447951703323701,1315.03034192138,3.55074390366241,75.4286663738216,60.7378125600671,153.30600785219
0.2,0.254,0.5,40.5,-18.7974196731463,-0.450245752170569,1316.86371471063,3.55613044227971,75.530635836226,59.6970614546845,152.103743762513
0.2,0.254,0.5,40.55,-18.6752480981608,-0.452490347777158,1318.69832381136,3.56152468330655,75.6417155354251,58.6512694637289,150.902436669318
0.2,0.254,0.5,40.6,-18.5565270264623,-0.454678416665021,1320.53417335493,3.56692661168138,75.7642690347094,57.6005860280298,149.702220553664
0.2,0.254,0.5,40.65,-18.4413021386332,-0.456802999923157,1322.37126747173,3.57233621183479,75.9015704920226,56.5452244808014,148.503231687497
0.2,0.254,0.5,40.7,-18.3296177091443,-0.458857269405749,1324.20961029136,3.57775346769349,76.0582856468639,55.4854586607164,147.305608417114
0.2,0.254,0.5,40.75,-18.2215158442335,-0.460834543240149,1326.0492059427,3.58317836268425,76.241289732384,54.4216193484309,146.109490944836
0.2,0.254,0.5,40.8,-18.117035777547,-0.462728300616968,1327.89005855405,3.58861087973774,76.4611291923635,53.3540905297483,144.915021109303
0.2,0.254,0.5,40.85,-18.0162132238607,-0.464532195835145,1329.73217225328,3.59405100129232,76.7347930534819,52.2833054916673,143.722342164868
0.2,0.254,0.5,40.9,-17.9190797916856,-0.466240071576605,1331.57555116788,3.59949870929773,77.0913522111935,51.2097427611233,142.531598560552
0.2,0.254,0.5,40.95,-17.8256624558731,-0.467845971386794,1333.42019942517,3.60495398521876,77.5844349318998,50.133921900097,141.342935719024
0.2,0.254,0.5,41,-17.7359830914858,-0.4693441513394,1335.26612115232,3.61041681003879,78.322464134976,49.0563991747459,140.156499816109
0.3,0.254,0.5,37,-26.1343512924065,-0.345451021861365,1231.82813503747,3.24171801972154,99.0622614196921,-14.6086106213886,52.7235653846783
0.3,0.254,0.5,37.05,-26.8562960439118,-0.343301784848537,1233.77334677611,3.24763853801247,99.2794898936776,-13.4776938680444,51.4898284341654
0.3,0.254,0.5,37.1,-27.6520759725967,-0.341616740959259,1235.7200264203,3.25356173775897,99.4984135554799,-11.8879802933573,50.254626207035
0.3,0.254,0.5,37.15,-28.5297456954583,-0.340404670338304,1237.66817295895,3.25948748543699,99.7190385718952,-9.67754475704329,49.0179891914359
0.3,0.254,0.5,37.2,-29.4949397344202,-0.339674681802564,1239.61778528741,3.26541564682338,99.9413710190121,-6.61352764790813,47.7799455960611
0.3,0.254,0.5,37.25,-30.5455440434255,-0.339436347950293,1241.56886220746,3.27134608703099,100.165416880831,-2.36068838417773,46.5405209357836
0.3,0.254,0.5,37.3,-31.6597187414964,-0.33969987562135,1243.52140242721,3.27727867054417,100.391182047895,3.55002904907669,45.2997375663849
0.3,0.254,0.5,37.35,-32.7718228777724,-0.340476321815085,1245.47540456117,3.28321326125471,100.618672315945,11.709699785941,44.0576141668676
0.3,0.254,0.5,37.4,-33.7360922704962,-0.341777868515857,1247.43086713025,3.28914972249798,100.847893384573,22.6443830817269,42.814165171662
0.3,0.254,0.5,37.45,-34.313769072341,-0.343618174465552,1249.38778856178,3.29508791708948,101.07885085591,36.2548904304066,41.5694001621049
0.3,0.254,0.5,37.5,-34.2767071807965,-0.346012828267537,1251.34616718957,3.30102770736171,101.311550233322,51.1374955186286,40.3233232391107
0.3,0.254,0.5,37.55,-33.6073296087311,-0.348979936040187,1253.30600125403,3.30696895520125,101.545996920117,65.007028155031,39.075932420778
0.3,0.254,0.5,37.6,-32.5175214228944,-0.352540889213428,1255.26728890225,3.31291152208614,101.782196218285,76.2831518373615,37.8272191462327
0.3,0.254,0.5,37.65,-31.2545632301373,-0.356721375486466,1257.2300281881,3.31885526912353,102.020153327241,84.7270571945411,36.5771680313771
0.3,0.254,0.5,37.7,-29.977591594544,-0.361552720574758,1259.19421707246,3.3248000570875,102.259873342599,90.8255280561417,35.3257571326351
0.3,0.254,0.5,37.75,-28.7611240912055,-0.367073683123272,1261.15985342329,3.33074574645715,102.501361254958,95.1799688199269,34.0729591649112
0.3,0.254,0.5,37.8,-27.6316903897767,-0.373332873935325,1263.12693501592,3.33669219745481,102.744621948712,98.2808832520821,32.8187444495396
0.3,0.254,0.5,37.85,-26.5938462226131,-0.380392038020205,1265.09545953318,3.34263927008444,102.98966020088,100.483600413808,31.5630869438667
0.3,0.254,0.5,37.9,-25.6434283403102,-0.388330527679671,1267.06542456571,3.3485868241702,103.236480679958,102.038308090304,30.3059757196147
0.3,0.254,0.5,37.95,-24.7735266248317,-0.397251405094017,1269.03682761219,3.35453471939507,103.485087944791,103.123211683366,29.0474360640136
0.3,0.254,0.5,38,-23.9769892688239,-0.407289722190917,1271.00966607959,3.36048281533966,103.735486443469,103.870158115888,27.7875676161338
0.3,0.254,0.5,38.05,-23.247348522043,-0.418623555068554,1272.98393728355,3.36643097152103,103.987680512249,104.383408864322,26.5266127728801
0.3,0.254,0.5,38.1,-22.5789524615864,-0.431488084569033,1274.95963844864,3.37237904743159,104.241674374494,104.754444357777,25.2650790031792
0.3,0.254,0.5,38.15,-21.9664504627557,-0.446191771525706,1276.93676670876,3.37832690257803,104.497472139643,105.07578461882,24.0039568426245
0.3,0.254,0.5,38.2,-21.4031704384895,-0.46312982069652,1278.91531910745,3.38427439652028,104.755077802203,105.456380910156,22.7451048684715
0.3,0.254,0.5,38.25,-20.8768579756778,-0.482779674036973,1280.89529259836,3.39022138891046,105.014495240764,106.03830057547,21.4919126830883
