"S_width [mm]","T_sub [mm]","W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.1,0.254,0.5,40.25,-3.51270160502807,-6.68281323049567,1257.50403520729,3.7946373904686,59.983814491453,-149.418955686754,3.32944387573372
0.1,0.254,0.5,40.3,-2.16910645884881,-12.191360228438,1259.23172229509,3.78677021037311,60.0097595155128,-150.166819560642,9.93054018254386
0.1,0.254,0.5,40.35,-2.23405201852415,-16.526423033701,1261.01943682505,3.78052016663163,60.0397173133099,-146.641666893229,24.8990200716909
0.1,0.254,0.5,40.4,-2.74171272512489,-19.4461070492386,1262.87825188726,3.78086232973323,60.0726667022918,-137.893998245468,59.3351538297567
0.1,0.254,0.5,40.45,-3.44865459872915,-18.6431368196452,1264.79658531837,3.78720493138974,60.1078917075792,-127.5054437369,98.0842261572704
0.1,0.254,0.5,40.5,-4.21480171586831,-16.5925387160725,1266.75338797486,3.79574753386255,60.1448852140474,-118.618856646599,119.649884320519
0.1,0.254,0.5,40.55,-4.96837543631627,-15.215978770971,1268.73263363292,3.80430599809446,60.1832790828335,-112.389886152983,130.345189311234
0.1,0.254,0.5,40.6,-5.7404048879406,-14.5685900200319,1270.72511610808,3.81229951215169,60.2228010702816,-108.844256489306,136.389951009589
0.1,0.254,0.5,40.65,-6.67233329592051,-14.4548803375097,1272.72584159997,3.81970698703287,60.2632468034097,-107.471377434716,141.506179412315
0.1,0.254,0.5,40.7,-8.03913262662318,-14.5009407477184,1274.73202478928,3.82662718774294,60.3044607909461,-106.900426918997,149.019243670096
0.1,0.254,0.5,40.75,-10.0676927419262,-13.8312651108943,1276.74203930135,3.83316453476884,60.3463232495645,-101.600628325557,159.276338743854
0.1,0.254,0.5,40.8,-11.464839603645,-12.1218369057262,1278.75489091298,3.83940544397537,60.3887408191796,-85.1928868103769,164.797952655611
0.1,0.254,0.5,40.85,-10.4873439144075,-10.5014575701304,1280.76994428901,3.84541620127235,60.4316399383115,-69.20828603223,162.463748716672
0.1,0.254,0.5,40.9,-8.92358707643903,-9.52810704785439,1282.78677621773,3.85124616138724,60.4749620841028,-64.4853385074756,156.893486171312
0.1,0.254,0.5,40.95,-7.85019504841887,-9.03381330234197,1284.8050946205,3.85693199260478,60.5186605105064,-65.0968588468163,151.217466752433
0.1,0.254,0.5,41,-7.18891591191336,-8.79701595420219,1286.8246926461,3.86250154657442,60.5626447514002,-67.1766576891726,146.24577210579
0.2,0.254,0.5,37,-24.3026625533031,-0.430814033543563,1180.610371552,3.09363369485872,70.7206415432152,3.40964355022671,-92.0938423505559
0.2,0.254,0.5,37.05,-24.3876651936056,-0.433901788645428,1182.32830800983,3.09823099582743,70.7574463137387,2.16420704523083,-93.5285487272489
0.2,0.254,0.5,37.1,-24.481323664752,-0.436300106236302,1184.04707716072,3.10283602371145,70.7946704216188,0.909804765162504,-94.9541384135116
0.2,0.254,0.5,37.15,-24.5840646365258,-0.438075468281776,1185.76668418893,3.10744883527751,70.8323199785325,-0.352453883766733,-96.3710508969039
0.2,0.254,0.5,37.2,-24.6963361448835,-0.439289937324796,1187.48713430398,3.11206948733041,70.870401180491,-1.62134740943336,-97.7797144403112
0.2,0.254,0.5,37.25,-24.8186096668234,-0.440001414536042,1189.20843274074,3.11669803670755,70.9089203075074,-2.89553537922682,-99.1805455864631
0.2,0.254,0.5,37.3,-24.951382603147,-0.440263884954467,1190.93058475966,3.12133454027357,70.9478837231116,-4.17355068070557,-100.573948756751
0.2,0.254,0.5,37.35,-25.0951812499907,-0.440127650049967,1192.65359564686,3.12597905491474,70.9872978736955,-5.45379060014294,-101.96031593379
0.2,0.254,0.5,37.4,-25.2505643549285,-0.439639547834935,1194.3774707143,3.13063163753347,71.0271692876751,-6.73450633435074,-103.340026418087
0.2,0.254,0.5,37.45,-25.418127371565,-0.438843160827312,1196.10221529996,3.13529234504252,71.0675045744526,-8.01379044070966,-104.713446650015
0.2,0.254,0.5,37.5,-25.5985075487445,-0.43777901222712,1197.82783476799,3.13996123435933,71.1083104231595,-9.289561589583,-106.080930089142
0.2,0.254,0.5,37.55,-25.7923900179895,-0.436484750714043,1199.55433450884,3.14463836240016,71.1495936011633,-10.5595458023728,-107.44281714372
0.2,0.254,0.5,37.6,-26.0005150771279,-0.434995324306759,1201.28171993945,3.14932378607419,71.191360952317,-11.8212531236166,-108.79943514386
0.2,0.254,0.5,37.65,-26.2236869113466,-0.433343143748108,1203.0099965034,3.15401756227754,71.2336193949266,-13.0719483672745,-110.151098352611
0.2,0.254,0.5,37.7,-26.4627840479001,-0.431558235894577,1204.73916967109,3.15871974788719,71.2763759194163,-14.3086141680044,-111.498108009755
0.2,0.254,0.5,37.75,-26.7187719110544,-0.429668387596048,1206.46924493986,3.16343039975485,71.3196375856625,-15.5279040179421,-112.840752403736
0.2,0.254,0.5,37.8,-26.9927179344552,-0.427699280553263,1208.20022783419,3.16814957470071,71.3634115199701,-16.7260822203595,-114.17930696764
0.2,0.254,0.5,37.85,-27.285809805438,-0.42567461763709,1209.93212390586,3.17287732950715,71.4077049116603,-17.8989466584965,-115.514034395635
0.2,0.254,0.5,37.9,-27.5993775684517,-0.423616241146435,1211.66493873411,3.17761372091235,71.4525250092377,-19.041728834252,-116.845184776721
0.2,0.254,0.5,37.95,-27.9349205140676,-0.421544243471344,1213.39867792579,3.18235880560377,71.4978791161016,-20.1489635865475,-118.172995743029
0.2,0.254,0.5,38,-28.2941400407345,-0.419477070615105,1215.13334711559,3.18711264021163,71.5437745857636,-21.2143179614724,-119.497692630256
0.2,0.254,0.5,38.05,-28.6789800172232,-0.417431619014567,1216.86895196613,3.19187528130222,71.5902188165302,-22.2303644233483,-120.819488648183
0.2,0.254,0.5,38.1,-29.0916766171254,-0.415423326082004,1218.60549816818,3.1966467853712,71.6372192456078,-23.1882772539476,-122.13858505946
0.2,0.254,0.5,38.15,-29.5348201671253,-0.413466254875024,1220.34299144082,3.20142720883672,71.6847833425807,-24.0774214410531,-123.455171365147
0.2,0.254,0.5,38.2,-30.0114322667213,-0.411573173283526,1222.08143753163,3.20621660803254,71.7329186022134,-24.8847887357941,-124.769425495708
0.2,0.254,0.5,38.25,-30.5250622913432,-0.409755628104957,1223.82084221682,3.21101503920101,71.7816325365192,-25.5942127435047,-126.081514006366
0.2,0.254,0.5,38.3,-31.0799082980032,-0.408024014361257,1225.56121130147,3.21582255848594,71.8309326660387,-26.1852586109462,-127.391592275908
0.2,0.254,0.5,38.35,-31.6809680199204,-0.406387640192995,1227.30255061964,3.22063922192547,71.8808265102613,-26.6316239150427,-128.699804708205
0.2,0.254,0.5,38.4,-32.3342252443114,-0.404854787648702,1229.0448660346,3.22546508544469,71.9313215771232,-26.8987895725069,-130.006284935822
0.2,0.254,0.5,38.45,-33.0468732739003,-0.40343276967003,1230.78816343899,3.23030020484834,71.9824253515049,-26.9404940146865,-131.311156025257
0.2,0.254,0.5,38.5,-33.8275648986493,-0.402127983556584,1232.532448755,3.23514463581327,72.0341452826503,-26.6933182514152,-132.614530683424
0.2,0.254,0.5,38.55,-34.6866433144174,-0.400945961177821,1234.27772793455,3.23999843388089,72.086488770419,-26.0681704366925,-133.916511465107
0.2,0.254,0.5,38.6,-35.6362143041956,-0.399891416183541,1236.02400695948,3.24486165444949,72.1394631502794,-24.9365882771692,-135.217190981185
0.2,0.254,0.5,38.65,-36.6896708072662,-0.398968288449128,1237.77129184173,3.24973435276645,72.1930756769422,-23.1083179684632,-136.5166521075
0.2,0.254,0.5,38.7,-37.859622824849,-0.398179785976964,1239.51958862355,3.25461658392037,72.2473335065252,-20.294533727093,-137.814968194296
0.2,0.254,0.5,38.75,-39.1514709044633,-0.397528424461083,1241.26890337763,3.25950840283309,72.3022436771327,-16.0499058668021,-139.112203276206
0.2,0.254,0.5,38.8,-40.5457192903078,-0.397016064708561,1243.01924220736,3.26440986425161,72.3578130877248,-9.6965702158478,-140.408412282803
0.2,0.254,0.5,38.85,-41.9549134976539,-0.396643948097989,1244.77061124697,3.2693210227399,72.4140484751391,-0.297684458984192,-141.703641249761
0.2,0.254,0.5,38.9,-43.1466085596538,-0.396412730242738,1246.52301666174,3.27424193267059,72.4709563891198,13.0200962349935,-142.997927530709
0.2,0.254,0.5,38.95,-43.7199978774859,-0.396322513014722,1248.27646464819,3.27917264821658,72.5285431651969,29.8508179993022,-144.291300009848
0.2,0.254,0.5,39,-43.3798228485499,-0.396372875072822,1250.0309614343,3.28411322334255,72.5868148952447,47.2981231812335,-145.58377931545
0.2,0.254,0.5,39.05,-42.2942603905703,-0.396562901029027,1251.78651327963,3.28906371179631,72.6457773955387,61.9078313163036,-146.875378034341
0.2,0.254,0.5,39.1,-40.878030416689,-0.396891209374853,1253.54312647563,3.29402416710008,72.7054361721124,72.5296929802274,-148.166100927484
0.2,0.254,0.5,39.15,-39.4226497735564,-0.397355979280433,1255.30080734574,3.29899464254167,72.7657963832035,79.8141876828721,-149.455945146765
0.2,0.254,0.5,39.2,-38.0516390108967,-0.397954976369047,1257.05956224565,3.30397519116548,72.826862798561,84.7445711147703,-150.744900453086
0.2,0.254,0.5,39.25,-36.7992832786735,-0.398685577560579,1258.81939756345,3.30896586576346,72.8886397553688,88.0839565144224,-152.032949435874
0.2,0.254,0.5,39.3,-35.665026443574,-0.399544795068695,1260.58031971991,3.31396671886594,72.9511311105203,90.341917580332,-153.320067734068
0.2,0.254,0.5,39.35,-34.6372682666748,-0.400529299627918,1262.3423351686,3.31897780273228,73.0143401889627,91.848512669326,-154.606224258671
0.2,0.254,0.5,39.4,-33.7022922129904,-0.401635443019031,1264.10545039616,3.32399916934147,73.0782697278038,92.8194746283574,-155.891381416917
0.2,0.254,0.5,39.45,-32.8472775220605,-0.402859279953389,1265.86967192248,3.32903087038259,73.1429218158557,93.3989724074994,-157.175495338079
0.2,0.254,0.5,39.5,-32.0611130340511,-0.404196589369583,1267.63500630089,3.33407295724516,73.2082978282615,93.6858336379452,-158.458516100948
0.2,0.254,0.5,39.55,-31.3344367780832,-0.405642895189065,1269.40146011844,3.33912548100929,73.2743983558301,93.7495163164408,-159.740387962968
0.2,0.254,0.5,39.6,-30.6594334131041,-0.407193486570692,1271.16903999603,3.34418849243584,73.3412231286699,93.6399765546105,-161.021049591008
0.2,0.254,0.5,39.65,-30.0295833864766,-0.408843437698213,1272.93775258867,3.34926204195633,73.4087709336917,93.3938989832101,-162.300434293714
0.2,0.254,0.5,39.7,-29.4394297748887,-0.410587627128742,1274.70760458569,3.3543461796628,73.4770395255114,93.0387251904114,-163.578470255382
0.2,0.254,0.5,39.75,-28.8843808501602,-0.412420756725002,1276.47860271097,3.35944095529749,73.5460255302562,92.5953204713548,-164.855080771245
0.2,0.254,0.5,39.8,-28.3605491661027,-0.414337370188986,1278.25075372311,3.36454641824242,73.6157243417415,92.0797791014713,-166.130184484064
0.2,0.254,0.5,39.85,-27.8646224841642,-0.41633187120999,1280.02406441573,3.36966261750884,73.6861300094475,91.5046721686569,-167.403695621888
0.2,0.254,0.5,39.9,-27.3937607876807,-0.418398541235685,1281.79854161761,3.37478960172653,73.7572351176902,90.879926851019,-168.675524236805
0.2,0.254,0.5,39.95,-26.9455140971178,-0.420531556870828,1283.57419219296,3.37992741913294,73.8290306553355,90.2134570527791,-169.945576444521
0.2,0.254,0.5,40,-26.5177566783198,-0.422725006904643,1285.35102304165,3.38507611756228,73.9015058753698,89.511623115837,-171.213754664544
0.2,0.254,0.5,40.05,-26.1086341227848,-0.424972908964655,1287.12904109942,3.39023574443436,73.9746481435908,88.7795719705409,-172.479957860766
0.2,0.254,0.5,40.1,-25.7165205424622,-0.427269225791737,1288.90825333811,3.39540634674336,74.0484427756421,88.0214922980691,-173.744081782183
0.2,0.254,0.5,40.15,-25.3399837376353,-0.429607881128697,1290.6886667659,3.40058797104646,74.1228728615658,87.2408083747967,-175.006019203507
0.2,0.254,0.5,40.2,-24.97775667874,-0.43198277521238,1292.47028842755,3.40578066345228,74.1979190770021,86.4403290639264,-176.265660165384
0.2,0.254,0.5,40.25,-24.6287140151497,-0.434387799857488,1294.25312540459,3.41098446960919,74.2735594801161,85.6223635780483,-177.522892213935
0.2,0.254,0.5,40.3,-24.2918526094461,-0.436816853118699,1296.03718481562,3.41619943469352,74.3497692932854,84.7888123319351,-178.777600639307
0.2,0.254,0.5,40.35,-23.9662753144047,-0.439263853516516,1297.82247381652,3.42142560339756,74.4265206685352,83.9412389166764,179.970331287069
0.2,0.254,0.5,40.4,-23.6511773777372,-0.441722753811292,1299.60899960067,3.42666301991743,74.50378243566,83.0809276200828,178.721022076852
0.2,0.254,0.5,40.45,-23.3458349888088,-0.444187554309385,1301.39676939923,3.43191172794079,74.5815198319326,82.2089297764348,177.474591791115
0.2,0.254,0.5,40.5,-23.0495955814029,-0.4466523156851,1303.18579048133,3.43717177063445,74.659694212255,81.3261014071859,176.231161808961
0.2,0.254,0.5,40.55,-22.7618695841751,-0.449111171301917,1304.9760701544,3.44244319063171,74.7382627385769,80.4331340166244,174.99085459878
0.2,0.254,0.5,40.6,-22.4821233710059,-0.451558339017034,1306.76761576433,3.44772603001965,74.817178047377,79.5305799671753,173.753793492478
0.2,0.254,0.5,40.65,-22.2098732110071,-0.453988132453555,1308.56043469577,3.4530203303262,74.8963878939812,78.6188735328559,172.520102463025
0.2,0.254,0.5,40.7,-21.9446800554636,-0.456394971725495,1310.35453437237,3.4583261325071,74.9758347724858,77.6983484849924,171.289905905666
0.2,0.254,0.5,40.75,-21.686145028763,-0.458773393601775,1312.14992225703,3.46364347693258,75.055455510058,76.7692528795388,170.063328423123
0.2,0.254,0.5,40.8,-21.433905514117,-0.461118061096468,1313.94660585216,3.46897240337406,75.1351808344053,75.8317615745075,168.840494615131
0.2,0.254,0.5,40.85,-21.1876317439095,-0.463423772474096,1315.74459269994,3.47431295099048,75.214934913251,74.8859868978138,167.621528872608
0.2,0.254,0.5,40.9,-20.9470238198445,-0.465685469660043,1317.54389038257,3.47966515831461,75.2946348647164,73.9319878020777,166.4065551768
0.2,0.254,0.5,40.95,-20.7118091004731,-0.467898246048015,1319.34450652254,3.48502906323909,75.3741902376103,72.969777777612,165.195696903679
0.2,0.254,0.5,41,-20.4817399037704,-0.470057353698204,1321.14644878288,3.49040470300238,75.4535024607534,71.9993317435427,163.98907663389
0.3,0.254,0.5,37,-10.9888359953989,-0.78591009174488,1216.24388962062,3.1738012669993,101.708491662502,10.0792671250615,-85.2557392062331
0.3,0.254,0.5,37.05,-11.0456227223662,-0.769384453531866,1218.17257930547,3.1801070021691,102.013329526404,9.03158189614569,-86.6382536656404
0.3,0.254,0.5,37.1,-11.1089337547525,-0.753911943856243,1220.10324228499,3.18642024898464,102.321683551773,7.96560203182178,-88.0204104391687
0.3,0.254,0.5,37.15,-11.1791695193028,-0.739465587123411,1222.03588396193,3.19274091173802,102.633582023969,6.8815284522037,-89.4019676101574
0.3,0.254,0.5,37.2,-11.2567557291807,-0.726016408651713,1223.97050932991,3.19906887577968,102.949053127842,5.77963529410363,-90.7826896696406
0.3,0.254,0.5,37.25,-11.3421453246031,-0.713533405221445,1225.90712298454,3.20540400885882,103.268124939389,4.66027744355868,-92.1623482380637
0.3,0.254,0.5,37.3,-11.4358206614645,-0.701983512193068,1227.84572913405,3.21174616238042,103.590825417339,3.523898695842,-93.5407228475111
0.3,0.254,0.5,37.35,-11.5382959980482,-0.691331567279322,1229.78633160944,3.21809517258416,103.917182394658,2.37104062869285,-94.917601798186
0.3,0.254,0.5,37.4,-11.6501203414191,-0.681540271330549,1231.72893387413,3.22445086165066,104.247223569994,1.20235230149355,-96.2927831048833
0.3,0.254,0.5,37.45,-11.7718807292817,-0.672570146846046,1233.67353903318,3.2308130387396,104.580976499045,0.0186009295486424,-97.6660755512562
0.3,0.254,0.5,37.5,-11.9042060406651,-0.664379495371353,1235.62014984215,3.23718150096432,104.918468585885,-1.17931626846985,-99.0372998717891
0.3,0.254,0.5,37.55,-12.0477714506356,-0.656924355500004,1237.56876871543,3.24355603430695,105.25972707422,-2.39035878636661,-100.406290083455
0.3,0.254,0.5,37.6,-12.2033036715223,-0.650158463888343,1239.51939773433,3.24993641447802,105.604779038608,-3.6133277584637,-101.772894990952
0.3,0.254,0.5,37.65,-12.3715871574047,-0.64403322253413,1241.4720386547,3.25632240772403,105.953651375625,-4.84684863164024,-103.13697989103
0.3,0.254,0.5,37.7,-12.5534714919379,-0.638497676586728,1243.42669291429,3.2627137715864,106.306370795006,-6.08935095617653,-104.49842850255
0.3,0.254,0.5,37.75,-12.7498802347803,-0.633498508169334,1245.38336163968,3.26911025561499,106.662963810743,-7.33904445891466,-105.857145149251
0.3,0.254,0.5,37.8,-12.9618215727661,-0.628980053121509,1247.34204565303,3.27551160203886,107.023456732166,-8.59389027623445,-107.213057221408
0.3,0.254,0.5,37.85,-13.1904012138133,-0.624884349225206,1249.30274547838,3.2819175463973,107.387875654999,-9.85156583433972,-108.56611794021
0.3,0.254,0.5,37.9,-13.4368380817245,-0.621151226362583,1251.26546134778,3.28832781813337,107.756246452408,-11.1094213277201,-109.916309444119
0.3,0.254,0.5,37.95,-13.7024835288395,-0.617718451153998,1253.23019320713,3.29474214115254,108.128594766039,-12.3644250004195,-111.263646209107
0.3,0.254,0.5,38,-13.9888449956079,-0.614521940900113,1255.19694072167,3.30116023434844,108.504945997063,-13.6130933844358,-112.608178803572
0.3,0.254,0.5,38.05,-14.2976153325889,-0.611496064027299,1257.16570328136,3.307581812098,108.885325297217,-14.8514011511981,-113.949997963016
0.3,0.254,0.5,38.1,-14.6307093916328,-0.608574046585431,1259.13648000592,3.31400658472766,109.269757559873,-16.0746630624017,-115.289238948175
