"W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.5,57,-7.17533197852898,-4.32876524987826,1901.5199150795,4.69396387374781,18.0276152262534,-39.8183146587993,59.458704463107
0.5,57.05,-7.26806697311365,-4.32823091216253,1903.48441403355,4.69756081449573,18.026778446563,-41.3920286838233,58.2314385081363
0.5,57.1,-7.3683883447451,-4.32721649883747,1905.44869456476,4.701159387459,18.0259482860141,-42.9679138099119,56.9998316226652
0.5,57.15,-7.47639668689433,-4.32573199635636,1907.41275756312,4.70475959026095,18.0251279728411,-44.5451377595284,55.7638616894611
0.5,57.2,-7.59219766618271,-4.32378755144399,1909.37660391496,4.70836142053836,18.0243174742584,-46.1229304660914,54.523502885468
0.5,57.25,-7.71590436228446,-4.32139345909558,1911.34023450302,4.71196487594129,18.0235167593538,-47.7005867406389,53.2787254643709
0.5,57.3,-7.84763978200969,-4.31856015117364,1913.30365020643,4.71556995413306,18.0227257976718,-49.2774677251881,52.0294955138127
0.5,57.35,-7.98753954339293,-4.3152981858486,1915.26685190078,4.7191766527901,18.0219445590102,-50.8530010682311,50.775774682631
0.5,57.4,-8.13575472785552,-4.31161823819189,1917.22984045809,4.72278496960186,18.0211730133688,-52.4266797677514,49.5175198726458
0.5,57.45,-8.29245490138577,-4.30753109230979,1919.19261674685,4.7263949022707,18.0204111309311,-53.9980596348429,48.2546828885327
0.5,57.5,-8.45783130917553,-4.30304763551151,1921.15518163203,4.73000644851182,18.0196588820567,-55.5667553362115,46.9872100381039
0.5,57.55,-8.63210025226708,-4.2981788551401,1923.11753597511,4.73361960605313,18.0189162372772,-57.1324349764773,45.7150416738759
0.5,57.6,-8.81550665953482,-4.29293583887408,1925.07968063409,4.73723437263518,18.018183167293,-58.6948131814454,44.4381116650308
0.5,57.65,-9.00832787383143,-4.28732977954033,1927.04161646353,4.74085074601104,18.017459642972,-60.2536426417422,43.1563467867569
0.5,57.7,-9.21087767752106,-4.28137198578874,1929.00334431453,4.74446872394623,18.0167456353478,-61.8087040731005,41.8696660113386
0.5,57.75,-9.42351059014475,-4.27507390038744,1930.96486503476,4.7480883042186,18.0160411156182,-63.3597945459685,40.5779796822146
0.5,57.8,-9.64662647999982,-4.26844712844287,1932.92617946851,4.75170948461825,18.0153460551439,-64.9067141342398,39.281188548347
0.5,57.85,-9.88067554252551,-4.26150347857804,1934.88728845667,4.75533226294745,18.0146604254477,-66.4492508321831,37.9791826315254
0.5,57.9,-10.1261637123833,-4.25425502108351,1936.84819283677,4.7589566370205,18.0139841982129,-67.9871636918504,36.6718398934633
0.5,57.95,-10.3836585941602,-4.2467141683828,1938.80889344297,4.7625826046637,18.0133173452823,-69.5201641423822,35.359024662514
0.5,58,-10.6537960203373,-4.23889378495846,1940.76939110613,4.76621016371521,18.0126598386575,-71.0478954699403,34.0405857712854
0.5,58.05,-10.9372873768312,-4.23080733635479,1942.72968665375,4.769839312025,18.012011650497,-72.5699104648185,32.7163543461165
0.5,58.1,-11.2349278792367,-4.22246909027035,1944.68978091007,4.77347004745471,18.0113727531162,-74.0856472828301,31.3861411770359
0.5,58.15,-11.5476060413255,-4.21389438745781,1946.64967469603,4.77710236787761,18.0107431189854,-75.5944036231003,30.049733582299
0.5,58.2,-11.8763146576319,-4.20510000669912,1948.60936882931,4.78073627117849,18.0101227207293,-77.0953093945326,28.7068916649594
0.5,58.25,-12.2221637328424,-4.19610465730262,1950.56886412434,4.78437175525357,18.0095115311259,-78.5872981270931,27.3573438407095
0.5,58.3,-12.5863959445612,-4.18692964550038,1952.52816139232,4.78800881801043,18.0089095231053,-80.0690774767915,26.0007814978918
0.5,58.35,-12.9704054404253,-4.17759977944374,1954.48726144124,4.79164745736788,18.0083166697491,-81.539099264174,24.6368526354652
0.5,58.4,-13.3757610707469,-4.16814460356555,1956.44616507589,4.79528767125594,18.0077329442888,-82.9955295556818,23.265154319446
0.5,58.45,-13.804235580644,-4.15860009030878,1958.40487309789,4.7989294576157,18.0071583201053,-84.4362193115636,21.8852238158879
0.5,58.5,-14.2578428854084,-4.14901097048476,1960.36338630566,4.80257281439927,18.0065927707279,-85.8586760276242,20.4965283230861
0.5,58.55,-14.7388864117759,-4.13943395964161,1962.32170549452,4.80621773956967,18.006036269833,-87.260036501321,19.0984533823921
0.5,58.6,-15.2500227326022,-4.12994224600919,1964.27983145662,4.80986423110078,18.0054887912435,-88.6370402120608,17.6902903781208
0.5,58.65,-15.7943465538577,-4.12063175739229,1966.23776498101,4.8135122869772,18.0049503089274,-89.9860015893041,16.2712241920497
0.5,58.7,-16.3755058574905,-4.11162993201336,1968.19550685366,4.81716190519425,18.0044207969976,-91.3027772691413,14.8403233260082
0.5,58.75,-16.9978602093852,-4.10310798838047,1970.15305785741,4.82081308375781,18.0039002297101,-92.5827206637664,13.3965371256451
0.5,58.8,-17.6667018575409,-4.09529800516173,1972.11041877207,4.8244658206843,18.0033885814636,-93.8206096469557,11.9387089642837
0.5,58.85,-18.388569974899,-4.08851639928791,1974.06759037438,4.82812011400056,18.0028858267984,-95.0105217776652,10.4656217829758
0.5,58.9,-19.171706420325,-4.0831953718946,1976.02457343806,4.83177596174379,18.0023919403957,-96.1456111146992,8.97610544213348
0.5,58.95,-20.0267328845783,-4.07992291863441,1977.98136873378,4.83543336196146,18.0019068970762,-97.2177027851025,7.46925692039342
0.5,59,-20.9676869038995,-4.07948856288484,1979.93797702923,4.83909231271124,18.0014306717998,-98.2165473007787,5.94485704775147
0.5,59.05,-22.0136653530284,-4.08292298022569,1981.89439908911,4.84275281206094,18.0009632396642,-99.1284220240269,4.40410805659725
0.5,59.1,-23.1915521561296,-4.0914998874649,1983.85063567511,4.84641485808839,18.0005045759043,-99.9334197314255,2.85084037161512
0.5,59.15,-24.5408118108754,-4.1066323716259,1985.80668754601,4.85007844888139,18.0000546558913,-100.59990923348,1.29326352249254
0.5,59.2,-26.1225568223288,-4.12954855316143,1987.7625554576,4.85374358253766,17.9996134551315,-101.072300038524,-0.254022865908692
0.5,59.25,-28.0384560274089,-4.16062156329898,1989.71824016276,4.85741025716469,17.9991809492661,-101.240763968704,-1.76894535259598
0.5,59.3,-30.4758549129875,-4.1983882705229,1991.67374241146,4.86107847087976,17.9987571140695,-100.852620300459,-3.22432247093481
0.5,59.35,-33.839209821841,-4.23875688810091,1993.62906295076,4.86474822180978,17.9983419254491,-99.1748097414501,-4.59638944526769
0.5,59.4,-39.2801057044485,-4.27540742603749,1995.58420252483,4.86841950809129,17.9979353594442,-92.9131019935811,-5.87813005682304
0.5,59.45,-50.5133833213941,-4.30195577047813,1997.53916187498,4.87209232787032,17.997537392225,-35.6387691564035,-7.08836634167728
0.5,59.5,-40.6799513193272,-4.31471458543022,1999.49394173964,4.87576667930237,17.9971480000921,52.0776875476982,-8.2664689432546
0.5,59.55,-34.5613678264211,-4.31387448055379,2001.44854285443,4.87944256055231,17.9967671594755,60.4046298397514,-9.4550963227675
0.5,59.6,-30.9361927226884,-4.30244980769417,2003.40296595211,4.88311996979432,17.9963948469337,62.5225247290243,-10.6848432840002
