"W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.5,57,-16.1910656075854,-8.59378960577255,1130.0227722028,0.387867707044502,124.748175213762,-97.6592527076612,98.0976559024732
0.5,57.05,-16.1561940983285,-8.60195082031626,1131.35950075466,0.388401796938185,124.673872769632,-97.7142232016394,97.2636235352535
0.5,57.1,-16.1201765172527,-8.6094568922754,1132.69598082692,0.388937130599229,124.599675199141,-97.7772525862394,96.434342712186
0.5,57.15,-16.0830049974904,-8.61629052917794,1134.03221386126,0.389473709998482,124.525581833511,-97.8490205382737,95.6094428524266
0.5,57.2,-16.0446769256987,-8.62243720287458,1135.36820129369,0.390011537118323,124.451592008287,-97.9302546806009,94.7885642310412
0.5,57.25,-16.0051959176627,-8.62788495663985,1136.70394455459,0.390550613952656,124.377705063304,-98.0217321149182,93.9713580628193
0.5,57.3,-15.9645729153262,-8.63262422497872,1138.03944506873,0.391090942506888,124.303920342647,-98.1242805315626,93.1574865227286
0.5,57.35,-15.9228274129735,-8.636647665677,1139.37470425537,0.391632524797923,124.230237194628,-98.2387787581435,92.3466227124651
0.5,57.4,-15.8799888186663,-8.63995000358836,1140.70972352821,0.392175362854146,124.156654971745,-98.366156583079,91.5384505815393
0.5,57.45,-15.8360979545831,-8.64252788562083,1142.0445042955,0.392719458715417,124.08317303065,-98.5073936619058,90.7326648104102
0.5,57.5,-15.7912086963931,-8.64437974636738,1143.37904796004,0.393264814433051,124.009790732123,-98.6635172841105,89.9289706623274
0.5,57.55,-15.7453897470001,-8.64550568381699,1144.71335591925,0.393811432069814,123.936507441032,-98.8355987471066,89.127083809769
0.5,57.6,-15.6987265336396,-8.64590734458263,1146.04742956516,0.394359313699914,123.863322526307,-99.0247480532466,88.3267301406575
0.5,57.65,-15.6513232091654,-8.64558781808839,1147.38127028449,0.394908461408983,123.790235360906,-99.2321066174718,87.5276455489086
0.5,57.7,-15.6033047281585,-8.64455153917006,1148.71487945868,0.395458877294074,123.717245321784,-99.4588376501761,86.7295757132883
0.5,57.75,-15.5548189560582,-8.64280419855794,1150.0482584639,0.396010563463651,123.644351789863,-99.7061138658042,85.9322758680516
0.5,57.8,-15.5060387547505,-8.64035266072963,1151.38140867111,0.396563522037576,123.571554150001,-99.9751021673835,85.1355105683714
0.5,57.85,-15.4571639710208,-8.63720488864043,1152.7143314461,0.397117755147108,123.498851790963,-100.266944976358,84.3390534531621
0.5,57.9,-15.4084232352994,-8.63336987486127,1154.04702814951,0.397673264934886,123.426244105388,-100.582737922525,83.5426870075383
0.5,57.95,-15.3600754578184,-8.62885757867653,1155.37950013687,0.39823005355493,123.353730489763,-100.923503688029,82.7462023268279
0.5,58,-15.3124108887325,-8.62367886871815,1156.71174875863,0.398788123172626,123.28131034439,-101.290161919907,81.9493988837727
0.5,58.05,-15.2657515894917,-8.61784547073541,1158.04377536023,0.399347475964725,123.208983073362,-101.683495294638,81.1520843002992
0.5,58.1,-15.2204511469673,-8.61136992012377,1159.37558128207,0.399908114119334,123.136748084527,-102.10411204075,80.3540741250225
