"W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []","ang_deg(Y(1,1)) [deg]","ang_deg(Y(2,1)) [deg]"
0.65,57.1,-7.95845788822765,-2.03307921970356,1968.66717325522,4.64641331696345,14.0062836762808,53.5696593670095,-89.1360093165315
0.65,57.15,-7.9605420221434,-2.03518995284462,1970.58272370183,4.65044031772503,14.0077563073924,56.6905146198071,-89.2628865089253
0.65,57.2,-7.95980488734632,-2.0364265112394,1972.49821166982,4.65446890253173,14.0092355236008,59.3856789352618,-89.3879962284522
0.65,57.25,-7.95681338007206,-2.03679411093009,1974.41363762849,4.65849907027761,14.010721315838,61.7272611070097,-89.5132320226586
0.65,57.3,-7.9522105497642,-2.03629875431273,1976.32900204535,4.66253081985768,14.0122136750891,63.7733766325454,-89.6400552324023
0.65,57.35,-7.94666694841637,-2.03494723612186,1978.24430538613,4.66656415016785,14.0137125923914,65.570817731919,-89.7695168373375
0.65,57.4,-7.94084264507118,-2.03274714963612,1980.15954811479,4.67059906010498,14.0152180588346,67.1574005408833,-89.9023069651067
0.65,57.45,-7.93536077811853,-2.02970689308598,1982.07473069352,4.67463554856676,14.0167300655603,68.5638790592905,-90.0388182817192
0.65,57.5,-7.93079165065216,-2.02583567624218,1983.98985358277,4.67867361445174,14.0182486037614,69.815450156028,-90.1792126118509
0.65,57.55,-7.92764539165991,-2.02114352716161,1985.90491724123,4.68271325665928,14.0197736646818,70.9329172652939,-90.323483692388
0.65,57.6,-7.9263709218452,-2.01564129906481,1987.81992212587,4.6867544740895,14.0213052396164,71.9335850848941,-90.4715121046552
0.65,57.65,-7.92735912256182,-2.00934067731669,1989.73486869191,4.69079726564329,14.0228433199103,72.8319482218299,-90.6231108039113
0.65,57.7,-7.93094848352575,-2.00225418647957,1991.64975739287,4.69484163022225,14.0243878969587,73.6402240381162,-90.7780612352512
0.65,57.75,-7.93743194042928,-1.99439519740442,1993.56458868051,4.69888756672868,14.0259389622064,74.3687681179553,-90.9361409244771
0.65,57.8,-7.94706401548056,-1.98577793432361,1995.47936300494,4.70293507406553,14.0274965071477,75.0264010883856,-91.0971438442909
