"W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []","ang_deg(Y(1,1)) [deg]","ang_deg(Y(2,1)) [deg]"
0.5,60.5,-19.8703539727298,-1.13696582116459,2037.23888732062,4.91776617875847,17.9873043074786,23.509844196202,-156.982952108222
0.5,60.55,-20.7918471626437,-1.13235124983956,2039.18905715128,4.92144350019273,17.9871010182473,9.75982603182978,-170.917390027242
0.5,60.6,-21.8139806504186,-1.12955943659564,2041.13906236238,4.92512231045798,17.9869058155026,-4.86975548188911,174.265657075356
0.5,60.65,-22.9518294330797,-1.12872669373087,2043.08890363147,4.92880260790113,17.9867186783574,-18.5131986404474,160.431420010968
0.5,60.7,-24.218758195703,-1.12996305540526,2045.03858163356,4.93248439087705,17.9865395860366,-29.9088917570663,148.84101441383
0.5,60.75,-25.6173201381852,-1.1333327427329,2046.98809704112,4.93616765774851,17.9863685178759,-38.8247614171005,139.726030625072
0.5,60.8,-27.1141700944358,-1.13883215181443,2048.93745052412,4.93985240688616,17.9862054533212,-45.6220945466541,132.724767479247
0.5,60.85,-28.5808137593021,-1.14636920998644,2050.88664275,4.94353863666844,17.986050371928,-50.7930605345343,127.344778200129
0.5,60.9,-29.705089679027,-1.15574990270578,2052.83567438375,4.94722634548153,17.9859032533609,-54.7632828636061,123.160365227985
0.5,60.95,-30.0420248045411,-1.16667850448969,2054.78454608785,4.95091553171928,17.9857640773924,-57.8544354612964,119.850027710179
0.5,61,-29.4309591899375,-1.17877629987181,2056.73325852231,4.95460619378318,17.9856328239028,-60.2994040708054,117.181298725441
0.5,61.05,-28.2098150435003,-1.19161891224344,2058.6818123447,4.95829833008226,17.9855094728792,-62.2654750860562,114.987495719749
0.5,61.1,-26.7984896735956,-1.20478604077845,2060.63020821013,4.96199193903306,17.9853940044148,-63.8733903439795,113.14854996351
0.5,61.15,-25.424687565255,-1.21791231023341,2062.57844677131,4.9656870190596,17.9852863987085,-65.2108994797544,111.577308797972
0.5,61.2,-24.1670772143315,-1.23072693481113,2064.52652867848,4.96938356859324,17.9851866360642,-66.3420371979265,110.210121520474
0.5,61.25,-23.0384316363216,-1.24307376404587,2066.47445457951,4.97308158607271,17.9850946968899,-67.3135151532828,109.000354631296
0.5,61.3,-22.028621033528,-1.25491000238333,2068.42222511987,4.97678106994401,17.9850105616972,-68.1592427269323,107.913840828879
0.5,61.35,-21.1215197875278,-1.26628810399092,2070.36984094262,4.98048201866036,17.9849342111008,-68.9036181309946,106.925617476614
0.5,61.4,-20.3009772960486,-1.2773285731449,2072.31730268846,4.98418443068216,17.9848656258177,-69.5639771804056,106.017548026659
0.5,61.45,-19.552714316497,-1.28819126428356,2074.26461099573,4.98788830447691,17.9848047866666,-70.1524402342557,105.176560513612
0.5,61.5,-18.864763993846,-1.29905050130661,2076.21176650042,4.99159363851917,17.9847516745674,-70.6773172353575,104.393320735852
0.5,61.55,-18.2274062274746,-1.3100765335544,2078.15876983617,4.99530043129051,17.9847062705403,-71.1441822723118,103.66121416361
0.5,61.6,-17.6329298374639,-1.32142361167249,2080.10562163429,4.99900868127946,17.9846685557056,-71.5566948890407,102.975553526382
0.5,61.65,-17.0753395282748,-1.33322367214817,2082.05232252379,5.00271838698143,17.9846385112826,-71.9172202369068,102.332961055144
0.5,61.7,-16.5500522797161,-1.34558414459957,2083.99887313135,5.00642954689869,17.9846161185893,-72.2272837450253,101.73089490843
0.5,61.75,-16.0536057007055,-1.35858843994565,2085.94527408136,5.0101421595403,17.984601359042,-72.4878875344424,101.167299319146
0.5,61.8,-15.5833934771374,-1.37229796033372,2087.89152599594,5.01385622342205,17.9845942141541,-72.6997128327425,100.640360648532
0.5,61.85,-15.137438135723,-1.38675480780431,2089.8376294949,5.01757173706644,17.9845946655359,-72.8632319578657,100.148350823483
0.5,61.9,-14.7142061240054,-1.40198466449139,2091.78358519583,5.02128869900258,17.9846026948943,-72.9787525330489,99.6895387399135
0.5,61.95,-14.3124651381991,-1.41799954098264,2093.72939371403,5.0250071077662,17.9846182840314,-73.0464143226983,99.2621507494318
0.5,62,-13.9311797002571,-1.43480024233336,2095.67505566258,5.02872696189953,17.9846414148446,-73.0661554737992,98.8643635269238
0.5,62.05,-13.5694386936698,-1.45237849710259,2097.62057165231,5.03244825995132,17.984672069326,-73.0376606527669,98.4943158755279
0.5,62.1,-13.226407828057,-1.47071874987781,2099.56594229185,5.03617100047674,17.9847102295613,-72.9602993093954,98.1501295993913
0.5,62.15,-12.9013003893288,-1.48979964597339,2101.5111681876,5.03989518203734,17.9847558777298,-72.8330585887786,97.8299328575351
0.5,62.2,-12.593360645393,-1.50959524868802,2103.45624994376,5.04362080320102,17.9848089961035,-72.6544724713781,97.5318820713778
0.5,62.25,-12.3018555071529,-1.53007603176125,2105.40118816235,5.04734786254195,17.9848695670467,-72.422546541498,97.2541804024609
