freq,"dB(S(1,1))","dB(S(2,1))","dB(S(3,3))","dB(S(4,3))","dB(S(5,5))","dB(S(6,5))","dB(S(7,7))","dB(S(8,7))","dB(S(9,9))","dB(S(10,9))","dB(S(11,11))","dB(S(12,11))"
3.54E+10,-4.639087504,-4.188036773,-6.007278621,-2.222712483,-7.161706616,-1.802131768,-12.78592808,-0.981676372,-12.2727581,-1.01456363,-15.16024251,-0.885065515
3.55E+10,-4.566780128,-4.199285496,-6.031733282,-2.209589803,-7.229989521,-1.773376581,-13.04041318,-0.958035684,-12.58734753,-0.984959567,-15.54090447,-0.885343379
3.56E+10,-4.59481462,-4.220889744,-6.052785201,-2.200933849,-7.296378373,-1.749966385,-13.29669418,-0.938527972,-12.91186252,-0.959186999,-15.94358285,-0.891279056
3.57E+10,-4.673204259,-4.238234549,-6.069150412,-2.195999802,-7.359183834,-1.731624963,-13.55255554,-0.921994212,-13.23470525,-0.936226049,-16.38231817,-0.903607844
3.58E+10,-4.630449496,-4.218095696,-6.079998831,-2.194284126,-7.417271006,-1.717652797,-13.80648785,-0.907787533,-13.54631087,-0.915741049,-16.87833777,-0.921017097
3.59E+10,-4.675553414,-4.130862684,-6.084765144,-2.195466252,-7.469808955,-1.707022944,-14.05740969,-0.895539144,-13.85305153,-0.89769356,-17.454218,-0.937286439
3.60E+10,-4.675135688,-3.997189788,-6.083035382,-2.199398315,-7.516101806,-1.698692428,-14.30447723,-0.885057885,-14.15831866,-0.882080135,-18.11631672,-0.940966244
3.61E+10,-4.664807092,-3.954947788,-6.07447082,-2.206129386,-7.555391964,-1.691881871,-14.54694273,-0.876295751,-14.46162821,-0.868822459,-18.83806332,-0.924076316
3.62E+10,-4.641301967,-3.940653097,-6.058753136,-2.215962285,-7.586359388,-1.686245109,-14.78403202,-0.869356429,-14.76172834,-0.857782798,-19.5723591,-0.89150508
3.63E+10,-4.680097699,-3.92945359,-6.035552989,-2.22955036,-7.60478278,-1.681978074,-15.0148225,-0.864547639,-15.05729002,-0.848835681,-20.28582751,-0.854901375
3.64E+10,-4.732989377,-3.919485427,-6.004557334,-2.248055764,-7.602484188,-1.679960387,-15.23812044,-0.86250003,-15.34685837,-0.841952156,-20.97362295,-0.822051486
3.65E+10,-4.709778874,-3.875463222,-5.965687244,-2.273421788,-7.645178278,-1.682035201,-15.45238469,-0.864410641,-15.6286412,-0.837300307,-21.64866908,-0.795244001
3.66E+10,-4.737998134,-3.863520048,-5.91996629,-2.308881728,-7.657371003,-1.69156889,-15.65592301,-0.872539247,-15.90020769,-0.835411056,-22.32799269,-0.774041532
3.67E+10,-4.825638173,-3.843456369,-5.872719118,-2.359962479,-7.657479126,-1.714523546,-15.84828654,-0.891218646,-16.15810897,-0.837531832,-23.02660697,-0.757305075
3.68E+10,-4.911096731,-3.82878451,-5.845553127,-2.436329834,-7.659018819,-1.76132751,-16.03668783,-0.928749036,-16.39768164,-0.846493561,-23.75673215,-0.743966024
3.69E+10,-4.862956496,-3.83175356,-5.919928009,-2.553000379,-7.690329799,-1.848508519,-16.26358667,-0.999392122,-16.6149412,-0.869039647,-24.5288615,-0.733200067
3.70E+10,-4.908636857,-3.833960589,-6.324974609,-2.706557484,-7.845812322,-1.985430682,-16.71282868,-1.114262359,-16.8232972,-0.922043406,-25.35308981,-0.724409887
3.71E+10,-4.989031259,-3.826337729,-7.049166199,-2.681089144,-8.339475974,-2.073400727,-17.86524951,-1.220266637,-17.17479238,-1.037413279,-26.24033551,-0.717169451
3.72E+10,-5.036683475,-3.797100677,-7.249924573,-2.214438535,-9.003224781,-1.880031857,-19.49705577,-1.173648459,-18.54719671,-1.134009296,-27.20353052,-0.711173571
3.73E+10,-5.037745721,-3.798135611,-7.057355043,-1.956133705,-9.11909746,-1.61655648,-20.31223335,-1.007235418,-20.67760877,-0.989970217,-28.25898997,-0.706200603
3.74E+10,-5.098398828,-3.813690647,-6.855088271,-1.914329092,-8.950165207,-1.48852771,-20.57226875,-0.869202781,-20.86238826,-0.858873596,-29.42826238,-0.702086666
3.75E+10,-5.0976907,-3.799070295,-6.707933198,-1.924717936,-8.798439857,-1.442059929,-20.41707571,-0.79608711,-20.90437308,-0.791595104,-30.74091604,-0.698708228
3.76E+10,-5.107364541,-3.819699159,-6.60577352,-1.942142636,-8.705979329,-1.42696719,-20.41839624,-0.764889132,-20.63150292,-0.746913709,-32.23902256,-0.695970382
3.77E+10,-5.091095789,-3.868335299,-6.535266229,-1.956949035,-8.662307638,-1.422273625,-20.63800888,-0.751834403,-20.83844578,-0.741473941,-33.98460605,-0.693798943
3.78E+10,-5.082643893,-3.867612112,-6.487526134,-1.967445981,-8.654325681,-1.419866404,-20.96303445,-0.745086829,-21.17512158,-0.738037121,-36.07157285,-0.692135063
3.79E+10,-5.04835972,-3.908162273,-6.457093896,-1.973736858,-8.670405923,-1.416681311,-21.35860318,-0.740293795,-21.5556953,-0.732309965,-38.63823217,-0.690931564
3.80E+10,-4.964477,-3.951642328,-6.440593826,-1.976283043,-8.700807996,-1.411702719,-21.81595679,-0.7360903,-21.98423758,-0.726508401,-41.81534281,-0.690150427
3.81E+10,-4.942444785,-3.971875734,-6.435875795,-1.975559418,-8.739174986,-1.404759968,-22.33543462,-0.732108418,-22.46331916,-0.721116031,-45.04501365,-0.689761082
3.82E+10,-4.948794611,-3.994767127,-6.441516926,-1.971981934,-8.782922629,-1.396014493,-22.92220286,-0.728286421,-22.99754486,-0.716211529,-45.15468569,-0.689739298
3.83E+10,-4.903618048,-4.023864799,-6.456535096,-1.965904499,-8.832012064,-1.385735276,-23.58528128,-0.724650403,-23.59422824,-0.711802937,-42.15240207,-0.690066499
3.84E+10,-4.845252699,-4.053796608,-6.480222887,-1.957631584,-8.88746168,-1.374202107,-24.33777408,-0.721249233,-24.26384327,-0.707895882,-39.20634246,-0.690729448
3.85E+10,-4.830297515,-4.062820462,-6.512050615,-1.947432292,-8.950455417,-1.361667024,-25.19787206,-0.718137263,-25.02081002,-0.704504864,-36.87044387,-0.691720242
3.86E+10,-4.743165149,-4.071143361,-6.551609704,-1.935552559,-9.022013355,-1.348342135,-26.19067059,-0.715371487,-25.88486592,-0.701652283,-35.01357996,-0.693036623
3.87E+10,-4.626971255,-4.02507194,-6.59858007,-1.922225168,-9.102944265,-1.334399011,-27.35105332,-0.71301287,-26.88336738,-0.699365252,-33.49750196,-0.694682639
3.88E+10,-4.61643659,-3.961107663,-6.652711952,-1.907677974,-9.193890619,-1.319972773,-28.72783007,-0.711128777,-28.05513917,-0.697672506,-32.228394,-0.696669721
3.89E+10,-4.5990388,-3.900354223,-6.713816599,-1.892140717,-9.295386237,-1.305167797,-30.38787841,-0.709795755,-29.45695035,-0.696601872,-31.14435027,-0.699018313
3.90E+10,-4.635860358,-3.784540342,-6.781762516,-1.875850448,-9.407903764,-1.290063726,-32.40959868,-0.709102613,-31.17407338,-0.696178504,-30.20348721,-0.701760265
3.91E+10,-4.767580013,-3.650262309,-6.856475508,-1.859054953,-9.531890219,-1.274721388,-34.7998882,-0.70915399,-33.33327963,-0.696424192,-29.37655125,-0.704942292
3.92E+10,-4.951392128,-3.57910024,-6.937941824,-1.842012293,-9.667794423,-1.259188599,-37.02831602,-0.710074717,-36.07892598,-0.697358515,-28.64251707,-0.708631037
3.93E+10,-5.032014565,-3.562448489,-7.026214674,-1.824982145,-9.816090624,-1.243506093,-37.23559648,-0.712015311,-39.1449106,-0.699003341,-27.98592779,-0.712920495
3.94E+10,-4.95815551,-3.545762405,-7.121425843,-1.808200159,-9.977302083,-1.227714012,-34.97959315,-0.715158956,-39.94223356,-0.701393105,-27.39524871,-0.717943111
3.95E+10,-5.031227766,-3.495431108,-7.2238069,-1.79181892,-10.15202819,-1.211859611,-32.22338033,-0.719730276,-37.03457976,-0.704594078,-26.86182977,-0.723886583
3.96E+10,-5.092614241,-3.350960514,-7.333731709,-1.77578904,-10.34097919,-1.196007274,-29.79180456,-0.726005828,-33.71940375,-0.70873465,-26.37925165,-0.731019756
3.97E+10,-5.019079303,-3.267594314,-7.451812364,-1.759651005,-10.54502461,-1.180252653,-27.74101039,-0.734325235,-30.99587417,-0.714042213,-25.94292793,-0.739733192
3.98E+10,-5.096667874,-3.192768059,-7.579144133,-1.742249509,-10.7652656,-1.164744153,-25.99777587,-0.745099294,-28.78435522,-0.720868113,-25.54988736,-0.750603473
3.99E+10,-5.122394593,-3.060252364,-7.717989012,-1.721552809,-11.0031503,-1.149717595,-24.49315691,-0.75880551,-26.94114895,-0.729668359,-25.19867102,-0.764495494
4.00E+10,-5.289622761,-2.927859369,-7.873514687,-1.695117482,-11.26067023,-1.135554737,-23.17765418,-0.775949344,-25.36491174,-0.740921484,-24.88921199,-0.782721943
4.01E+10,-5.361076966,-2.859948095,-8.0541194,-1.661931385,-11.54071531,-1.122884508,-22.01837193,-0.796947914,-23.98899782,-0.755022691,-24.62222797,-0.807272563
4.02E+10,-5.597892927,-2.769699068,-8.251711331,-1.625424224,-11.84774948,-1.112754419,-20.99501858,-0.821866623,-22.76955298,-0.772238893,-24.39620446,-0.841056102
4.03E+10,-5.877460935,-2.637219847,-8.448010473,-1.595602725,-12.18911115,-1.106875682,-20.0965945,-0.849945898,-21.67875371,-0.792749262,-24.19346885,-0.887773854
4.04E+10,-6.096747792,-2.539215036,-8.667929744,-1.587584747,-12.57714324,-1.107688428,-19.31775376,-0.879006665,-20.70322177,-0.816637896,-23.91576784,-0.949941896
4.05E+10,-6.184074737,-2.453864353,-8.944642605,-1.608785557,-13.028442,-1.116636756,-18.6532695,-0.905243261,-19.84814123,-0.843505954,-23.12151088,-1.021528213
4.06E+10,-6.475960022,-2.384157486,-9.301167934,-1.62566447,-13.52415962,-1.125820773,-18.09034818,-0.924285623,-19.14400726,-0.871121766,-20.89170276,-1.07575096
4.07E+10,-6.620411222,-2.32752476,-9.604680845,-1.587525765,-13.87044296,-1.109560744,-17.60270662,-0.933601109,-18.622761,-0.893003053,-18.96651082,-1.075457464
4.08E+10,-6.70525063,-2.321137963,-9.64134733,-1.51168256,-14.02847724,-1.059254686,-17.15371928,-0.934269686,-18.20802515,-0.899387493,-19.0102897,-1.021437048
4.09E+10,-6.905494041,-2.26700202,-9.698421219,-1.435104684,-14.3105676,-1.003113208,-16.70987336,-0.93014447,-17.72169462,-0.889229393,-19.35495463,-0.951909844
4.10E+10,-7.230550182,-2.267413753,-9.86888697,-1.369536828,-14.73266788,-0.957772606,-16.25349795,-0.925423064,-17.12921358,-0.87600729,-19.5429308,-0.893573768
4.11E+10,-7.398280274,-2.24174448,-10.10463739,-1.314327696,-15.23899584,-0.922778152,-15.78409866,-0.922998057,-16.50868253,-0.870935801,-19.59988641,-0.851778039
4.12E+10,-7.646561053,-2.245771033,-10.37910619,-1.266777856,-15.80825088,-0.894639328,-15.3108025,-0.924240875,-15.91158404,-0.875239664,-19.57581005,-0.823425276
4.13E+10,-7.943232517,-2.222700546,-10.68226185,-1.224691165,-16.43723371,-0.870962009,-14.84451838,-0.929482578,-15.35338673,-0.886220617,-19.50250925,-0.80448377
4.14E+10,-8.402174025,-2.19583831,-11.01054353,-1.186593188,-17.13024077,-0.850466443,-14.39392417,-0.938523615,-14.83490697,-0.901393299,-19.39864523,-0.791886541
4.15E+10,-8.642214256,-2.197340934,-11.36290934,-1.151548188,-17.89562505,-0.832542044,-13.96460411,-0.950959069,-14.35295657,-0.919206124,-19.27533946,-0.783575682
4.16E+10,-8.980843021,-2.17937225,-11.73937372,-1.118982729,-18.74504179,-0.816947795,-13.5595718,-0.96634046,-13.90382711,-0.938793966,-19.13943774,-0.778212676
4.17E+10,-9.270735367,-2.161139107,-12.14043633,-1.088567266,-19.69379234,-0.803647703,-13.18007402,-0.984240764,-13.48421762,-0.95969522,-18.99529127,-0.774925416
4.18E+10,-9.420188028,-2.134105569,-12.5668529,-1.060144248,-20.76183445,-0.792722721,-12.82625966,-1.00427222,-13.09139415,-0.98167456,-18.8457434,-0.773137582
4.19E+10,-9.474210946,-2.140136879,-13.0195558,-1.033687621,-21.97539313,-0.784322842,-12.49763982,-1.026084345,-12.72314817,-1.004625675,-18.69269457,-0.772461241
4.20E+10,-9.631547538,-2.112553042,-13.49965543,-1.009283796,-23.36907929,-0.778641071,-12.19337687,-1.04935525,-12.37772131,-1.028519949,-18.5374375,-0.772630237
4.21E+10,-9.930647061,-2.092140311,-14.00850176,-0.987129259,-24.98758632,-0.775901283,-11.91245705,-1.07378188,-12.05374242,-1.05338005,-18.38086293,-0.773458626
4.22E+10,-10.06937062,-2.004101467,-14.54780848,-0.967544312,-26.8818302,-0.776358414,-11.65379036,-1.099071269,-11.75018931,-1.079267378,-18.22358986,-0.774814367
4.23E+10,-10.08760832,-1.997001086,-15.11986043,-0.951007218,-29.07505019,-0.780315506,-11.41626681,-1.124933384,-11.46638167,-1.106278295,-18.06605019,-0.776602353
4.24E+10,-10.32329328,-1.957971618,-15.72784307,-0.938220392,-31.39674552,-0.78817207,-11.19878755,-1.151075526,-11.20201779,-1.134547741,-17.90854517,-0.778753272
4.25E+10,-10.27774587,-1.918402057,-16.3763438,-0.930234908,-32.99510275,-0.800540774,-11.00028158,-1.177198084,-10.95728541,-1.164261884,-17.75128377,-0.781216142
4.26E+10,-10.24347017,-1.886970407,-17.07199548,-0.928692606,-32.57226282,-0.818528419,-10.81971453,-1.202991372,-10.73311309,-1.195683893,-17.59440926,-0.783953224
4.27E+10,-10.3884046,-1.825211888,-17.82353937,-0.936324251,-30.65494329,-0.844434454,-10.65609305,-1.228133341,-10.53168678,-1.229191909,-17.43801801,-0.786936492
4.28E+10,-10.63920388,-1.828595716,-18.63588972,-0.958019976,-28.58246615,-0.883383142,-10.50846689,-1.252287964,-10.35732142,-1.265256618,-17.28217281,-0.79014514
4.29E+10,-10.8328744,-1.790700129,-19.46205327,-1.002873363,-26.99058149,-0.943421495,-10.3759298,-1.275104177,-10.21660802,-1.303698008,-17.12691257,-0.793563799
4.30E+10,-10.91927107,-1.73883369,-19.95609126,-1.082516223,-26.39250844,-0.985673442,-10.25761971,-1.296215236,-10.1097512,-1.337569433,-16.97225936,-0.79718124
4.31E+10,-11.34524466,-1.717043349,-19.71564125,-1.148058503,-26.37531716,-0.911499113,-10.15271862,-1.315238443,-10.0010286,-1.334875215,-16.81822359,-0.800989413
4.32E+10,-11.55716724,-1.696923895,-20.13445158,-1.058353387,-25.38070026,-0.874292449,-10.06045219,-1.331775154,-9.84678253,-1.312394556,-16.66480786,-0.804982738
4.33E+10,-11.72370105,-1.672087086,-21.20714072,-1.010817258,-24.10603542,-0.876621336,-9.98008914,-1.345411041,-9.682365145,-1.325424385,-16.5120098,-0.809157557
4.34E+10,-12.43645925,-1.629300351,-22.44042331,-1.041850316,-23.03697003,-0.886586518,-9.910940553,-1.355716567,-9.544816611,-1.347764868,-16.35982419,-0.813511726
4.35E+10,-13.46552186,-1.550670674,-23.57395066,-1.07998645,-22.17360443,-0.893955979,-9.85235888,-1.362247651,-9.435321522,-1.365697063,-16.20824452,-0.818044285
4.36E+10,-14.11624959,-1.477215784,-23.9214784,-1.078221796,-21.45272779,-0.894043349,-9.803736832,-1.364546504,-9.34439706,-1.377051861,-16.05726418,-0.822755211
4.37E+10,-14.75439761,-1.397104566,-24.23258446,-1.026451311,-21.02462008,-0.883033737,-9.764506079,-1.362142623,-9.261852881,-1.382910748,-15.90687727,-0.827645215
4.38E+10,-15.70627984,-1.32613229,-25.14799001,-0.95434326,-20.43510166,-0.857670721,-9.734135777,-1.354553919,-9.180744433,-1.385920867,-15.75707928,-0.832715581
4.39E+10,-16.6611442,-1.258058001,-26.29292376,-0.893542699,-20.00643527,-0.82217714,-9.712130947,-1.341287965,-9.10221904,-1.389430146,-15.60786744,-0.837968036
4.40E+10,-17.83250372,-1.278158524,-27.53283678,-0.855783217,-19.64396163,-0.837094941,-9.698030725,-1.321843357,-9.035622058,-1.396501001,-15.45924109,-0.843404638
4.41E+10,-17.73540324,-1.208611983,-28.84507643,-0.845635181,-19.27926377,-0.840744147,-9.684413312,-1.318584142,-8.991025504,-1.403081568,-15.31120185,-0.849027692
4.42E+10,-18.92846759,-1.198296001,-30.17690764,-0.83814633,-18.95704984,-0.844380455,-9.691956358,-1.315309482,-8.958311823,-1.409443592,-15.1637537,-0.854839669
4.43E+10,-20.95150841,-1.15303398,-31.49717083,-0.833291765,-18.67869389,-0.84806185,-9.720477428,-1.311873081,-8.937318268,-1.414970532,-15.01690306,-0.860843148
4.44E+10,-21.53080865,-1.095066683,-32.76584868,-0.831044315,-18.44626713,-0.851864232,-9.769510789,-1.308138014,-8.928064617,-1.419184326,-14.87065875,-0.867040755
4.45E+10,-24.21791988,-1.142998666,-33.93295029,-0.831385809,-18.26245934,-0.855887752,-9.838340447,-1.30397829,-8.930737174,-1.421744043,-14.72503198,-0.87343512
4.46E+10,-25.84435736,-1.145183982,-34.93679785,-0.834323939,-18.13041891,-0.860266269,-9.926046217,-1.299280059,-8.945676116,-1.422442599,-14.58003626,-0.880028832
4.47E+10,-27.2022191,-1.162298055,-35.70168787,-0.839918972,-18.05341877,-0.865181793,-10.03155947,-1.293942389,-8.973367144,-1.421203964,-14.43568732,-0.886824405
4.48E+10,-27.39017493,-1.23969329,-36.13951505,-0.848328564,-18.03418952,-0.870887088,-10.15372482,-1.287877584,-9.014438203,-1.418084079,-14.29200298,-0.893824243
4.49E+10,-28.21430431,-1.3446369,-36.16678732,-0.859887236,-18.07369032,-0.877741872,-10.29136434,-1.281010987,-9.06966121,-1.4132801,-14.14900306,-0.901030611
4.50E+10,-27.99664591,-1.364237483,-35.74176779,-0.875255034,-18.16911553,-0.886271964,-10.4433414,-1.273280242,-9.13995542,-1.407155284,-14.00670923,-0.908445612
4.51E+10,-27.95907136,-1.446540776,-34.89575462,-0.895709969,-18.31136101,-0.897266814,-10.60862229,-1.264633947,-9.226378119,-1.400291453,-13.86514489,-0.916071156
4.52E+10,-28.50865342,-1.510080978,-33.72151216,-0.923746705,-18.48345314,-0.911937559,-10.78633485,-1.255029665,-9.330053298,-1.393587262,-13.72433504,-0.923908946
4.53E+10,-29.40936627,-1.53831173,-32.32938564,-0.964307278,-18.66329711,-0.932148365,-10.97582422,-1.244431205,-9.451878836,-1.388420639,-13.58430611,-0.931960453
4.54E+10,-32.065836,-1.588366626,-30.82904146,-1.02696981,-18.833536,-0.960616496,-11.17670691,-1.232805081,-9.591516135,-1.386842572,-13.44508589,-0.940226899
4.55E+10,-32.64186761,-1.61926373,-29.47764292,-1.126385473,-18.99432933,-1.000329052,-11.38892491,-1.220116011,-9.744270622,-1.391472196,-13.30670331,-0.948709242
4.56E+10,-36.35881901,-1.650294486,-29.57608944,-1.256628027,-19.16731838,-1.049911851,-11.61280203,-1.206321271,-9.893407204,-1.403692613,-13.16918837,-0.957408159
4.57E+10,-31.12066269,-1.649387644,-31.09731195,-1.309941301,-19.38564833,-1.088639885,-11.84910509,-1.191363679,-10.00349387,-1.417469015,-13.032572,-0.966324033
4.58E+10,-31.22511651,-1.697136954,-29.59729999,-1.21441772,-19.67997421,-1.072582152,-12.09911238,-1.175162968,-10.05820248,-1.414347111,-12.89688589,-0.97545694
4.59E+10,-32.72250532,-1.675304674,-27.77072273,-1.09976841,-20.07168829,-1.002640167,-12.36469161,-1.157605357,-10.12716778,-1.382084456,-12.76216244,-0.984806636
4.60E+10,-30.08087358,-1.706890595,-26.27732938,-1.024210152,-20.57421193,-0.933879304,-12.64838886,-1.138531409,-10.27651262,-1.333446053,-12.62843454,-0.99437255
4.61E+10,-29.8280549,-1.696705017,-25.00538255,-0.976817513,-21.19756697,-0.890037783,-12.95352886,-1.117723006,-10.49579124,-1.285102866,-12.49573554,-1.004153773
4.62E+10,-28.73907767,-1.753420333,-23.86624775,-0.945472113,-21.95284135,-0.866056659,-13.28432495,-1.094892125,-10.75846988,-1.242998337,-12.36409908,-1.014149049
4.63E+10,-30.84811857,-1.776667743,-22.80698118,-0.926092342,-22.85578717,-0.85387758,-13.64599432,-1.06967808,-11.05067237,-1.206983568,-12.23355903,-1.024356767
4.64E+10,-29.56159133,-1.770506591,-21.79773792,-0.918827548,-23.93003889,-0.848431897,-14.0448704,-1.04166811,-11.36774036,-1.175594391,-12.10414931,-1.034774957
4.65E+10,-31.75542992,-1.775566621,-20.82916852,-0.923694211,-25.21054069,-0.846989311,-14.48850004,-1.010471175,-11.70915834,-1.147559196,-11.97590384,-1.045401284
4.66E+10,-32.75185375,-1.816730555,-19.90852704,-0.938572122,-26.74674254,-0.848113181,-14.98570935,-0.975897189,-12.07619219,-1.122002663,-11.84885645,-1.056233041
4.67E+10,-35.05535196,-1.829909258,-19.04876504,-0.96000856,-28.59984007,-0.851042706,-15.54661976,-0.938311794,-12.47101193,-1.098359151,-11.72304074,-1.06726715
4.68E+10,-37.56793827,-1.845208558,-18.25746445,-0.984818118,-30.8012305,-0.855375978,-16.18259864,-0.899199725,-12.89642312,-1.076269492,-11.59848999,-1.078500156
4.69E+10,-37.31331355,-1.859183269,-17.53345493,-1.0108634,-33.11690153,-0.86091121,-16.90613581,-0.86176714,-13.35584461,-1.05550887,-11.47523712,-1.089928223
4.70E+10,-34.93544592,-1.876138313,-16.86971575,-1.037013297,-34.35521516,-0.867567645,-17.73064801,-0.830982823,-13.8533991,-1.035943529,-11.35331456,-1.101547142
4.71E+10,-34.48441843,-1.892444514,-16.25727388,-1.062818138,-33.14632344,-0.875347953,-18.67021126,-0.812210447,-14.3940728,-1.01750785,-11.23275417,-1.113352321
4.72E+10,-29.52830401,-1.922761929,-15.68750575,-1.088220127,-30.67110002,-0.884324127,-19.73916967,-0.808535999,-14.98393477,-1.000195324,-11.11358719,-1.125338791
4.73E+10,-27.83825974,-1.919511219,-15.1529007,-1.113375598,-28.24085052,-0.894638861,-20.95137453,-0.818830999,-15.63042137,-0.984059578,-10.99584413,-1.137501207
4.74E+10,-25.36221375,-1.91787559,-14.64701887,-1.138573053,-26.14655769,-0.906519387,-22.31824728,-0.838557089,-16.34269572,-0.969223296,-10.87955473,-1.149833851
4.75E+10,-23.30641693,-1.933209034,-14.16415919,-1.164221388,-24.36418454,-0.920303417,-23.84338904,-0.862429972,-17.13208526,-0.955893671,-10.76474788,-1.162330632
4.76E+10,-21.74409027,-1.945561433,-13.69897305,-1.190899506,-22.8293573,-0.936478212,-25.50789325,-0.886493705,-18.0125693,-0.944382818,-10.65145154,-1.174985096
4.77E+10,-19.17970824,-1.967545403,-13.24612534,-1.219484094,-21.48806956,-0.955733681,-27.23380782,-0.908629661,-19.00118838,-0.935130173,-10.53969274,-1.187790425
4.78E+10,-19.05310819,-1.976800987,-12.80013815,-1.251410721,-20.30127202,-0.979028062,-28.81357276,-0.928114023,-20.11795752,-0.928720922,-10.42949743,-1.200739444
4.79E+10,-18.34476698,-1.968326381,-12.35586236,-1.289187464,-19.24244237,-1.00765784,-29.86397454,-0.945003282,-21.38404451,-0.925889782,-10.32089054,-1.213824629
4.80E+10,-17.06930058,-1.949788486,-11.91103737,-1.337359681,-18.29540119,-1.043307526,-30.03224747,-0.959686735,-22.81468647,-0.927493656,-10.21389583,-1.227038114
4.81E+10,-16.90293241,-1.946829641,-11.47493675,-1.403958292,-17.45365579,-1.088015878,-29.3865503,-0.972636937,-24.39738799,-0.934431867,-10.10853594,-1.240371695
4.82E+10,-16.75794981,-1.925734597,-11.08907672,-1.500318217,-16.721557,-1.14386679,-28.31366725,-0.984294554,-26.0348633,-0.947490905,-10.00483229,-1.253816841
4.83E+10,-15.88883555,-1.891216492,-10.84321514,-1.627478681,-16.11700641,-1.211728177,-27.12560012,-0.995026315,-27.44180455,-0.967086808,-9.902805066,-1.267364703
4.84E+10,-16.0692753,-1.893942883,-10.79549222,-1.736574191,-15.67265935,-1.287041293,-25.96170174,-1.005117372,-28.14479672,-0.992842528,-9.802473215,-1.281006122
4.85E+10,-15.65045527,-1.908479863,-10.8359804,-1.756463151,-15.42293814,-1.350805459,-24.86075798,-1.014777634,-27.91841277,-1.022807778,-9.703854396,-1.294731638
4.86E+10,-14.81604571,-1.963861575,-10.81268446,-1.71266012,-15.35161943,-1.369293399,-23.82238346,-1.024152374,-27.15443433,-1.051958169,-9.606964974,-1.308531504
4.87E+10,-14.64551473,-1.94170692,-10.69428782,-1.665863675,-15.32003645,-1.332060274,-22.83610922,-1.033333001,-26.43744044,-1.070415219,-9.511820008,-1.322395691
4.88E+10,-14.73767943,-1.927661566,-10.5142682,-1.636217321,-15.13362746,-1.275340521,-21.89304037,-1.042366499,-26.02708855,-1.066449798,-9.418433244,-1.336313906
4.89E+10,-14.25728705,-1.892453005,-10.30507061,-1.622277431,-14.74763231,-1.233991052,-20.98987485,-1.051263252,-25.57373416,-1.040883458,-9.326817115,-1.350275599
4.90E+10,-13.35448322,-1.926569313,-10.08581349,-1.619236904,-14.26839547,-1.216075831,-20.129402,-1.060003453,-24.65187055,-1.012679204,-9.236982743,-1.364269974
