freq,"dB(S(1,1))","dB(S(2,1))","dB(S(3,3))","dB(S(4,3))","dB(S(5,5))","dB(S(6,5))"
4.07000000000000028E10,-16.0364639474752,-0.965948775008185,-6.6204112220079,-2.32752476025155,-6.94184149114458,-2.56853873641658
4.08000000000000007E10,-15.7704162797961,-0.964909989704364,-6.70525063006901,-2.32113796283341,-6.99010784556354,-2.6091729742408
4.08999999999999986E10,-15.5029276551808,-0.958940727907472,-6.90549404127635,-2.26700201986003,-6.88501507629536,-2.62874671539997
4.09999999999999964E10,-15.220092908558,-0.95217993513387,-7.2305501821597,-2.26741375339336,-6.7842948349114,-2.67876527164093
4.11000000000000032E10,-14.9210137678089,-0.947383990219203,-7.3982802744674,-2.24174447958608,-6.62622140269401,-2.71569988389412
4.12000000000000011E10,-14.6125505193428,-0.945786378846911,-7.64656105283155,-2.24577103322713,-6.49817506894163,-2.72314037398762
4.12999999999999989E10,-14.3034213527626,-0.947619571534012,-7.94323251708399,-2.22270054599889,-6.40920028544984,-2.77647983647586
4.13999999999999968E10,-14.0009546798361,-0.952632461349838,-8.40217402534571,-2.19583830993549,-6.27774343935979,-2.75765118165602
4.15000000000000036E10,-13.7102161672337,-0.960408102324664,-8.64221425611389,-2.19734093448098,-6.27155956739067,-2.79219763834486
4.16000000000000014E10,-13.4342695147884,-0.970515304566276,-8.98084302083798,-2.17937224975206,-6.29796560059155,-2.79301240308644
4.16999999999999993E10,-13.1747288477152,-0.982565383717141,-9.27073536740459,-2.16113910697052,-6.38864244178862,-2.7705537302144
4.17999999999999972E10,-12.9322552542082,-0.996224208606535,-9.42018802820077,-2.13410556899671,-6.44626837036713,-2.741966287945
4.18999999999999950E10,-12.7069153491392,-1.01120631391639,-9.47421094591065,-2.14013687940366,-6.59155976060767,-2.73847017790022
4.20000000000000018E10,-12.4984163229586,-1.02726344644544,-9.63154753811152,-2.11255304224562,-6.81090844840271,-2.66260308085519
4.20999999999999996E10,-12.3062526627772,-1.04417263135153,-9.93064706093799,-2.09214031110771,-7.10373054285596,-2.64831998946694
4.22000000000000064E10,-12.1297955208412,-1.06172554100168,-10.0693706208653,-2.0041014670694,-7.46487920728767,-2.58849571930444
4.22999999999999954E10,-11.9683466770333,-1.07971957914171,-10.0876083151793,-1.99700108557167,-7.79171909282774,-2.51347522020541
4.24000000000000021E10,-11.8211712874557,-1.09795058980768,-10.3232932804587,-1.95797161790142,-8.28574527011893,-2.41461141757109
4.25000000000000000E10,-11.6875181702508,-1.11620695946281,-10.2777458732068,-1.91840205713599,-8.81375250264983,-2.33834379158901
4.25999999999999979E10,-11.5666328676213,-1.13426487785438,-10.2434701653143,-1.88697040748235,-9.51614142337386,-2.23223541842648
4.27000000000000046E10,-11.4577665473733,-1.15188456326759,-10.3884046035955,-1.82521188750851,-10.2471689300128,-2.1363385562996
4.27999999999999936E10,-11.3601824906352,-1.16880730385181,-10.6392038769266,-1.82859571586952,-11.0868966283098,-2.05342957566461
4.29000000000000004E10,-11.2731611287845,-1.18475320563864,-10.8328744048845,-1.79070012925721,-12.0946523942446,-1.97352850455661
4.29999999999999982E10,-11.1960041343797,-1.19941956680529,-10.9192710691527,-1.73883369023508,-13.0385561636424,-1.83725831654605
4.31000000000000050E10,-11.1280378096907,-1.21247981738328,-11.3452446588488,-1.71704334880003,-14.035793616871,-1.76056220962784
4.32000000000000028E10,-11.0686158738693,-1.22358297578969,-11.5571672415533,-1.69692389542973,-15.2962700890555,-1.66491411383036
4.33000000000000007E10,-11.0171216780988,-1.23235358018496,-11.7237010450823,-1.67208708589275,-16.6398409213016,-1.59355130462527
4.33999999999999986E10,-10.9729698479246,-1.23839205541062,-12.43645925058,-1.62930035058998,-17.8633362321665,-1.53675751531892
4.34999999999999964E10,-10.9356073453406,-1.24127547647862,-13.4655218565205,-1.55067067419705,-18.7940958370981,-1.48604457122397
4.36000000000000032E10,-10.9045139488898,-1.24055868829246,-14.1162495941158,-1.47721578362096,-19.9269239444258,-1.46428770033105
4.37000000000000011E10,-10.8792021610718,-1.23577573920593,-14.754397608985,-1.39710456598433,-20.1864061788893,-1.40656591086941
4.37999999999999989E10,-10.8592165644788,-1.22644158364477,-15.7062798375937,-1.32613228976991,-20.1595742122073,-1.40488888046469
4.38999999999999968E10,-10.8441326587447,-1.21205400658636,-16.6611442019121,-1.25805800112733,-19.2921507184202,-1.41343198586986
4.40000000000000036E10,-10.8335552182014,-1.19209572030431,-17.8325037233018,-1.27815852404873,-18.4550483899634,-1.39313522728618
4.41000000000000014E10,-10.8156370456459,-1.18861512344425,-17.735403239243,-1.20861198282088,-18.5165189306328,-1.39095535268429
4.41999999999999993E10,-10.8162800695348,-1.18601226770949,-18.9284675940533,-1.19829600076297,-17.942218208562,-1.33066284773995
4.42999999999999972E10,-10.8351787978838,-1.18413787773658,-20.9515084141852,-1.1530339800309,-17.7990956763125,-1.32558939218686
4.43999999999999950E10,-10.8716812241803,-1.18282741429703,-21.5308086546945,-1.09506668262782,-17.6328194292124,-1.29791439726808
4.45000000000000018E10,-10.924828106128,-1.1819054602497,-24.2179198815247,-1.14299866589728,-17.2369949898314,-1.25771031303218
4.45999999999999996E10,-10.9934085877765,-1.18119116060177,-25.8443573638554,-1.14518398242826,-17.4692646227588,-1.28406443726095
4.47000000000000064E10,-11.0760280580736,-1.18050410686108,-27.2022191004596,-1.16229805456771,-17.6856742026035,-1.35990746491016
4.47999999999999954E10,-11.1711836326032,-1.17967001590318,-27.3901749296839,-1.23969328960274,-18.6166427094087,-1.45343787435145
4.49000000000000021E10,-11.2773427602791,-1.17852561102376,-28.2143043091808,-1.34463690049578,-19.8996475604363,-1.54286935349609
4.50000000000000000E10,-11.3930210779821,-1.17692223772489,-27.9966459113306,-1.36423748323334,-20.9241632504887,-1.66086190819485
4.50999999999999979E10,-11.5168565852611,-1.17472789952487,-27.9590713625387,-1.44654077614153,-21.7594028684542,-1.74133557780325
4.52000000000000046E10,-11.6476782986643,-1.17182754247233,-28.5086534244239,-1.51008097796226,-23.2764275550715,-1.79447897717744
4.52999999999999936E10,-11.7845686094546,-1.16812152420437,-29.4093662676136,-1.53831173005047,-23.0085976241345,-1.84748093808202
4.54000000000000004E10,-11.9269194941229,-1.1635222606807,-32.0658359984789,-1.58836662617226,-22.9932640900791,-1.90037079097549
4.54999999999999982E10,-12.0744834432461,-1.15794904993185,-32.6418676090947,-1.61926373025012,-24.7170251665644,-1.92541021578923
4.56000000000000050E10,-12.2274204377437,-1.1513210365236,-36.3588190052937,-1.650294486028,-23.4303813040417,-1.94562387975541
4.57000000000000028E10,-12.3863424736931,-1.14354822269931,-31.1206626898007,-1.64938764445887,-22.3442802193275,-1.97221572807832
4.58000000000000007E10,-12.5523569580111,-1.13452038833833,-31.2251165101754,-1.69713695394388,-22.3984814589416,-1.98561894335814
4.58999999999999986E10,-12.7271096644027,-1.12409382135679,-32.7225053174916,-1.67530467350263,-21.7040397954445,-2.00358471183587
4.59999999999999964E10,-12.9128266891909,-1.11207602443052,-30.0808735762535,-1.70689059496129,-22.410091213198,-1.98757580058208
4.61000000000000032E10,-13.1123527582306,-1.09820934556516,-29.8280548978411,-1.69670501685001,-24.6086645664054,-1.99481360440007
4.62000000000000011E10,-13.3291800741851,-1.0821563726806,-28.739077668272,-1.75342033345107,-24.0082446710262,-2.02281258907238
4.62999999999999989E10,-13.5674575700452,-1.06349407886408,-30.8481185678852,-1.77666774253132,-23.6715073982169,-2.03252039503467
4.63999999999999968E10,-13.8319654381533,-1.04173207924843,-29.5615913251806,-1.77050659118559,-22.5477384672903,-2.03753645198321
4.65000000000000036E10,-14.1280361879873,-1.01638556891941,-31.7554299159921,-1.775566620859,-19.1920166703002,-2.04055649187566
4.66000000000000014E10,-14.4614067208946,-0.987156097207373,-32.7518537472632,-1.81673055466435,-19.662904697497,-1.98205069102651
4.66999999999999993E10,-14.8380067389372,-0.954291154910301,-35.0553519574251,-1.82990925779392,-20.4135746769936,-1.97596112498438
4.67999999999999972E10,-15.2637385338107,-0.919156033403772,-37.5679382704259,-1.84520855798105,-18.9462525215891,-1.99902334454448
4.68999999999999950E10,-15.7443626767056,-0.884847527682544,-37.3133135543528,-1.85918326883585,-20.6645944383574,-1.97293908640592
4.70000000000000018E10,-16.2855567021239,-0.856247210957805,-34.9354459197652,-1.87613831326658,-22.1012042712402,-1.97448277306296
4.70999999999999996E10,-16.8928843641639,-0.838664374637828,-34.484418434493,-1.89244451439861,-20.8104198993585,-2.01675662621733
4.72000000000000064E10,-17.5710260489971,-0.835173248561786,-29.5283040060773,-1.92276192863112,-22.8911655625105,-2.00782559080485
4.72999999999999954E10,-18.3220707040757,-0.844686095293341,-27.8382597357279,-1.91951121907556,-21.2695270304692,-2.05105150004981
4.74000000000000021E10,-19.1439211674564,-0.862762886113471,-25.3622137538282,-1.91787558975999,-21.3102048906311,-2.06881337244584
4.75000000000000000E10,-20.0300347517415,-0.884267643030237,-23.306416929345,-1.93320903425026,-25.4955585402024,-2.04209186346711
4.75999999999999979E10,-20.9704637000814,-0.905422240727946,-21.7440902650399,-1.94556143319241,-25.7763442031231,-2.07413235736641
4.77000000000000046E10,-21.9534166948752,-0.924290031086442,-19.1797082410138,-1.96754540304526,-28.2644508369041,-2.05363137838621
4.77999999999999936E10,-22.9668053374726,-0.940311369933578,-19.0531081897044,-1.97680098651093,-35.8096493856566,-2.06556747913382
4.79000000000000004E10,-23.9994268974887,-0.95367461208562,-18.3447669805402,-1.96832638106279,-35.5483096890781,-2.05146453297597
4.79999999999999982E10,-25.0410711229066,-0.964862114868046,-17.0693005753418,-1.94978848560864,-45.1884217077648,-2.05169388647585
4.81000000000000050E10,-26.0800193763464,-0.974400859473787,-16.9029324101754,-1.94682964066577,-30.5361213388476,-2.04007856745722
4.82000000000000028E10,-27.095269735919,-0.982752081798477,-16.7579498149721,-1.92573459660618,-28.3408163062018,-2.02808256117413
4.83000000000000007E10,-28.0399904059152,-0.990276635777294,-15.888835553942,-1.89121649249998,-25.9067682600787,-2.03604703489201
4.83999999999999986E10,-28.815948593176,-0.997235981467905,-16.0692753038929,-1.8939428829625,-22.5816847701712,-2.03265046950113
4.84999999999999964E10,-29.2575534476881,-1.00380757479532,-15.6504552719897,-1.90847986336447,-20.9546446383085,-2.0399466183578
4.86000000000000032E10,-29.1803329264736,-1.01010475602242,-14.8160457128186,-1.96386157521516,-19.2716151814801,-2.03296368217663
4.87000000000000011E10,-28.5159154815943,-1.01619705725214,-14.6455147270926,-1.9417069195334,-18.0056996677666,-2.06210195632749
4.87999999999999989E10,-27.389065887451,-1.0221293451118,-14.7376794327805,-1.92766156633948,-17.4537883326512,-2.03023081112338
4.88999999999999968E10,-26.0191080356936,-1.02793876440747,-14.2572870492227,-1.89245300541572,-16.7190006656925,-1.99556433888796
4.90000000000000036E10,-24.5905259635639,-1.03366793829362,-13.3544832179934,-1.92656931265442,-16.026013295059,-1.96015362175207
4.91000000000000014E10,-23.2149194012511,-1.03937217829607,-13.0616958212482,-1.88031463203692,-15.7266084095789,-1.9466329802062
4.91999999999999993E10,-21.9484426878144,-1.04511865959718,-12.3800678971165,-1.87457787494138,-15.4227623415707,-1.89892454188794
4.92999999999999972E10,-20.8146914632285,-1.05097758621043,-12.1343332636705,-1.87194584211086,-15.6714637153746,-1.87005546751783
4.93999999999999950E10,-19.8191196037943,-1.05700916459511,-11.7774392970027,-1.87417683033438,-15.8025658342088,-1.83974994297031
4.95000000000000018E10,-18.9566555066695,-1.06325392626912,-11.1928241983333,-1.8978446550174,-15.7376040864154,-1.84451327306092
4.95999999999999996E10,-18.2159079388656,-1.06973542180591,-10.7565032047025,-1.96997834995599,-15.7196546386274,-1.88480916176932
4.97000000000000064E10,-17.5819605875171,-1.076483475907,-10.5279445588848,-2.06289319820259,-15.7080334606191,-1.94449718454466
4.97999999999999954E10,-17.0385255004923,-1.08358553435045,-10.2378167838887,-2.13631779898892,-15.6075908321709,-2.03542941051061
4.99000000000000021E10,-16.5696090418124,-1.09127507737375,-10.3635296212193,-2.196177323874,-15.3435312920029,-2.11523083767443
5.00000000000000000E10,-16.1606767930967,-1.10006680478887,-10.5755388797197,-2.22978399616716,-15.2821588766691,-2.14796632972261
5.00999999999999979E10,-15.799350796,-1.11093765401165,-10.4602455240985,-2.26138736759914,-15.4426892099059,-2.10273966862479
5.02000000000000046E10,-15.4757602228036,-1.12550881123708,-10.7809495311902,-2.22750291440647,-15.4944552153977,-2.06695560447746
5.02999999999999936E10,-15.1827037864936,-1.14607569403608,-10.7600356881753,-2.25652196682934,-15.3284750655823,-2.02648249066529
5.04000000000000004E10,-14.9157242550109,-1.17516455969344,-10.7481510005759,-2.28280940845172,-15.1784459682019,-2.02976231079587
5.04999999999999982E10,-14.6730410666835,-1.2142486314823,-10.9981500519679,-2.29007462121659,-15.0591051631487,-2.04387996519334
5.06000000000000050E10,-14.4552440392283,-1.26178984968522,-11.3641153503521,-2.30480969631074,-14.8815087783958,-2.07416046049276
5.07000000000000028E10,-14.2655704321377,-1.31197826861445,-11.3364669565168,-2.33572161399266,-14.6627881529448,-2.11595013515155
5.08000000000000007E10,-14.1189192206584,-1.35589177161375,-11.4874318208317,-2.38855965143979,-14.5781466640399,-2.16689941609748
5.08999999999999986E10,-14.3368285626482,-1.38526593231603,-11.698724013372,-2.4411606940598,-14.6625915225287,-2.2581177889568
5.09999999999999964E10,-13.7128100188073,-1.39533087720818,-12.0108519521087,-2.48716323135963,-14.4276460712877,-2.33503340535836
5.11000000000000032E10,-13.6162654110247,-1.38374441760941,-12.0029452629583,-2.56754192817327,-14.1795907756743,-2.42551255482341
5.12000000000000011E10,-13.5257764985609,-1.35608023430304,-12.3080169634263,-2.63209828619401,-13.7761981236603,-2.52912819703264
5.12999999999999989E10,-13.4521353217158,-1.31961225902758,-12.6498790838831,-2.67615342446755,-13.5721979420892,-2.61377818770821
5.13999999999999968E10,-13.4013744374942,-1.28203861450151,-12.3871802177935,-2.75102084472858,-13.2815564763087,-2.69324576988158
5.15000000000000036E10,-13.3789236361118,-1.24964599641189,-12.2975770367017,-2.77144251485009,-12.8268916893831,-2.77711183433219
5.16000000000000014E10,-13.3897419982788,-1.22587025546951,-12.40354441211,-2.81327664797569,-12.5874163767605,-2.82882296229028
5.16999999999999993E10,-13.4376721440533,-1.2108317343498,-12.2301321076201,-2.78956322675317,-12.1737226867406,-2.87073598110566
5.17999999999999972E10,-13.5250657836468,-1.20255451255807,-11.9194317875246,-2.82366198563671,-11.8229345310795,-2.91388112507903
5.18999999999999950E10,-13.6527808495237,-1.19847918192919,-11.8368451559061,-2.80530362623002,-11.5165876807131,-2.93037800252992
5.20000000000000018E10,-13.8203135281668,-1.19636710776644,-11.4118325594744,-2.79101949291741,-11.2560080746588,-2.95756837055461
5.20999999999999996E10,-14.0259271093623,-1.19460138733067,-11.2684792187349,-2.80229911436737,-11.2218311179484,-2.95343542422929
5.22000000000000064E10,-14.2667679822238,-1.1921649798001,-10.9357982297893,-2.7544320848652,-11.2385525258455,-2.92825878910137
5.22999999999999954E10,-14.5389907468955,-1.18851089956755,-10.936080828585,-2.76589923759081,-11.2983271605115,-2.89478387839875
5.24000000000000021E10,-14.8378875682207,-1.18342686504443,-10.9212109144481,-2.72946521080997,-11.4295438709784,-2.83079883590896
5.25000000000000000E10,-15.1579796274251,-1.17692746323374,-10.9712554607909,-2.73541357267639,-11.5696873238514,-2.78601410895963
5.25999999999999979E10,-15.4930019555802,-1.16917723885044,-11.035703909043,-2.64403478243275,-11.7506141231446,-2.69414448721005
5.27000000000000046E10,-15.8357047719284,-1.16043904162864,-11.2460906463601,-2.56325754136618,-12.2376680075259,-2.61459799463969
5.27999999999999936E10,-16.1774270680944,-1.1510407865235,-11.3964196094847,-2.46618138029789,-12.7346676334246,-2.52986845729839
5.29000000000000004E10,-16.5075821844699,-1.14135436123843,-11.3617085579574,-2.42048382007973,-13.1564272326228,-2.45758707236061
5.29999999999999982E10,-16.8140028359419,-1.13177886355392,-11.6044451079214,-2.36336719837931,-13.5223296073663,-2.41758229523871
5.31000000000000050E10,-17.0884074569784,-1.12270833564732,-11.7469099242432,-2.30582807671866,-13.719196248054,-2.38728568432965
5.32000000000000028E10,-17.3535379774548,-1.11441405846178,-11.4240642710064,-2.31147985443662,-13.7968375854083,-2.3809057662949
5.33000000000000007E10,-17.7576916499089,-1.10666752711132,-11.4943241934477,-2.28686893218425,-13.8598564847963,-2.36672298034567
5.33999999999999986E10,-18.7099298953102,-1.09848795037896,-11.414613093783,-2.27492347402563,-13.8399784641521,-2.34737791603995
5.34999999999999964E10,-20.4576483936742,-1.09057929741912,-11.7360580175151,-2.25017463478821,-14.0225662019389,-2.33881786778772
5.36000000000000032E10,-22.3516583322772,-1.08598929912934,-12.0079698995177,-2.22330823492494,-14.2780362087595,-2.339636549934
5.37000000000000011E10,-23.8482467714649,-1.08548259831293,-12.8015679943222,-2.19442602336212,-14.5474868278323,-2.29786747250121
5.37999999999999989E10,-25.0411025496548,-1.08859936442031,-13.4273180210533,-2.13196728880757,-14.9583851527525,-2.26153347994721
5.38999999999999968E10,-26.1368582696429,-1.09518928719142,-14.4323370135305,-2.04376438084831,-15.3625555564171,-2.22170559861447
5.40000000000000036E10,-27.2565258939064,-1.10535912570935,-15.4817049155442,-1.97919003178295,-15.6019511847169,-2.16914947574324
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
