W_50 [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []",im(Gamma(1:1)) [],re(Gamma(1:1)) [],re(Zo(1:1)) [],"ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.55,57.5,-14.37758683,-4.744698341,1954.855595,5.337993191,115.553562,178.1652041,-147.1415425
0.55,57.55,-14.48821507,-4.729365993,1957.135441,5.341125483,115.5270005,175.0990249,-149.2061679
0.55,57.6,-14.60694586,-4.719904427,1959.414639,5.344260588,115.5005589,172.121359,-151.3158073
0.55,57.65,-14.73078555,-4.718056034,1961.693193,5.347398493,115.4742364,169.2489357,-153.4667081
0.55,57.7,-14.85595658,-4.725432336,1963.971104,5.350539185,115.4480325,166.494981,-155.6522309
0.55,57.75,-14.97797712,-4.743387994,1966.248375,5.353682653,115.4219468,163.8672607,-157.8631396
0.55,57.8,-15.09186292,-4.772913219,1968.525007,5.356828884,115.3959786,161.3660635,-160.0881701
0.55,57.85,-15.19247269,-4.814560354,1970.801004,5.359977867,115.3701273,158.9824934,-162.314815
0.55,57.9,-15.27498979,-4.868415079,1973.076367,5.363129589,115.3443925,156.6975662,-164.5302221
0.55,57.95,-15.335488,-4.934114811,1975.351099,5.366284039,115.3187735,154.482624,-166.7220851
0.55,58,-15.37148143,-5.010908722,1977.625202,5.369441205,115.2932699,152.3013937,-168.8794109
0.55,58.05,-15.38232948,-5.097747443,1979.898678,5.372601075,115.2678811,150.1136196,-170.9930818
0.55,58.1,-15.3693815,-5.193387585,1982.171529,5.375763638,115.2426065,147.8797019,-173.0561734
0.55,58.15,-15.33580775,-5.296496639,1984.443757,5.378928881,115.2174456,145.5653874,-175.0640349
0.55,58.2,-15.28615126,-5.405746981,1986.715366,5.382096794,115.1923979,143.1455002,-177.0141702
0.55,58.25,-15.22571151,-5.519891995,1988.986356,5.385267366,115.1674628,140.6060024,-178.9059756
0.55,58.3,-15.15990223,-5.637821667,1991.256731,5.388440584,115.1426399,137.9441922,179.2596056
0.55,58.35,-15.09370657,-5.758598342,1993.526491,5.391616438,115.1179286,135.1673435,177.4804616
0.55,58.4,-15.03130134,-5.881475452,1995.795641,5.394794916,115.0933284,132.290375,175.7536847
0.55,58.45,-14.97586586,-6.005903016,1998.06418,5.397976007,115.0688388,129.3331832,174.0759162
0.55,58.5,-14.92954907,-6.131523695,2000.332113,5.4011597,115.0444593,126.3181365,172.4436501
0.55,58.55,-14.89354878,-6.258162757,2002.59944,5.404345985,115.0201893,123.2680287,170.8534969
0.55,58.6,-14.86825446,-6.385814451,2004.866164,5.407534849,114.9960284,120.2046032,169.3024113
0.55,58.65,-14.85341329,-6.514626454,2007.132287,5.410726283,114.971976,117.1476235,167.7878931
0.55,58.7,-14.84829164,-6.644883191,2009.397811,5.413920276,114.9480317,114.1143996,166.3081723
0.55,58.75,-14.85181553,-6.776988026,2011.662738,5.417116817,114.9241949,111.1196493,164.8623893
0.55,58.8,-14.8626826,-6.911443542,2013.927071,5.420315894,114.9004652,108.1755816,163.4507808
0.55,58.85,-14.87944426,-7.048828395,2016.190811,5.423517499,114.8768421,105.2921059,162.0748795
0.55,58.9,-14.90056008,-7.189768397,2018.45396,5.426721619,114.8533251,102.4770922,160.7377338
0.55,58.95,-14.92442788,-7.334898638,2020.716521,5.429928245,114.8299137,99.73662823,159.4441483
0.55,59,-14.94939399,-7.484812509,2022.978495,5.433137367,114.8066075,97.07523244,158.2009405
0.55,59.05,-14.97374771,-7.63999259,2025.239884,5.436348973,114.7834059,94.49599234,157.0171945
0.55,59.1,-14.9957045,-7.800717685,2027.500692,5.439563053,114.7603084,92.0005999,155.9044806
0.55,59.15,-15.01338271,-7.966940324,2029.760918,5.442779599,114.7373147,89.58925748,154.8769813
0.55,59.2,-15.02478007,-8.138130551,2032.020566,5.445998598,114.7144242,87.26042544,153.9514344
0.55,59.25,-15.02775901,-8.313086063,2034.279637,5.449220042,114.6916365,85.01038335,153.1467618
0.55,59.3,-15.02005361,-8.489717436,2036.538134,5.452443919,114.6689512,82.83258471,152.4832154
0.55,59.35,-14.99931677,-8.664831976,2038.796058,5.455670221,114.6463676,80.7168103,151.9808426
0.55,59.4,-14.96323196,-8.833961399,2041.053412,5.458898937,114.6238855,78.64817996,151.6571042
0.55,59.45,-14.90971755,-8.991304236,2043.310197,5.462130058,114.6015043,76.60618262,151.5235915
0.55,59.5,-14.83724687,-9.129874304,2045.566415,5.465363573,114.5792236,74.56403359,151.5820529
0.55,59.55,-14.74528599,-9.24194373,2047.822068,5.468599473,114.557043,72.48884661,151.8203509
0.55,59.6,-14.63480455,-9.319820286,2050.077158,5.471837748,114.5349619,70.34323437,152.2094291
0.55,59.65,-14.50874338,-9.356892986,2052.331688,5.475078389,114.51298,68.08887458,152.7026305
0.55,59.7,-14.37224836,-9.348741292,2054.585658,5.478321386,114.4910968,65.69211543,153.2384394
0.55,59.75,-14.23245603,-9.294001986,2056.839071,5.48156673,114.4693119,63.13078942,153.7467661
0.55,59.8,-14.09770439,-9.19470681,2059.091929,5.48481441,114.4476248,60.40034573,154.1575419
0.55,59.85,-13.97625899,-9.055968251,2061.344233,5.488064418,114.4260352,57.51688498,154.4093744
0.55,59.9,-13.87489859,-8.885124058,2063.595985,5.491316745,114.4045425,54.51537409,154.455978
0.55,59.95,-13.79782889,-8.690622979,2065.847188,5.494571381,114.3831463,51.44319998,154.2690719
0.55,60,-13.74627154,-8.480962299,2068.097843,5.497828316,114.3618463,48.35124646,153.8377958
0.55,60.05,-13.71877406,-8.263890851,2070.347952,5.501087543,114.340642,45.28552879,153.1656943
0.55,60.1,-13.71200254,-8.04595107,2072.597517,5.50434905,114.319533,42.28166562,152.2666279
0.55,60.15,-13.72167175,-7.832323497,2074.84654,5.507612831,114.2985188,39.36285422,151.1607315
0.55,60.2,-13.74333951,-7.626884414,2077.095021,5.510878875,114.2775991,36.54064541,149.8710715
0.55,60.25,-13.77294069,-7.432382351,2079.342964,5.514147173,114.2567734,33.81725375,148.4212343
0.55,60.3,-13.80706216,-7.25065928,2081.590371,5.517417717,114.2360414,31.18827047,146.8337992
0.55,60.35,-13.84302307,-7.082868726,2083.837242,5.520690498,114.2154026,28.64507218,145.1295195
0.55,60.4,-13.8788368,-6.929665566,2086.083579,5.523965507,114.1948566,26.17662336,143.3270099
0.55,60.45,-13.91311482,-6.791357978,2088.329385,5.527242735,114.174403,23.7706303,141.442757
0.55,60.5,-13.94494971,-6.668021239,2090.574661,5.530522174,114.1540414,21.41411906,139.4913146
0.55,60.55,-13.97379288,-6.559577706,2092.81941,5.533803814,114.1337714,19.09353242,137.4855833
0.55,60.6,-13.99932317,-6.465849043,2095.063631,5.537087648,114.1135927,16.79441687,135.4371103
0.55,60.65,-14.02128178,-6.386586907,2097.307329,5.540373667,114.0935048,14.50074753,133.3563696
0.55,60.7,-14.03921959,-6.321487759,2099.550503,5.543661861,114.0735073,12.1939758,131.2530003
0.55,60.75,-14.05205851,-6.270196597,2101.793156,5.546952224,114.0535998,9.852124783,129.135992
0.55,60.8,-14.05732292,-6.232303623,2104.03529,5.550244746,114.0337821,7.450038619,127.013815
0.55,60.85,-14.049956,-6.207337063,2106.276906,5.553539419,114.0140536,4.963798867,124.8944956
0.55,60.9,-14.02117676,-6.194754731,2108.518007,5.556836235,113.9944139,2.385252574,122.7856423
0.55,60.95,-13.95947648,-6.19393637,2110.758593,5.560135185,113.9748629,-0.248950098,120.6944289
0.55,61,-13.85744022,-6.204178321,2112.998666,5.563436261,113.9553999,-2.83216844,118.627543
0.55,61.05,-13.722701,-6.224691652,2115.238228,5.566739456,113.9360247,-5.223727307,116.591107
0.55,61.1,-13.57840721,-6.254604516,2117.477282,5.57004476,113.9167369,-7.357564379,114.5905826
0.55,61.15,-13.44665712,-6.292969174,2119.715827,5.573352167,113.8975361,-9.295817517,112.6306653
0.55,61.2,-13.33544204,-6.33877387,2121.953867,5.576661667,113.8784219,-11.15741447,110.7151784
0.55,61.25,-13.24141711,-6.390959563,2124.191403,5.579973253,113.8593941,-13.03472269,108.8469732
0.55,61.3,-13.15779866,-6.448441351,2126.428436,5.583286917,113.8404521,-14.97371088,107.0278438
0.55,61.35,-13.07872852,-6.5101344,2128.664968,5.586602651,113.8215957,-16.9894145,105.2584614
0.55,61.4,-13.00024599,-6.574984101,2130.901,5.589920447,113.8028245,-19.08282313,103.5383362
0.55,61.45,-12.91996112,-6.64200017,2133.136535,5.593240297,113.7841382,-21.25043774,101.865814
0.55,61.5,-12.83653436,-6.710294301,2135.371574,5.596562194,113.7655363,-23.4883751,100.2381155
0.55,61.55,-12.74927683,-6.779120729,2137.606119,5.59988613,113.7470185,-25.79376206,98.65143035
0.55,61.6,-12.65789536,-6.847918639,2139.84017,5.603212098,113.7285846,-28.16501502,97.10107828
0.55,61.65,-12.56234175,-6.916354537,2142.07373,5.606540089,113.710234,-30.6017295,95.58175361
0.55,61.7,-12.46272728,-6.984361498,2144.306801,5.609870095,113.6919665,-33.10446889,94.08786978
0.55,61.75,-12.35927597,-7.052170476,2146.539383,5.613202111,113.6737817,-35.67455408,92.61401953
0.55,61.8,-12.25230056,-7.120326738,2148.771479,5.616536127,113.6556794,-38.31388165,91.15555898
0.55,61.85,-12.14219174,-7.189682207,2151.00309,5.619872137,113.637659,-41.02477184,89.70930825
0.55,61.9,-12.02941514,-7.26135276,2153.234218,5.623210132,113.6197204,-43.80983933,88.27433443
0.55,61.95,-11.91451297,-7.336629472,2155.464863,5.626550107,113.6018631,-46.6718782,86.85274297
