"W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.5,59.35,-13.6505886969832,-6.19027617641647,1990.21964459264,5.64222479581833,291.20945903901,-141.918286200407,177.550908791708
0.5,59.4,-13.591582072503,-6.23713093730827,1992.56408162597,5.64512832727946,291.154903649367,-146.78819666981,176.327740374532
0.5,59.45,-13.5380336378334,-6.28018360315275,1994.90774833698,5.64803529104158,291.100694488565,-151.626465389152,175.148713992726
0.5,59.5,-13.4893967132357,-6.31834039052614,1997.25064746202,5.65094567082934,291.046829925271,-156.427593310277,174.009900793611
0.5,59.55,-13.4450455865357,-6.35060752842212,1999.59278172372,5.65385945047415,290.993308338876,-161.187247210708,172.906127148756
0.5,59.6,-13.4043064991989,-6.37612442685862,2001.93415383107,5.65677661391321,290.940128119409,-165.902345506108,171.83109179689
0.5,59.65,-13.3664889574589,-6.39419307434891,2004.27476647951,5.65969714518853,290.887287667446,-170.571094847337,170.777522867482
0.5,59.7,-13.3309158737303,-6.40430253830815,2006.61462235103,5.6626210284461,290.834785394026,-175.192982244093,169.737368443845
0.5,59.75,-13.2969514283992,-6.40614772288384,2008.95372411427,5.665548247935,290.782619720561,-179.7687293417,168.702012924465
0.5,59.8,-13.2640259479188,-6.39964185977968,2011.29207442455,5.66847878800657,290.730789078752,175.699783683024,167.662510631927
0.5,59.85,-13.2316574695607,-6.38492253846795,2013.62967592403,5.67141263311352,290.679291910506,171.209617219391,166.609827956119
0.5,59.9,-13.1994699699547,-6.36235138964142,2015.96653124175,5.67434976780915,290.628126667845,166.756887707652,165.535085780561
0.5,59.95,-13.1672084543957,-6.33250778950809,2018.30264299373,5.67729017674647,290.577291812834,162.336894141825,164.429794924471
0.5,60,-13.1347512317999,-6.29617713012742,2020.63801378306,5.68023384467743,290.526785817486,157.944251678699,163.28607866405
0.5,60.05,-13.1021197413798,-6.25433429194852,2022.97264619998,5.68318075645206,290.476607163692,153.573029919522,162.09687785468
0.5,60.1,-13.0694862627869,-6.20812296260957,2025.30654282195,5.68613089701769,290.426754343131,149.216894775785,160.856135531749
0.5,60.15,-13.0371797455033,-6.15883138813481,2027.63970621374,5.68908425141815,290.377225857195,144.86925392875,159.558958921084
0.5,60.2,-13.0056898501339,-6.10786504707008,2029.97213892753,5.69204080479302,290.328020216912,140.523406661893,158.201757403368
0.5,60.25,-12.975669118432,-6.05671663929622,2032.30384350299,5.69500054237675,290.279135942859,136.172699223163,156.782355101219
0.5,60.3,-12.9479329954009,-6.00693371433743,2034.63482246732,5.697963449498,290.230571565094,131.810686806661,155.300076442863
0.5,60.35,-12.9234572326037,-5.96008425860995,2036.96507833537,5.70092951157883,290.182325623074,127.431302684392,153.75580244887
0.5,60.4,-12.9033720275006,-5.91772063579446,2039.29461360972,5.7038987141339,290.134396665579,123.029033931737,152.15199481259
0.5,60.45,-12.8889521250065,-5.88134243217738,2041.62343078073,5.70687104276979,290.086783250638,118.599101563991,150.492684371835
0.5,60.5,-12.8816020558581,-5.85235898364956,2043.95153232665,5.70984648318423,290.039483945454,114.137640772107,148.783420571882
0.5,60.55,-12.8828357471522,-5.83205261873504,2046.27892071368,5.71282502116535,289.992497326329,109.641874427749,147.031179219546
0.5,60.6,-12.8942499484569,-5.82154389316865,2048.60559839605,5.71580664259096,289.945821978594,105.110270343965,145.244227340034
0.5,60.65,-12.9174912987125,-5.82176025926726,2050.93156781609,5.71879133342784,289.899456496533,100.542670279256,143.431946235966
0.5,60.7,-12.9542174219041,-5.83340965420433,2053.25683140432,5.72177907973103,289.853399483311,95.9403768344137,141.604616702078
0.5,60.75,-13.0060531588786,-5.85696036773245,2055.58139157951,5.72476986764309,289.807649550907,91.3061837638043,139.773173402509
0.5,60.8,-13.0745438532854,-5.89262825113261,2057.90525074878,5.72776368339344,289.76220532004,86.644336334744,137.94893820183
0.5,60.85,-13.1611084029858,-5.94037187721136,2060.22841130764,5.73076051329762,289.7170654201,81.9604115823822,136.143344276809
0.5,60.9,-13.2669954236321,-5.99989570933221,2062.55087564008,5.73376034375667,289.672228489079,77.2611136565942,134.367663737844
0.5,60.95,-13.3932462008174,-6.07066076094636,2064.87264611866,5.7367631612564,289.627693173505,72.5539865198865,132.632751055377
0.5,61,-13.5406680138887,-6.15190170768455,2067.19372510454,5.73976895236669,289.58345812837,67.8470541231304,130.948812848319
0.5,61.05,-13.7098208501231,-6.24264902323723,2069.5141149476,5.74277770374091,289.539522017067,63.1484055795159,129.325211804638
0.5,61.1,-13.9010195407804,-6.34175449517354,2071.83381798646,5.74578940211519,289.495883511318,58.4657483828955,127.770309089468
0.5,61.15,-14.1143520875877,-6.44791845319029,2074.15283654861,5.74880403430777,289.452541291117,53.8059552074763,126.291346044243
0.5,61.2,-14.3497136278855,-6.55971719477679,2076.47117295043,5.75182158721839,289.409494044657,49.1746286536414,124.894362753542
0.5,61.25,-14.6068543484274,-6.67562938296413,2078.78882949728,5.75484204782762,289.366740468266,44.5757035482688,123.584148509839
0.5,61.3,-14.8854389054684,-6.79406056581397,2081.10580848356,5.75786540319622,289.32427926635,40.0110988107518,122.364217547134
0.5,61.35,-15.1851146669111,-6.91336537378992,2083.42211219281,5.76089164046452,289.282109151322,35.4804216238343,121.236802699509
0.5,61.4,-15.5055863899691,-7.03186734193367,2085.73774289772,5.76392074685181,289.240228843542,30.980716936976,120.202859803595
0.5,61.45,-15.8466957319332,-7.14787664300952,2088.05270286024,5.76695270965568,289.198637071255,26.5062461350686,119.262076557759
0.5,61.5,-16.2085051620683,-7.25970628217355,2090.36699433166,5.76998751625146,289.157332570532,22.0482704481577,118.412880990074
0.5,61.55,-16.5913872952391,-7.36568748093892,2092.68061955263,5.77302515409158,289.116314085203,17.5948071150877,117.652446481416
0.5,61.6,-16.9961223324224,-7.46418506413177,2094.99358075324,5.77606561070498,289.075580366802,13.1303184895677,116.976692262748
0.5,61.65,-17.4240081585651,-7.55361365944247,2097.30588015313,5.77910887369652,289.035130174507,8.63528446514393,116.380280300477
0.5,61.7,-17.8769897706701,-7.63245542983897,2099.61751996148,5.78215493074635,288.994962275076,4.08559409399828,115.856611361044
0.5,61.75,-18.3578172024657,-7.69927989213029,2101.92850237714,5.78520376960941,288.955075442799,-0.548331137506503,115.397824676568
0.5,61.8,-18.870244107595,-7.75276614133509,2104.23882958865,5.78825537811477,288.915468459434,-5.30280916637993,114.994806894173
0.5,61.85,-19.419282697848,-7.79172751586631,2106.54850377433,5.79130974416509,288.87614011419,-10.2227582953189,114.637216767978
0.5,61.9,-20.0115344461137,-7.81513842432336,2108.85752710234,5.79436685573607,288.837089204284,-15.3644583201135,114.313532249645
0.5,61.95,-20.6556182613256,-7.82216273828289,2111.16590173071,5.79742670087584,288.79831453023,-20.7997320211369,114.011126195444
0.5,62,-21.3627135503689,-7.81218286853023,2113.47362980745,5.80048926770446,288.759814907439,-26.6224501366826,113.71637584181
0.5,62.05,-22.1472092079252,-7.78482841657715,2115.78071347057,5.80355454441332,288.721589152091,-32.9589824421928,113.414809596345
0.5,62.1,-23.027355375748,-7.7400031552711,2118.08715484818,5.80662251926463,288.683636089685,-39.9855950950239,113.091292723787
0.5,62.15,-24.0255159069378,-7.67790905550581,2120.39295605852,5.80969318059084,288.645954552671,-47.9584262217643,112.73025142579
0.5,62.2,-25.1666982474313,-7.59906613589885,2122.69811921003,5.81276651679415,288.608543380502,-57.2663842240208,112.315932899903
0.5,62.25,-26.4712238728731,-7.50432704342905,2125.00264640139,5.81584251634593,288.571401419593,-68.5233914346904,111.83269746622
0.5,62.3,-27.9292263143074,-7.3948854318646,2127.30653972163,5.81892116778623,288.534527523271,-82.7087174402721,111.265337915613
0.5,62.35,-29.4265041827664,-7.27227733811004,2129.60980125014,5.82200245972324,288.497920551722,-101.247262816162,110.599420839586
0.5,62.4,-30.5983495273216,-7.13837481510249,2131.91243305674,5.82508638083277,288.461579371941,-125.374648764917,109.82164462495
0.5,62.45,-30.8419226278658,-6.9953710349573,2134.21443720175,5.82817291985776,288.42550285768,-153.638152601486,108.920208621996
0.5,62.5,-29.9620152027203,-6.84575593598025,2136.51581573605,5.83126206560774,288.389689889396,179.206831795761,107.885187184808
0.5,62.55,-28.4891145145777,-6.69228130903277,2138.8165707011,5.83435380695835,288.354139354203,156.88153541984,106.708900300598
0.5,62.6,-26.9681468823612,-6.53791411167423,2141.11670412904,5.83744813285085,288.318850145816,139.204374662073,105.386269011256
0.5,62.65,-25.6368785567047,-6.38577691355929,2143.41621804273,5.84054503229158,288.283821164511,124.803955207184,103.915138801472
0.5,62.7,-24.5524362626786,-6.23907487911866,2145.71511445581,5.84364449435153,288.249051317065,112.620722455651,102.29654816618
0.5,62.75,-23.7051268954952,-6.10100971649493,2148.01339537272,5.84674650816581,288.214539516714,102.025515456576,100.534913932574
0.5,62.8,-23.0649198243976,-5.97468260338028,2150.31106278882,5.84985106293318,288.180284683105,92.6605049225769,98.6381014701623
0.5,62.85,-22.5977567358041,-5.86299012178361,2152.60811869039,5.85295814791561,288.146285742243,84.311510319802,96.6173488451921
0.5,62.9,-22.2713725535028,-5.76851938121152,2154.9045650547,5.85606775243774,288.112541626448,76.8353599684681,94.4870211233305
0.5,62.95,-22.0574099507762,-5.693450295819,2157.20040385008,5.85917986588648,288.079051274305,70.123435880583,92.2641851503665
0.5,63,-21.9320130550393,-5.63947384583052,2159.49563703595,5.86229447771049,288.045813630621,64.085059279278,89.968015170443
0.55,57,-20.0096692330559,-5.67160999895266,1949.13870346561,5.30061022355958,266.424341085084,7.43918231356006,-121.063488094277
0.55,57.05,-20.0803953277195,-5.70361471315389,1951.4362473872,5.30370389085008,266.384441691482,7.20974005950083,-122.121601048763
0.55,57.1,-20.0837020201325,-5.72808296889229,1953.73311552627,5.30680037829839,266.344829723652,7.09456864017101,-123.140503387099
0.55,57.15,-20.0184732826816,-5.74264654421453,1956.02931029092,5.30989967286423,266.30550385479,6.97410655109269,-124.146927291678
0.55,57.2,-19.8891092201496,-5.74788096641216,1958.32483407728,5.31300176159104,266.266462766685,6.74037003337326,-125.169130218225
0.55,57.25,-19.70398885041,-5.74624808725516,1960.61968926952,5.31610663160538,266.227705149651,6.30783181716171,-126.224435716691
0.55,57.3,-19.4736140126288,-5.74042058246552,1962.91387823998,5.31921427011618,266.189229702453,5.61780981085958,-127.317587661276
0.55,57.35,-19.2089594679502,-5.73236291109424,1965.20740334921,5.32232466441408,266.151035132239,4.63726312774799,-128.445717813063
0.55,57.4,-18.9203104213087,-5.72321911733237,1967.50026694607,5.32543780187081,266.113120154477,3.35422695254065,-129.603373053393
0.55,57.45,-18.6166225727773,-5.71353737823896,1969.7924713678,5.32855366993846,266.075483492881,1.7721214956257,-130.785286554942
0.55,57.5,-18.3052945182244,-5.70351758585981,1972.08401894009,5.3316722561489,266.038123879348,-0.0955551534274469,-131.987354816442
0.55,57.55,-17.9922018493656,-5.69318521251534,1974.37491197714,5.33479354811304,266.00104005389,-2.22945397751078,-133.206734777755
0.55,57.6,-17.681863851913,-5.68249338972574,1976.66515278179,5.3379175335203,265.964230764568,-4.60740061013091,-134.441639043144
0.55,57.65,-17.3776554589524,-5.67137737577469,1978.95474364553,5.34104420013787,265.927694767428,-7.20639078436976,-135.6910850617
0.55,57.7,-17.0820154897508,-5.6597819884157,1981.2436868486,5.34417353581015,265.891430826439,-10.00381818321,-136.954683130999
0.55,57.75,-16.796629278126,-5.6476750353048,1983.53198466006,5.34730552845812,265.855437713422,-12.978182474557,-138.232478004372
0.55,57.8,-16.5225798767868,-5.63505407545387,1985.81963933787,5.35044016607867,265.819714207995,-16.1094707937767,-139.524836046442
0.55,57.85,-16.2604701181393,-5.62195039899616,1988.10665312896,5.35357743674407,265.784259097506,-19.379346827436,-140.832365286092
0.55,57.9,-16.0105209566927,-5.60843221145725,1990.39302826927,5.35671732860129,265.74907117697,-22.771232338664,-142.155856876748
0.55,57.95,-15.7726519581993,-5.59460800039212,1992.67876698387,5.35985982987146,265.714149249011,-26.2703299199136,-143.496238748628
0.55,58,-15.5465489662532,-5.58063052703456,1994.96387148699,5.36300492884924,265.6794921238,-29.8636117798386,-144.854534170007
0.55,58.05,-15.3317226972283,-5.56670158228537,1997.24834398211,5.36615261390225,265.645098618992,-33.5397848489947,-146.231819227178
0.55,58.1,-15.127560731414,-5.55307744047339,1999.53218666201,5.3693028734705,265.610967559671,-37.2892347430135,-147.629173961948
0.55,58.15,-14.9333742916257,-5.54007475926556,2001.81540170887,5.37245569606576,265.577097778286,-41.1039478779872,-149.0476222529
0.55,58.2,-14.7484404047387,-5.5280764636606,2004.09799129429,5.37561107027107,265.543488114596,-44.9774105209387,-150.488055707862
0.55,58.25,-14.5720395242492,-5.51753688731833,2006.37995757941,5.3787689847401,265.510137415611,-48.9044844812757,-151.951137102026
0.55,58.3,-14.4034884105539,-5.50898511068669,2008.66130271493,5.38192942819664,265.477044535534,-52.8812606190446,-153.437179559464
0.55,58.35,-14.2421679608416,-5.50302503554062,2010.94202884121,5.38509238943403,265.444208335704,-56.9048928131894,-154.945999126296
0.55,58.4,-14.0875456918225,-5.50033030076396,2013.22213808829,5.3882578573146,265.41162768454,-60.973416215041,-156.476741089793
0.55,58.45,-13.9391926542929,-5.50163174868868,2015.50163257604,5.39142582076915,265.379301457485,-65.0855544192784,-158.02768485324
0.55,58.5,-13.796794660996,-5.50769492845434,2017.78051441411,5.39459626879648,265.347228536951,-69.2405206507754,-159.59603876421
0.55,58.55,-13.6601578160035,-5.51928527396635,2020.05878570208,5.39776919046547,265.315407812264,-73.4378182867055,-161.177745032256
0.55,58.6,-13.5292084364089,-5.53711937452416,2022.33644852957,5.40094457490289,265.28383817961,-77.677046116446,-162.76732504262
0.55,58.65,-13.4039875575725,-5.56180241910436,2024.61350497604,5.40412241130975,265.252518541978,-81.9577137701814,-164.357805104079
0.55,58.7,-13.2846403198389,-5.59375457561857,2026.88995711123,5.40730268895444,265.221447809115,-86.2790727579171,-165.94076868318
0.55,58.75,-13.1714006576122,-5.63313261243869,2029.16580699493,5.41048539716586,265.190624897462,-90.6399685368226,-167.506579044487
0.55,58.8,-13.0645718583058,-5.67975687450034,2031.4410566772,5.41367052533907,265.160048730111,-95.0387188989341,-169.044801503707
0.55,58.85,-12.9645037300127,-5.73305667496731,2033.71570819833,5.41685806293354,265.129718236749,-99.4730236396018,-170.544824924887
0.55,58.9,-12.8715673049438,-5.79204783111793,2035.98976358898,5.42004799947254,265.099632353609,-103.939909813357,-171.996640129771
0.55,58.95,-12.7861281931708,-5.85535324619257,2038.26322487018,5.42324032454264,265.069790023415,-108.435715809143,-173.391687414928
0.55,59,-12.7085198619555,-5.9212708248442,2040.53609405342,5.42643502779323,265.040190195338,-112.956115931808,-174.723650559837
0.55,59.05,-12.6390182190694,-5.98788376867577,2042.80837314072,5.429632098936,265.01083182494,-117.496185189791,-175.989065280846
0.55,59.1,-12.5778188940049,-6.05319895784353,2045.08006412466,5.43283152774451,264.98171387413,-122.050501682064,-177.187634376442
0.55,59.15,-12.5250185165747,-6.1152927063872,2047.35116898844,5.43603330405367,264.952835311113,-126.613281563404,-178.322196307791
0.55,59.2,-12.4806010800041,-6.17244187988684,2049.62168970596,5.43923741775929,264.924195110339,-131.178539323357,-179.398363176188
0.55,59.25,-12.4444301555393,-6.22322252597876,2051.89162824186,5.44244385881759,264.895792252462,-135.740264336808,179.576093335828
0.55,59.3,-12.4162473269829,-6.2665661584852,2054.16098655159,5.44565261724477,264.867625724286,-140.292603589491,178.591991445136
0.55,59.35,-12.3956767804528,-6.30177288980404,2056.42976658145,5.44886368311654,264.83969451872,-144.830040312478,177.639501543187
0.55,59.4,-12.3822355682824,-6.32848808497849,2058.69797026865,5.45207704656763,264.811997634737,-149.347559006843,176.708820332351
0.55,59.45,-12.3753487152084,-6.34665356146192,2060.96559954137,5.4552926977914,264.784534077318,-153.840788894671,175.790693268107
0.55,59.5,-12.3743680873153,-6.35644537923684,2063.23265631882,5.45851062703935,264.757302857416,-158.306119969479,174.876761392881
0.55,59.55,-12.3785938196674,-6.35820875633856,2065.49914251129,5.46173082462069,264.730302991906,-162.740788241772,173.959740683149
0.55,59.6,-12.3872970977327,-6.35239780212613,2067.76506002019,5.46495328090192,264.70353350354,-167.14292917492,173.033462049276
0.55,59.65,-12.3997431939733,-6.33952466719927,2070.03041073813,5.46817798630636,264.676993420907,-171.511600414716,172.092808409966
0.55,59.7,-12.4152138457673,-6.32012007255506,2072.29519654895,5.47140493131376,264.650681778385,-175.846776543054,171.133584775265
0.55,59.75,-12.433028290181,-6.29470530907003,2074.55941932779,5.47463410645981,264.624597616097,179.850680363771,170.152351702218
0.55,59.8,-12.4525625118274,-6.26377470445301,2076.82308094112,5.47786550233583,264.598739979873,175.579070125522,169.146244994673
0.55,59.85,-12.4732664841922,-6.22778709262185,2079.08618324683,5.48109910958823,264.573107921199,171.335919605363,168.112797244963
0.55,59.9,-12.4946793721007,-6.18716479451595,2081.34872809423,5.48433491891816,264.547700497182,167.118059891209,167.049770915879
0.55,59.95,-12.5164428011661,-6.14229884841516,2083.61071732417,5.48757292108111,264.522516770501,162.92171254616,165.955008572223
0.55,60,-12.5383123838287,-6.09355956992838,2085.87215276901,5.49081310688646,264.497555809368,158.742582886102,164.826303608109
0.55,60.05,-12.5601677208002,-6.041311874284,2088.13303625274,5.4940554671971,264.47281668748,154.575959219876,163.661294209205
0.55,60.1,-12.5820210744349,-5.98593508056505,2090.39336959098,5.49729999292904,264.448298483979,150.416817926099,162.457384122697
0.55,60.15,-12.6040248414173,-5.92784707354403,2092.65315459108,5.50054667505099,264.424000283406,146.259935063419,161.211695871108
0.55,60.2,-12.6264778414864,-5.86753265301347,2094.91239305211,5.50379550458399,264.399921175655,142.100005850355,159.921065104909
0.55,60.25,-12.6498302925189,-5.80557556635528,2097.17108676497,5.50704647260101,264.376060255927,137.931773742268,158.582088484708
0.55,60.3,-12.6746871670288,-5.74269299454588,2099.42923751238,5.51029957022655,264.352416624677,133.750170907274,157.191241163358
0.55,60.35,-12.7018094303926,-5.67977004359043,2101.68684706898,5.5135547886363,264.328989387568,129.550471583729,155.74508242572
0.55,60.4,-12.7321124606307,-5.61789003211678,2103.94391720136,5.51681211905672,264.305777655412,125.328459006344,154.240567411769
0.55,60.45,-12.7666607637535,-5.55835415464379,2106.20044966807,5.52007155276468,264.282780544114,121.080605237912,152.675476332369
0.55,60.5,-12.8066579563664,-5.50268181189893,2108.45644621973,5.52333308108708,264.259997174604,116.804261284867,151.048956915597
0.55,60.55,-12.8534309264581,-5.45258133153076,2110.71190859904,5.52659669540052,264.237426672773,112.497852309375,149.36214835723
0.55,60.6,-12.9084071495246,-5.40988122409499,2112.96683854083,5.52986238713088,264.215068169394,108.161069678123,147.618816035964
0.55,60.65,-12.9730843779059,-5.3764160462707,2115.22123777212,5.53313014775298,264.192920800038,103.795048248781,145.825881912104
0.55,60.7,-13.0489923757889,-5.35386945820894,2117.47510801215,5.53639996879024,264.170983704982,99.4025141044032,143.993700478627
0.55,60.75,-13.1376470573766,-5.34358970594056,2119.72845097242,5.5396718418143,264.149256029108,94.9878854935913,142.135926159642
0.55,60.8,-13.2404982781803,-5.34640650584192,2121.98126835677,5.54294575844468,264.127736921797,90.5573087311771,140.268866111754
0.55,60.85,-13.3588735523301,-5.36248762765132,2124.2335618614,5.54622171034841,264.106425536822,86.1186119670258,138.410318277342
0.55,60.9,-13.4939209871693,-5.39127238579519,2126.48533317488,5.54949968923973,264.085321032242,81.6811635469983,136.578035679604
0.55,60.95,-13.6465555601918,-5.43150495248711,2128.73658397829,5.5527796868797,264.064422570335,77.2556282563641,134.788083850603
0.55,61,-13.8174133217993,-5.48136620445417,2130.98731594516,5.55606169507587,264.043729317586,72.8536235353362,133.053412059861
0.55,61.05,-14.006818040012,-5.53867759449269,2133.23753074157,5.55934570568196,264.023240444805,68.487287625109,131.382910455441
0.55,61.1,-14.2147641545737,-5.60113427656366,2135.48723002618,5.56263171059752,264.002955127493,64.1687808884878,129.781091818161
0.55,61.15,-14.4409187544818,-5.66652294073008,2137.7364154503,5.56591970176759,263.982872546686,59.9097484766801,128.248374608905
0.55,61.2,-14.6846438458806,-5.73289106156464,2139.98508865787,5.56920967118235,263.962991890681,55.7207756671018,126.781815590598
0.55,61.25,-14.9450387422662,-5.79865196099693,2142.23325128556,5.57250161087685,263.94331235849,51.610865955752,125.37608184225
0.55,61.3,-15.2210013162579,-5.86262686323419,2144.4809049628,5.57579551293056,263.923833166702,47.5869667584876,124.024463227467
0.55,61.35,-15.5113063804093,-5.92403625973078,2146.72805131179,5.57909136946687,263.904553563487,43.6535597325414,122.719781907133
0.55,61.4,-15.8146997873525,-5.98245729862145,2148.9746919476,5.58238917264142,263.885472858563,39.8123243110091,121.455124136401
0.55,61.45,-16.1300080128054,-6.03776300833163,2151.2208284781,5.58568891470465,263.866590492003,36.0618763549223,120.224378623393
0.55,61.5,-16.4562649743352,-6.0900552931483,2153.46646250421,5.58899058787175,263.847906206656,32.3975811524885,119.02260511478
