W_50 [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []",im(Gamma(1:1)) [],re(Gamma(1:1)) [],re(Zo(1:1)) [],"ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.5,58.3,-20.21990783,-2.380770109,1924.17235,5.586832998,131.2347707,-54.96815845,-159.9689075
0.5,58.35,-19.84666607,-2.401158902,1926.520587,5.589650347,131.1962748,-58.83752508,-161.3200661
0.5,58.4,-19.51143339,-2.416279722,1928.867994,5.592471571,131.1579537,-62.97076444,-162.6860143
0.5,58.45,-19.21149151,-2.42771993,1931.214572,5.595296652,131.1198064,-67.27600122,-164.0753038
0.5,58.5,-18.94036001,-2.437279845,1933.560326,5.59812557,131.0818322,-71.69371716,-165.4918157
0.5,58.55,-18.69078197,-2.446701217,1935.905258,5.600958308,131.0440301,-76.19748063,-166.9351636
0.5,58.6,-18.45685675,-2.457493087,1938.249372,5.603794847,131.0063993,-80.78744669,-168.4015551
0.5,58.65,-18.2353268,-2.470843532,1940.592669,5.606635167,130.968939,-85.48130793,-169.8846724
0.5,58.7,-18.02629264,-2.48757845,1942.935154,5.609479252,130.9316482,-90.30478582,-171.3763359
0.5,58.75,-17.83356693,-2.508123101,1945.27683,5.612327083,130.8945261,-95.281607,-172.8669202
0.5,58.8,-17.66464788,-2.532428091,1947.617698,5.615178642,130.8575719,-100.421944,-174.3456625
0.5,58.85,-17.53000295,-2.559834501,1949.957763,5.61803391,130.8207848,-105.7087842,-175.801166
0.5,58.9,-17.44113831,-2.588880538,1952.297027,5.620892871,130.7841638,-111.0840031,-177.2225926
0.5,58.95,-17.4070562,-2.617114772,1954.635493,5.623755507,130.7477083,-116.4399776,-178.602201
0.5,59,-17.42950727,-2.641098612,1956.973163,5.6266218,130.7114173,-121.6261231,-179.9397352
0.5,59.05,-17.49884098,-2.656917955,1959.310042,5.629491733,130.67529,-126.4775482,178.7519157
0.5,59.1,-17.59315562,-2.66149229,1961.646131,5.632365288,130.6393257,-130.8612724,177.4428183
0.5,59.15,-17.68235315,-2.654459484,1963.981434,5.635242448,130.6035235,-134.7202066,176.0892291
0.5,59.2,-17.73575339,-2.639513341,1966.315953,5.638123196,130.5678827,-138.0913656,174.6471058
0.5,59.25,-17.72958418,-2.623842004,1968.649692,5.641007516,130.5324024,-141.0895139,173.0902067
0.5,59.3,-17.6511016,-2.61569096,1970.982652,5.643895391,130.4970819,-143.8684198,171.4203333
0.5,59.35,-17.49862574,-2.621759684,1973.314837,5.646786803,130.4619203,-146.5814501,169.663263
0.5,59.4,-17.27896302,-2.646015221,1975.64625,5.649681736,130.426917,-149.3574407,167.8562852
0.5,59.45,-17.00404942,-2.689997939,1977.976893,5.652580174,130.392071,-152.2957417,166.0372103
0.5,59.5,-16.68767642,-2.753746804,1980.306769,5.6554821,130.3573817,-155.474249,164.2394148
0.5,59.55,-16.34249683,-2.836597273,1982.635882,5.658387498,130.3228484,-158.9580096,162.4919151
0.5,59.6,-15.97819747,-2.937575744,1984.964232,5.661296352,130.2884701,-162.7980649,160.8217888
0.5,59.65,-15.60204403,-3.055403024,1987.291824,5.664208646,130.2542463,-167.0244014,159.2569447
0.5,59.7,-15.22103357,-3.1881932,1989.618661,5.667124363,130.220176,-171.6455325,157.8281509
0.5,59.75,-14.84351261,-3.332923811,1991.944743,5.670043489,130.1862587,-176.655923,156.5696246
0.5,59.8,-14.47947905,-3.484756724,1994.270075,5.672966007,130.1524936,177.9575629,155.5174382
0.5,59.85,-14.14015955,-3.636355561,1996.59466,5.675891901,130.1188798,172.2148075,154.7048361
0.5,59.9,-13.83738974,-3.777486155,1998.918498,5.678821156,130.0854168,166.1455896,154.1537817
0.5,59.95,-13.58288295,-3.895348544,2001.241595,5.681753757,130.0521038,159.7937122,153.863283
0.5,60,-13.38732988,-3.976106576,2003.563951,5.684689688,130.01894,153.219809,153.7976157
0.5,60.05,-13.25936287,-4.007707029,2005.885569,5.687628934,129.9859248,146.5013253,153.8805497
0.5,60.1,-13.20456346,-3.983251582,2008.206453,5.69057148,129.9530574,139.7289507,154.0021265
0.5,60.15,-13.22477583,-3.903398196,2010.526605,5.693517311,129.9203372,132.9998139,154.03947
0.5,60.2,-13.31794879,-3.776402981,2012.846026,5.696466411,129.8877633,126.4088848,153.8843062
0.5,60.25,-13.4785711,-3.615697941,2015.164721,5.699418767,129.8553353,120.0407034,153.4647473
0.5,60.3,-13.69857066,-3.436309231,2017.482691,5.702374362,129.8230523,113.9633797,152.7527811
0.5,60.35,-13.96842016,-3.251760754,2019.799939,5.705333184,129.7909136,108.2258709,151.7579656
0.5,60.4,-14.27818378,-3.072367235,2022.116467,5.708295216,129.7589187,102.8584073,150.514048
0.5,60.45,-14.61832562,-2.904885376,2024.432279,5.711260445,129.7270667,97.87514726,149.0654433
0.5,60.5,-14.98021517,-2.753008727,2026.747376,5.714228856,129.6953571,93.27790915,147.4573333
0.5,60.55,-15.35635441,-2.61817886,2029.06176,5.717200434,129.6637892,89.0600172,145.7300543
0.5,60.6,-15.74039544,-2.500377544,2031.375436,5.720175167,129.6323622,85.20966495,143.9168346
0.5,60.65,-16.12702472,-2.398756151,2033.688404,5.723153039,129.6010756,81.71253609,142.0435988
0.5,60.7,-16.51177683,-2.312077749,2036.000667,5.726134036,129.5699287,78.55365165,140.1298019
0.5,60.75,-16.89082181,-2.239000518,2038.312228,5.729118145,129.5389209,75.71852919,138.1896337
0.5,60.8,-17.26075315,-2.178244618,2040.623089,5.732105352,129.5080514,73.19377578,136.2332415
0.5,60.85,-17.6183913,-2.128680472,2042.933253,5.735095643,129.4773197,70.96722924,134.2678166
0.5,60.9,-17.96061099,-2.08936691,2045.242722,5.738089004,129.4467251,69.02773648,132.2985019
0.5,60.95,-18.28419747,-2.05955829,2047.551498,5.741085422,129.4162669,67.36463118,130.3291253
0.5,61,-18.58573735,-2.038692459,2049.859584,5.744084883,129.3859446,65.96695415,128.3627858
0.5,61.05,-18.86155105,-2.026366276,2052.166982,5.747087373,129.3557576,64.82245406,126.4023184
0.5,61.1,-19.10767661,-2.022302247,2054.473694,5.750092881,129.3257051,63.91641732,124.4506585
0.5,61.15,-19.31991563,-2.026308008,2056.779723,5.753101391,129.2957866,63.23040402,122.511116
0.5,61.2,-19.49395131,-2.038229838,2059.085072,5.756112892,129.2660014,62.7410096,120.5875612
0.5,61.25,-19.62554315,-2.057901704,2061.389742,5.759127369,129.236349,62.41881989,118.6845153
0.5,61.3,-19.7107926,-2.085092424,2063.693736,5.762144811,129.2068288,62.22776342,116.8071344
0.5,61.35,-19.74645913,-2.119454977,2065.997055,5.765165203,129.17744,62.12506678,114.9610794
0.5,61.4,-19.73029064,-2.160483462,2068.299703,5.768188534,129.1481823,62.06196564,113.152268
0.5,61.45,-19.66132009,-2.207484024,2070.601682,5.77121479,129.1190548,61.98520906,111.3865255
0.5,61.5,-19.54007927,-2.259565714,2072.902994,5.774243959,129.0900571,61.83923956,109.6691646
0.5,61.55,-19.36869213,-2.315655257,2075.203641,5.777276029,129.0611886,61.56878032,108.0045467
0.5,61.6,-19.15083412,-2.374536283,2077.503625,5.780310985,129.0324486,61.12147112,106.3956878
0.5,61.65,-18.89157108,-2.43490924,2079.802949,5.783348817,129.0038367,60.45020164,104.8439706
0.5,61.7,-18.59711319,-2.495464198,2082.101614,5.786389512,128.9753521,59.51489244,103.349012
0.5,61.75,-18.27452935,-2.554956238,2084.399624,5.789433057,128.9469944,58.28362869,101.9087062
0.5,61.8,-17.93146271,-2.612272859,2086.69698,5.792479441,128.918763,56.73320209,100.5194313
0.5,61.85,-17.57587399,-2.666484967,2088.993685,5.79552865,128.8906572,54.84921618,99.17638333
0.5,61.9,-17.21582159,-2.716876654,2091.28974,5.798580674,128.8626767,52.62593969,97.87397895
0.5,61.95,-16.85927193,-2.762953146,2093.585148,5.8016355,128.8348207,50.06605959,96.60626942
0.5,62,-16.51392448,-2.804429807,2095.879911,5.804693116,128.8070887,47.18041117,95.36731564
0.5,62.05,-16.18703459,-2.841207245,2098.174031,5.80775351,128.7794801,43.98767547,94.15149079
0.5,62.1,-15.88522285,-2.873338293,2100.467511,5.810816671,128.7519946,40.51395922,92.9536956
0.5,62.15,-15.61427122,-2.900992175,2102.760352,5.813882586,128.7246313,36.79213056,91.76948702
0.5,62.2,-15.37891934,-2.924419953,2105.052556,5.816951244,128.6973899,32.86078994,90.59513151
0.5,62.25,-15.18268629,-2.943923948,2107.344126,5.820022635,128.6702698,28.76281324,89.42759985
0.5,62.3,-15.0277482,-2.959832493,2109.635064,5.823096745,128.6432705,24.54350117,88.26452136
0.5,62.35,-14.91489868,-2.972480366,2111.925372,5.826173563,128.6163914,20.24847741,87.10411368
0.5,62.4,-14.84360632,-2.982194551,2114.215052,5.829253079,128.5896319,15.92156101,85.94510117
0.5,62.45,-14.81216579,-2.989284608,2116.504105,5.832335281,128.5629916,11.60286513,84.78663131
0.5,62.5,-14.8179219,-2.994036767,2118.792535,5.835420158,128.53647,7.327336223,83.62819538
0.5,62.55,-14.85753453,-2.996710885,2121.080343,5.838507698,128.5100665,3.123858064,82.46955695
0.5,62.6,-14.9272497,-2.997539499,2123.367531,5.841597891,128.4837806,-0.98506144,81.31068985
0.5,62.65,-15.02314724,-2.996728302,2125.654102,5.844690725,128.4576117,-4.983095684,80.15172595
0.5,62.7,-15.14134532,-2.994457567,2127.940056,5.847786189,128.4315595,-8.859528679,78.9929123
0.5,62.75,-15.27815323,-2.990884104,2130.225397,5.850884273,128.4056233,-12.6084572,77.83457655
0.5,62.8,-15.43017269,-2.986143496,2132.510126,5.853984966,128.3798026,-16.22790073,76.67709969
0.5,62.85,-15.59435443,-2.980352406,2134.794245,5.857088256,128.3540971,-19.71892273,75.52089492
0.5,62.9,-15.7680191,-2.973610837,2137.077757,5.860194134,128.328506,-23.08483103,74.36639144
0.5,62.95,-15.94885272,-2.966004266,2139.360663,5.863302589,128.3030291,-26.33049271,73.21402239
0.5,63,-16.13488522,-2.957605601,2141.642965,5.866413609,128.2776657,-29.4617749,72.06421598
0.55,57,-21.80842017,-1.657289072,1933.613785,5.319578001,116.2283639,-37.5756595,-120.9018089
0.55,57.05,-22.00031772,-1.665182925,1935.898179,5.322669927,116.2012423,-39.04058083,-122.6205304
0.55,57.1,-22.1271586,-1.672466297,1938.1819,5.325764723,116.1742474,-40.50470775,-124.3202942
0.55,57.15,-22.20767042,-1.678806762,1940.464949,5.328862374,116.1473787,-42.0735031,-126.0054291
0.55,57.2,-22.25910636,-1.684004652,1942.747328,5.331962869,116.1206355,-43.79532547,-127.6805904
0.55,57.25,-22.29603782,-1.688004534,1945.029041,5.335066194,116.0940173,-45.68257924,-129.3506191
0.55,57.3,-22.33033731,-1.690904388,1947.31009,5.338172337,116.0675234,-47.72579761,-131.0203817
0.55,57.35,-22.37157274,-1.69296185,1949.590477,5.341281284,116.0411533,-49.90196824,-132.6945887
0.55,57.4,-22.42745197,-1.694596599,1951.870204,5.344393024,116.0149063,-52.17892482,-134.3775921
0.55,57.45,-22.50417347,-1.696387695,1954.149273,5.347507543,115.9887819,-54.51724522,-136.0731608
0.55,57.5,-22.60663254,-1.699064323,1956.427688,5.350624829,115.9627795,-56.87060933,-137.7842362
0.55,57.55,-22.73846072,-1.703488179,1958.705451,5.35374487,115.9368984,-59.18521014,-139.5126752
0.55,57.6,-22.90187306,-1.710625539,1960.982563,5.356867654,115.9111383,-61.39862108,-141.2589889
0.55,57.65,-23.09727914,-1.721507149,1963.259027,5.359993168,115.8854984,-63.43850853,-143.0220963
0.55,57.7,-23.3225917,-1.737174505,1965.534845,5.363121401,115.8599782,-65.22177433,-144.7991143
0.55,57.75,-23.57215715,-1.758612069,1967.81002,5.366252339,115.8345771,-66.65519378,-146.5852182
0.55,57.8,-23.83527558,-1.786666614,1970.084554,5.369385971,115.8092946,-67.63945727,-148.3736104
0.55,57.85,-24.09445041,-1.821957245,1972.358449,5.372522286,115.7841302,-68.07963607,-150.1556397
0.55,57.9,-24.32392499,-1.864782601,1974.631707,5.375661271,115.7590832,-67.9057667,-151.9211101
0.55,57.95,-24.48976802,-1.915035011,1976.904331,5.378802915,115.7341531,-67.10544933,-153.6588085
0.55,58,-24.55339848,-1.972134204,1979.176323,5.381947206,115.7093394,-65.76286086,-155.3572544
0.55,58.05,-24.47984705,-2.03499481,1981.447684,5.385094132,115.6846415,-64.08500256,-157.0056446
0.55,58.1,-24.24901324,-2.102041207,1983.718418,5.388243682,115.660059,-62.387169,-158.5949211
0.55,58.15,-23.86412227,-2.171279622,1985.988527,5.391395844,115.6355912,-61.02559964,-160.1188492
0.55,58.2,-23.3514825,-2.24043036,1988.258012,5.394550607,115.6112376,-60.30517137,-161.5749576
0.55,58.25,-22.75156371,-2.307113426,1990.526876,5.397707959,115.5869977,-60.41305708,-162.9651812
0.55,58.3,-22.1073417,-2.369070126,1992.795121,5.40086789,115.562871,-61.40617183,-164.2960643
0.55,58.35,-21.45575548,-2.424394106,1995.062749,5.404030389,115.5388569,-63.24021939,-165.5784353
0.55,58.4,-20.82406059,-2.471740249,1997.329762,5.407195443,115.514955,-65.81202706,-166.8265385
0.55,58.45,-20.22980323,-2.510480866,1999.596162,5.410363042,115.4911647,-68.99558071,-168.056703
0.55,58.5,-19.68251831,-2.540785793,2001.861953,5.413533175,115.4674855,-72.66573158,-169.2857005
0.55,58.55,-19.18585936,-2.563614595,2004.127134,5.416705832,115.4439169,-76.71111177,-170.5289925
0.55,58.6,-18.73955762,-2.58062164,2006.39171,5.419881,115.4204584,-81.03973318,-171.7990677
0.55,58.65,-18.34102496,-2.593984877,2008.655681,5.42305867,115.3971095,-85.58022565,-173.1040407
0.55,58.7,-17.98660133,-2.606174207,2010.91905,5.426238831,115.3738697,-90.28066782,-174.4466303
0.55,58.75,-17.6725114,-2.619675243,2013.181819,5.429421473,115.3507385,-95.10614305,-175.8235932
0.55,58.8,-17.39560665,-2.636681034,2015.44399,5.432606583,115.3277154,-100.0355769,-177.2256768
0.55,58.85,-17.15395862,-2.658762436,2017.705565,5.435794153,115.3047999,-105.0579987,-178.6381797
0.55,58.9,-16.94734083,-2.686533146,2019.966547,5.438984172,115.2819915,-110.1680419,179.9577201
0.55,58.95,-16.77758716,-2.719344852,2022.226936,5.442176628,115.2592898,-115.360237,178.5826517
0.55,59,-16.64872836,-2.755085579,2024.486736,5.445371513,115.2366942,-120.621542,177.2555495
0.55,59.05,-16.56668159,-2.79020322,2026.745948,5.448568815,115.2142043,-125.9218259,175.9890158
0.55,59.1,-16.53812641,-2.820105816,2029.004573,5.451768525,115.1918197,-131.2031133,174.7842061
0.55,59.15,-16.56816035,-2.840040664,2031.262616,5.454970632,115.1695397,-136.3707505,173.6268127
0.55,59.2,-16.656628,-2.846370045,2033.520076,5.458175126,115.1473641,-141.2929822,172.4864232
0.55,59.25,-16.79390398,-2.837876189,2035.776956,5.461381998,115.1252922,-145.8173967,171.321094
0.55,59.3,-16.9582,-2.816532497,2038.033259,5.464591237,115.1033237,-149.8086456,170.0868387
0.55,59.35,-17.11708345,-2.78731023,2040.288985,5.467802833,115.081458,-153.1988096,168.7488449
0.55,59.4,-17.23436635,-2.757057541,2042.544138,5.471016777,115.0596948,-156.0261341,167.2898736
0.55,59.45,-17.27995082,-2.732960947,2044.798718,5.474233059,115.0380335,-158.4359749,165.7128369
0.55,59.5,-17.23751474,-2.721218221,2047.052729,5.477451669,115.0164738,-160.6391231,164.037776
0.55,59.55,-17.1062,-2.726294289,2049.306171,5.480672597,114.9950151,-162.8514679,162.2958441
0.55,59.6,-16.89674845,-2.750769878,2051.559047,5.483895834,114.973657,-165.247427,160.5231978
0.55,59.65,-16.62557944,-2.795571197,2053.811358,5.487121371,114.9523991,-167.9426236,158.7565552
0.55,59.7,-16.30998443,-2.860334051,2056.063107,5.490349197,114.931241,-171.0001324,157.0308444
0.55,59.75,-15.96557902,-2.94372473,2058.314296,5.493579304,114.9101821,-174.4464955,155.3785354
0.55,59.8,-15.60562013,-3.043625231,2060.564925,5.496811681,114.8892221,-178.2871362,153.8299599
0.55,59.85,-15.24135169,-3.157151587,2062.814998,5.500046321,114.8683605,177.4830776,152.4139223
0.55,59.9,-14.88271004,-3.280510334,2065.064516,5.503283212,114.8475969,172.874409,151.1579655
0.55,59.95,-14.53900428,-3.408726812,2067.31348,5.506522347,114.8269309,167.900784,150.0876682
0.55,60,-14.21938678,-3.535321326,2069.561893,5.509763717,114.806362,162.5809217,149.2243301
0.55,60.05,-13.93303279,-3.652081071,2071.809757,5.513007311,114.7858899,156.9408885,148.5804975
0.55,60.1,-13.68899995,-3.749171695,2074.057073,5.516253121,114.765514,151.0170387,148.153275
0.55,60.15,-13.49578231,-3.815896667,2076.303843,5.519501138,114.745234,144.8583273,147.9165787
0.55,60.2,-13.36063211,-3.842320807,2078.55007,5.522751353,114.7250495,138.5270297,147.8153596
0.55,60.25,-13.28879326,-3.82159582,2080.795754,5.526003757,114.70496,132.0971464,147.7663198
0.55,60.3,-13.2828436,-3.752226034,2083.040897,5.529258341,114.6849652,125.6503229,147.6686624
0.55,60.35,-13.34234074,-3.639127167,2085.285502,5.532515097,114.6650646,119.2698809,147.423702
0.55,60.4,-13.46388878,-3.4926987,2087.52957,5.535774016,114.6452579,113.034219,146.95609
0.55,60.45,-13.641615,-3.326198211,2089.773103,5.539035089,114.6255445,107.0110714,146.2273067
0.55,60.5,-13.86792564,-3.152639424,2092.016102,5.542298307,114.6059242,101.2537654,145.2364891
0.55,60.55,-14.13435139,-2.982482101,2094.25857,5.545563662,114.5863965,95.79991537,144.010811
0.55,60.6,-14.4323099,-2.822677621,2096.500508,5.548831146,114.566961,90.67227538,142.5917787
0.55,60.65,-14.75367893,-2.676879294,2098.741918,5.552100749,114.5476174,85.88104555,141.0231892
0.55,60.7,-15.09114752,-2.546282536,2100.982801,5.555372464,114.5283652,81.42684206,139.3434702
0.55,60.75,-15.43836743,-2.430604666,2103.22316,5.558646282,114.5092041,77.3036954,137.5824394
0.55,60.8,-15.78995255,-2.328914843,2105.462996,5.561922194,114.4901336,73.50168266,135.7612351
0.55,60.85,-16.14137779,-2.240206856,2107.70231,5.565200193,114.4711534,70.00901671,133.8940093
0.55,60.9,-16.48882008,-2.163715019,2109.941105,5.568480271,114.4522631,66.81356154,131.9902857
0.55,60.95,-16.82897181,-2.099019353,2112.179382,5.571762418,114.4334623,63.90381768,130.0572764
0.55,61,-17.15884559,-2.04599952,2114.417143,5.575046627,114.4147507,61.26944323,128.101743
0.55,61.05,-17.47558193,-2.004697804,2116.65439,5.57833289,114.3961279,58.90136591,126.1311948
0.55,61.1,-17.7762674,-1.975147675,2118.891123,5.581621198,114.3775934,56.79151717,124.1543733
0.55,61.15,-18.05777139,-1.957216455,2121.127346,5.584911544,114.3591469,54.93219386,122.181103
0.55,61.2,-18.31661289,-1.950496979,2123.363058,5.58820392,114.3407881,53.31503659,120.2216933
0.55,61.25,-18.54887566,-1.954264962,2125.598263,5.591498317,114.3225166,51.92961912,118.2861281
0.55,61.3,-18.75019743,-1.967500101,2127.832962,5.594794729,114.304332,50.76168202,116.3832758
0.55,61.35,-18.91586551,-1.988954755,2130.067156,5.598093146,114.286234,49.79112843,114.5202898
0.55,61.4,-19.04105023,-2.017247391,2132.300847,5.601393562,114.2682222,48.99003296,112.7022815
0.55,61.45,-19.12119451,-2.0509589,2134.534037,5.604695969,114.2502962,48.32107465,110.9322676
0.55,61.5,-19.15254615,-2.088715788,2136.766727,5.608000358,114.2324556,47.73693414,109.2113354
0.55,61.55,-19.1327712,-2.129251824,2138.998918,5.611306722,114.2147002,47.18120074,107.5389445
0.55,61.6,-19.06153496,-2.171446314,2141.230614,5.614615054,114.1970296,46.59112762,105.9132892
0.55,61.65,-18.94090662,-2.214341645,2143.461814,5.617925347,114.1794434,45.90213563,104.3316602
0.55,61.7,-18.77545771,-2.257144837,2145.69252,5.621237591,114.1619413,45.05341646,102.7907678
0.55,61.75,-18.5719921,-2.29921826,2147.922735,5.624551781,114.1445229,43.99355358,101.2870084
0.55,61.8,-18.33894281,-2.340064054,2150.15246,5.627867908,114.1271879,42.6849862,99.8166686
0.55,61.85,-18.08555889,-2.379305732,2152.381696,5.631185965,114.1099359,41.10644759,98.37607399
0.55,61.9,-17.82104892,-2.416669383,2154.610445,5.634505945,114.0927666,39.253073,96.96168862
0.55,61.95,-17.5538349,-2.451965941,2156.838708,5.637827841,114.0756797,37.1344478,95.57017731
0.55,62,-17.29101933,-2.485075331,2159.066487,5.641151644,114.0586748,34.77125388,94.19843923
0.55,62.05,-17.03810331,-2.515932795,2161.293784,5.644477349,114.0417516,32.19130104,92.84362134
0.55,62.1,-16.7989391,-2.544517411,2163.520599,5.647804947,114.0249098,29.42564418,91.50311803
0.55,62.15,-16.57586512,-2.570842654,2165.746935,5.651134432,114.0081489,26.50528104,90.17456189
0.55,62.2,-16.36995828,-2.594948762,2167.972793,5.654465797,113.9914688,23.45868871,88.85580941
0.55,62.25,-16.1813411,-2.616896638,2170.198175,5.657799034,113.9748691,20.3102531,87.544924
0.55,62.3,-16.00949383,-2.636763041,2172.423082,5.661134136,113.9583493,17.07950299,86.24015806
0.55,62.35,-15.85353834,-2.654636815,2174.647515,5.664471096,113.9419093,13.78098453,84.93993529
0.55,62.4,-15.71247571,-2.670615981,2176.871476,5.667809908,113.9255487,10.42459148,83.64283396
0.55,62.45,-15.58537185,-2.684805491,2179.094967,5.671150565,113.9092672,7.016183302,82.34757137
0.55,62.5,-15.4714931,-2.697315518,2181.317989,5.674493059,113.8930644,3.558358032,81.05298988
0.55,62.55,-15.37039798,-2.708260171,2183.540543,5.677837383,113.8769401,0.051287038,79.75804441
0.55,62.6,-15.28199208,-2.717756517,2185.762631,5.681183532,113.8608939,-3.506446759,78.46179147
0.55,62.65,-15.20655281,-2.725923869,2187.984255,5.684531497,113.8449255,-7.117039383,77.16337963
0.55,62.7,-15.1447287,-2.732883249,2190.205415,5.687881273,113.8290346,-10.78270141,75.86204121
0.55,62.75,-15.09751657,-2.738757,2192.426114,5.691232852,113.8132209,-14.50494822,74.55708527
0.55,62.8,-15.06621807,-2.7436685,2194.646352,5.694586229,113.7974841,-18.28395505,73.24789163
0.55,62.85,-15.0523767,-2.747741953,2196.866131,5.697941396,113.7818238,-22.11799223,71.9339058
0.55,62.9,-15.05769613,-2.751102225,2199.085453,5.701298346,113.7662399,-26.00296413,70.61463478
0.55,62.95,-15.08394208,-2.753874722,2201.304319,5.704657074,113.7507319,-29.93208198,69.28964363
0.55,63,-15.13283152,-2.756185278,2203.52273,5.708017572,113.7352995,-33.89570412,67.95855262
0.6,57,-21.04532472,-1.680462111,1984.618112,5.173857659,104.161404,-32.4116091,57.56963893
0.6,57.05,-21.03688927,-1.685373711,1986.842142,5.177177223,104.144029,-33.78255048,55.9318639
0.6,57.1,-21.03571201,-1.688016335,1989.065652,5.18049883,104.1267412,-35.50593236,54.30129809
0.6,57.15,-21.03769266,-1.688588717,1991.288644,5.18382247,104.10954,-37.48143764,52.67302023
0.6,57.2,-21.04356565,-1.687382759,1993.511119,5.187148136,104.0924251,-39.63809834,51.04253944
0.6,57.25,-21.05590351,-1.684774452,1995.73308,5.19047582,104.0753962,-41.92565821,49.40582291
0.6,57.3,-21.07784666,-1.681216528,1997.954528,5.193805512,104.0584528,-44.30645166,47.75932225
0.6,57.35,-21.11259321,-1.677232625,2000.175465,5.197137205,104.0415946,-46.74954122,46.10000272
0.6,57.4,-21.16319586,-1.673412593,2002.395893,5.200470891,104.0248212,-49.22669155,44.42537964
0.6,57.45,-21.23246536,-1.670408478,2004.615813,5.203806562,104.0081322,-51.70951762,42.73356576
0.6,57.5,-21.32288855,-1.668930516,2006.835227,5.207144209,103.9915273,-54.16730116,41.02333352
0.6,57.55,-21.43651058,-1.669742265,2009.054137,5.210483825,103.9750061,-56.56514946,39.29419556
0.6,57.6,-21.57474226,-1.673653702,2011.272545,5.213825402,103.9585681,-58.86231885,37.54650646
0.6,57.65,-21.73804883,-1.681510724,2013.490452,5.217168932,103.9422132,-61.01066887,35.78158716
0.6,57.7,-21.92546559,-1.694179029,2015.70786,5.220514407,103.9259408,-62.95340221,34.00187129
0.6,57.75,-22.13387491,-1.712519815,2017.924771,5.223861819,103.9097507,-64.62454918,32.21106812
0.6,57.8,-22.35698536,-1.737354321,2020.141186,5.227211161,103.8936424,-65.95015379,30.41433018
0.6,57.85,-22.58401329,-1.769413955,2022.357107,5.230562425,103.8776157,-66.85285834,28.61840275
0.6,57.9,-22.79824323,-1.80927318,2024.572536,5.233915604,103.8616701,-67.26241254,26.83171815
0.6,57.95,-22.97601767,-1.857263804,2026.787474,5.237270689,103.8458054,-67.13483923,25.06437918
