"W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.5,57,-25.0883600016106,-4.22529838755484,2109.5749483271,4.9539615002527,70.2107946309892,-176.309406384402,108.961542788346
0.5,57.05,-24.8827740910234,-4.28178799559045,2111.71288130666,4.95773185643151,70.2073620369833,175.123234303754,107.757436258907
0.5,57.1,-24.7028116249099,-4.3255029043546,2113.85054544531,4.96150270365655,70.2033298150697,166.544097837031,106.609059221194
0.5,57.15,-24.5523277129729,-4.35594201908988,2115.98794151757,4.9652740402535,70.1993670959686,157.972495385883,105.501303923041
0.5,57.2,-24.4343160577813,-4.37287032489827,2118.12507029489,4.96904586455601,70.1954454936,149.429744469945,104.419078799675
0.5,57.25,-24.3508122550884,-4.37632956015453,2120.26193254567,4.97281817490566,70.1915520947719,140.938673831801,103.347399025138
0.5,57.3,-24.3028453050363,-4.36665257103178,2122.39852903526,4.97659096965185,70.1876822752762,132.522952138474,102.271543643836
0.5,57.35,-24.2904378543052,-4.34447675896034,2124.53486052602,4.98036424715184,70.1838340138313,124.206361036381,101.177290564194
0.5,57.4,-24.3126475008166,-4.31075137426201,2126.67092777726,4.98413800577062,70.1800062799106,116.012136697589,100.051230373885
0.5,57.45,-24.3676337992728,-4.26673322230228,2128.80673154534,4.98791224388089,70.1761984826838,107.962477361816,98.8811472024591
0.5,57.5,-24.4527303411278,-4.21396587211372,2130.9422725836,4.99168695986304,70.1724102501115,100.078262261964,97.6564407055608
0.5,57.55,-24.5644997598806,-4.15423887060857,2133.07755164244,4.99546215210503,70.1686413290048,92.378959262317,96.3685496654076
0.5,57.6,-24.6987523169567,-4.08952579480339,2135.21256946933,4.99923781900244,70.1648915353963,84.8826249747799,95.0113274982993
0.5,57.65,-24.8505160834889,-4.02190301441035,2137.34732680878,5.00301395895832,70.1611607280091,77.6058308453683,93.5813161813323
0.5,57.7,-25.0139590874459,-3.95345432220884,2139.48182440239,5.00679057038323,70.1574487931951,70.5632899554049,92.0778701432721
0.5,57.75,-25.1822820474071,-3.88616945298406,2141.61606298886,5.01056765169515,70.1537556359443,63.7669251594077,90.5030962015191
0.5,57.8,-25.3476251465195,-3.82184624007014,2143.75004330401,5.01434520131943,70.1500811742739,57.2241358433246,88.8615978982987
0.5,57.85,-25.5010619216294,-3.76200620954654,2145.88376608078,5.01812321768876,70.1464253355801,50.9351328908539,87.160038242567
0.5,57.9,-25.6327795651668,-3.70783162453161,2148.01723204924,5.02190169924314,70.1427880541642,44.8894745898692,85.4065576593716
0.5,57.95,-25.7325493937708,-3.66012871236188,2150.15044193665,5.02568064442979,70.1391692694759,39.0623766271394,83.6100969749671
0.5,58,-25.7905472813752,-3.6193179353175,2152.28339646739,5.02946005170317,70.1355689247956,33.411907656146,81.7796718835328
0.5,58.05,-25.7984722385139,-3.58544932617736,2154.41609636306,5.03323991952487,70.1319869661805,27.8785576146911,79.9236187948208
0.5,58.1,-25.7507502777657,-3.55824249343728,2156.54854234245,5.0370202463636,70.1284233415612,22.3884781781696,78.0487736587834
0.5,58.15,-25.645477389275,-3.53716609549913,2158.68073512156,5.04080103069517,70.1248779999089,16.8606739776649,76.1594499334493
0.5,58.2,-25.4847566469259,-3.52162679449916,2160.81267541362,5.04458227100241,70.1213508904229,11.2168241425008,74.2560146538477
0.5,58.25,-25.274268491891,-3.51148609311448,2162.94436392909,5.04836396577512,70.1178419617021,5.39109323961106,72.33335823707
0.5,58.3,-25.0221994498273,-3.50826754504872,2165.0758013757,5.05214611351008,70.1143511608796,-0.662855897829149,70.3829181914388
0.5,58.35,-24.737877078025,-3.51619099545887,2167.20698845843,5.05592871271094,70.1108784327143,-6.96926547825674,68.4097385606421
0.5,58.4,-24.4305005838853,-3.53801883279977,2169.33792587954,5.05971176188824,70.1074237186464,-13.5319959113927,66.457541377423
0.5,58.45,-24.1082327801906,-3.5679374120559,2171.46861433861,5.0634952595593,70.1039869558401,-20.3391496448525,64.5708234108356
0.5,58.5,-23.7777360528593,-3.59816732678378,2173.5990545325,5.06727920424813,70.1005680762578,-27.3688165705311,62.7362352741115
0.5,58.55,-23.4440918352633,-3.62696072873977,2175.7292471554,5.07106359448494,70.0971670058335,-34.5944966383306,60.9188890771254
0.5,58.6,-23.1109776245187,-3.65581726840013,2177.85919289884,5.07484842880136,70.0937836638434,-41.9893909639336,59.0991443931699
0.5,58.65,-22.7809742754004,-3.6864066538233,2179.98889245174,5.07863370573004,70.0904179626124,-49.5293233130544,57.2700010011747
0.5,58.7,-22.4559076552517,-3.71999362355824,2182.11834650024,5.08241942389733,70.0870698077488,-57.1944124684561,55.4292232918084
0.5,58.75,-22.1371667832974,-3.75761688965054,2184.247555728,5.08620558177738,70.0837390991759,-64.969769987874,53.5759672722615
0.5,58.8,-21.825971694637,-3.80028578074654,2186.37652081601,5.08999217795778,70.0804257333463,-72.8455158000327,51.7099700771925
0.5,58.85,-21.5235845719629,-3.84909644083563,2188.50524244267,5.09377921101127,70.0771296072209,-80.816354981557,49.8316468455007
0.5,58.9,-21.2314683432749,-3.90528947757605,2190.63372128378,5.09756667951525,70.0738506249526,-88.8808901261208,47.9424881170597
