W_50 [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []",im(Gamma(1)) [],re(Gamma(1)) [],re(Zo(1)) [],"ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.5,58.5,-25.55016545,-2.428797867,1934.233891,5.6044605,161.8417107,-47.84926044,-145.1305333
0.5,58.55,-25.41777602,-2.483391831,1936.581272,5.607299475,161.7980155,-53.35685715,-146.4437107
0.5,58.6,-25.3066902,-2.538226469,1938.927833,5.610142253,161.7545328,-59.360971,-147.7171087
0.5,58.65,-25.22132644,-2.592888514,1941.273576,5.612988819,161.7112617,-65.87529109,-148.9461916
0.5,58.7,-25.16721628,-2.646726314,1943.618505,5.615839151,161.6682011,-72.91310409,-150.1250759
0.5,58.75,-25.15129568,-2.698671216,1945.962622,5.618693234,161.62535,-80.48245433,-151.2466567
0.5,58.8,-25.18198398,-2.747001194,1948.305932,5.621551048,161.5827072,-88.58009973,-152.3034041
0.5,58.85,-25.26896178,-2.789090968,1950.648435,5.624412575,161.5402718,-97.18458884,-153.2893608
0.5,58.9,-25.42255938,-2.82128091,1952.990137,5.627277798,161.4980428,-106.2492794,-154.203847
0.5,58.95,-25.65272769,-2.83911322,1955.331038,5.630146699,161.4560192,-115.6966958,-155.056715
0.5,59,-25.96769808,-2.838214141,1957.671143,5.63301926,161.4141998,-125.4159201,-155.8733026
0.5,59.05,-26.37260626,-2.815828007,1960.010455,5.635895464,161.3725838,-135.2642689,-156.6951308
0.5,59.1,-26.86845388,-2.772373515,1962.348975,5.638775293,161.3311702,-145.0731235,-157.5725799
0.5,59.15,-27.45169046,-2.711926878,1964.686707,5.64165873,161.2899578,-154.6559273,-158.5507738
0.5,59.2,-28.11438822,-2.641056468,1967.023654,5.644545758,161.2489459,-163.815142,-159.6565027
0.5,59.25,-28.84456433,-2.56671588,1969.359819,5.647436361,161.2081333,-172.3453327,-160.894235
0.5,59.3,-29.62585271,-2.494546461,1971.695205,5.65033052,161.1675192,179.968211,-162.2518134
0.5,59.35,-30.43556182,-2.428326793,1974.029813,5.653228219,161.1271025,173.3519878,-163.7098155
0.5,59.4,-31.24031365,-2.370354998,1976.363648,5.656129442,161.0868823,168.0385627,-165.2486185
0.5,59.45,-31.98945971,-2.322160938,1978.696712,5.659034172,161.0468577,164.2344036,-166.8510097
0.5,59.5,-32.60958656,-2.285074681,1981.029007,5.661942392,161.0070277,162.0362198,-168.5011213
0.5,59.55,-33.00930832,-2.260415916,1983.360536,5.664854086,160.9673914,161.2895021,-170.1814509
0.5,59.6,-33.10591471,-2.249230502,1985.691303,5.667769238,160.9279478,161.464115,-171.8698743
0.5,59.65,-32.86842875,-2.251639928,1988.02131,5.670687831,160.888696,161.7144396,-173.5386728
0.5,59.7,-32.34161026,-2.266077878,1990.350559,5.673609851,160.8496351,161.1839079,-175.1573549
0.5,59.75,-31.6244051,-2.288902372,1992.679053,5.676535279,160.8107643,159.3223618,-176.6994805
0.5,59.8,-30.82602526,-2.314830858,1995.006795,5.679464102,160.7720825,155.9674659,-178.150796
0.5,59.85,-30.03647437,-2.338176752,1997.333788,5.682396303,160.7335888,151.228812,-179.5140246
0.5,59.9,-29.31934548,-2.354279969,1999.660034,5.685331866,160.6952825,145.3426624,179.1927159
0.5,59.95,-28.71596451,-2.360402041,2001.985536,5.688270776,160.6571626,138.5796722,177.942619
0.5,60,-28.25156917,-2.355804233,2004.310297,5.691213017,160.6192282,131.2026312,176.7079186
0.5,60.05,-27.94023599,-2.341248341,2006.634318,5.694158574,160.5814784,123.4504194,175.4652533
0.5,60.1,-27.78843982,-2.318334421,2008.957604,5.697107433,160.5439124,115.5321881,174.1977745
0.5,60.15,-27.79787817,-2.288958111,2011.280155,5.700059577,160.5065293,107.6255756,172.8948937
0.5,60.2,-27.96801071,-2.25497501,2013.601976,5.703014992,160.4693282,99.8779796,171.55096
0.5,60.25,-28.29846637,-2.218041852,2015.923068,5.705973662,160.4323083,92.41145484,170.1637733
0.5,60.3,-28.79134053,-2.17957031,2018.243434,5.708935574,160.3954688,85.33177328,168.7333549
0.5,60.35,-29.45345562,-2.140738399,2020.563077,5.711900712,160.3588088,78.74230188,167.261073
0.5,60.4,-30.29881285,-2.102524244,2022.881999,5.714869061,160.3223274,72.76471555,165.7490782
0.5,60.45,-31.35163489,-2.065743513,2025.200202,5.717840607,160.2860238,67.57239623,164.1999674
0.5,60.5,-32.65044215,-2.031082294,2027.517689,5.720815336,160.2498973,63.4516897,162.6165962
0.5,60.55,-34.252785,-1.999122837,2029.834463,5.723793233,160.2139469,60.93013846,161.0019817
0.5,60.6,-36.23427728,-1.970362226,2032.150526,5.726774284,160.1781719,61.0755091,159.3592579
0.5,60.65,-38.63914607,-1.945225049,2034.465881,5.729758474,160.1425714,66.21561795,157.6916566
0.5,60.7,-41.15193711,-1.924071433,2036.78053,5.73274579,160.1071447,81.05683213,156.0024989
0.5,60.75,-42.15519897,-1.90720167,2039.094475,5.735736217,160.0718909,108.1064191,154.2951896
0.5,60.8,-40.40010859,-1.894858549,2041.407719,5.738729742,160.0368092,132.6378101,152.5732075
0.5,60.85,-37.73589038,-1.887228241,2043.720264,5.741726351,160.001899,144.8338572,150.8400922
0.5,60.9,-35.3391424,-1.884440441,2046.032113,5.74472603,159.9671592,149.2875567,149.0994234
0.5,60.95,-33.34782713,-1.886568298,2048.343268,5.747728765,159.9325893,149.9951038,147.3547957
0.5,61,-31.68959658,-1.893628531,2050.653732,5.750734543,159.8981884,148.8228069,145.6097887
0.5,61.05,-30.28541639,-1.905582012,2052.963506,5.75374335,159.8639557,146.6391347,143.867933
0.5,61.1,-29.07530607,-1.922335004,2055.272593,5.756755173,159.8298905,143.8805482,142.1326749
0.5,61.15,-28.0159387,-1.943741147,2057.580997,5.759769999,159.7959921,140.783005,140.4073405
0.5,61.2,-27.07580954,-1.969604236,2059.888718,5.762787814,159.7622595,137.4813012,138.6951006
0.5,61.25,-26.23155665,-1.999681724,2062.195759,5.765808605,159.7286922,134.0552219,136.998938
0.5,61.3,-25.46548651,-2.033688903,2064.502123,5.768832359,159.6952894,130.5526647,135.3216181
0.5,61.35,-24.76394214,-2.071303616,2066.807811,5.771859063,159.6620502,127.0020128,133.6656643
0.5,61.4,-24.11621774,-2.11217137,2069.112827,5.774888704,159.6289741,123.4191386,132.0333374
0.5,61.45,-23.51382541,-2.155910691,2071.417172,5.777921269,159.5960602,119.811564,130.4266213
0.5,61.5,-22.94999136,-2.202118571,2073.720849,5.780956746,159.5633078,116.1810376,128.8472132
0.5,61.55,-22.41930548,-2.250375849,2076.02386,5.783995122,159.5307162,112.5251959,127.2965194
0.5,61.6,-21.91747562,-2.300252409,2078.326207,5.787036384,159.4982846,108.8386786,125.7756561
0.5,61.65,-21.44115571,-2.351312066,2080.627893,5.79008052,159.4660125,105.1139166,124.2854539
0.5,61.7,-20.98782682,-2.403117078,2082.928919,5.793127517,159.4338989,101.3417255,122.8264671
0.5,61.75,-20.55571707,-2.455232188,2085.229288,5.796177363,159.4019434,97.51179733,121.3989848
0.5,61.8,-20.14375003,-2.507228186,2087.529002,5.799230045,159.370145,93.6131526,120.0030459
0.5,61.85,-19.75151297,-2.558684957,2089.828064,5.802285552,159.3385032,89.63460382,118.6384542
0.5,61.9,-19.37923752,-2.609194015,2092.126475,5.805343871,159.3070173,85.56526888,117.3047963
0.5,61.95,-19.02778443,-2.658360551,2094.424238,5.808404991,159.2756865,81.39516534,116.0014588
0.5,62,-18.69862376,-2.705805003,2096.721354,5.811468898,159.2445102,77.115905,114.7276459
0.5,62.05,-18.3938001,-2.751164211,2099.017827,5.814535582,159.2134877,72.72149165,113.4823972
0.5,62.1,-18.11587194,-2.794092178,2101.313657,5.81760503,159.1826183,68.20920129,112.2646038
0.5,62.15,-17.86781408,-2.83426049,2103.608849,5.82067723,159.1519014,63.58049236,111.0730243
0.5,62.2,-17.65287452,-2.871358451,2105.903402,5.823752172,159.1213362,58.84185594,109.9062987
0.5,62.25,-17.47438247,-2.905092965,2108.19732,5.826829842,159.0909222,54.00548026,108.762962
0.5,62.3,-17.33551281,-2.93518822,2110.490605,5.82991023,159.0606586,49.08958103,107.6414554
0.5,62.35,-17.23902354,-2.96138521,2112.783258,5.832993325,159.0305448,44.11825521,106.5401363
0.5,62.4,-17.18699394,-2.983441141,2115.075282,5.836079114,159.0005802,39.12076164,105.4572873
0.5,62.45,-17.18059888,-3.001128743,2117.366679,5.839167586,158.970764,34.13021955,104.3911227
0.5,62.5,-17.21995479,-3.014235541,2119.657452,5.84225873,158.9410958,29.18182876,103.339794
0.5,62.55,-17.3040635,-3.022563084,2121.947601,5.845352535,158.9115747,24.31082214,102.3013945
0.5,62.6,-17.43086323,-3.02592619,2124.237129,5.84844899,158.8822002,19.55042544,101.2739611
0.5,62.65,-17.5973763,-3.024152205,2126.526039,5.851548084,158.8529716,14.93009721,100.2554759
0.5,62.7,-17.79992588,-3.017080311,2128.814331,5.854649804,158.8238884,10.47425422,99.24386639
0.5,62.75,-18.03438618,-3.0045609,2131.102009,5.857754141,158.7949499,6.201579201,98.23700324
0.5,62.8,-18.29643019,-2.986455031,2133.389074,5.860861084,158.7661554,2.12489563,97.23269822
0.5,62.85,-18.58174779,-2.962633993,2135.675528,5.863970622,158.7375044,-1.7484916,96.22870002
0.5,62.9,-18.88621757,-2.932978987,2137.961374,5.867082744,158.7089962,-5.416134494,95.22268917
0.5,62.95,-19.20602726,-2.897380962,2140.246612,5.870197438,158.6806302,-8.879608475,94.21227174
0.5,63,-19.53774572,-2.855740614,2142.531246,5.873314696,158.6524059,-12.14363321,93.19497185
0.55,57,-25.04999035,-1.600285923,1932.636868,5.302201934,143.3558254,10.77363998,-99.87282463
0.55,57.05,-25.04008274,-1.610149752,1934.923072,5.305285307,143.3250297,9.025536588,-101.4742038
0.55,57.1,-25.01886043,-1.620180014,1937.2086,5.308371572,143.2943913,7.132049502,-103.0592514
0.55,57.15,-24.98875762,-1.629972921,1939.493454,5.311460717,143.2639094,5.094360966,-104.6294748
0.55,57.2,-24.95250817,-1.639156427,1941.777637,5.314552728,143.2335832,2.912286926,-106.1869299
0.55,57.25,-24.91319336,-1.647411063,1944.061151,5.317647593,143.203412,0.585165836,-107.7342271
0.55,57.3,-24.87428785,-1.654493765,1946.343998,5.320745299,143.1733951,-1.887088484,-109.2745005
0.55,57.35,-24.83968796,-1.660263281,1948.626181,5.323845832,143.1435317,-4.502714373,-110.8113298
0.55,57.4,-24.81370091,-1.664704798,1950.907703,5.32694918,143.1138212,-7.256578232,-112.3486028
0.55,57.45,-24.80096677,-1.667950446,1953.188565,5.330055331,143.0842628,-10.13841853,-113.8903157
0.55,57.5,-24.80628047,-1.67029167,1955.46877,5.333164271,143.0548557,-13.13096783,-115.4403137
0.55,57.55,-24.83428181,-1.672179381,1957.748321,5.336275988,143.0255994,-16.208195,-117.0019893
0.55,57.6,-24.88899437,-1.674208707,1960.027219,5.33939047,142.996493,-19.33406836,-118.5779676
0.55,57.65,-24.97322328,-1.677087075,1962.305467,5.342507705,142.9675359,-22.46238093,-120.1698188
0.55,57.7,-25.08786835,-1.681587236,1964.583067,5.345627679,142.9387274,-25.53822114,-121.7778432
0.55,57.75,-25.23126419,-1.688489877,1966.860022,5.348750382,142.9100668,-28.50152843,-123.4009664
0.55,57.8,-25.39870428,-1.698523008,1969.136334,5.3518758,142.8815534,-31.29279296,-125.0367681
0.55,57.85,-25.58231574,-1.712306365,1971.412005,5.355003922,142.8531865,-33.86038892,-126.6816453
0.55,57.9,-25.77140991,-1.730308277,1973.687037,5.358134736,142.8249654,-36.16842969,-128.3310838
0.55,57.95,-25.95334096,-1.752820001,1975.961433,5.361268229,142.7968896,-38.20361817,-129.9799971
0.55,58,-26.11478086,-1.779949129,1978.235194,5.364404391,142.7689582,-39.97952243,-131.6230805
0.55,58.05,-26.24320111,-1.811630275,1980.508324,5.367543209,142.7411707,-41.53711909,-133.2551346
0.55,58.1,-26.32827635,-1.847648824,1982.780824,5.370684671,142.7135263,-42.94126467,-134.8713217
0.55,58.15,-26.36292818,-1.887672298,1985.052696,5.373828767,142.6860245,-44.27377816,-136.4673386
0.55,58.2,-26.34382011,-1.931284024,1987.323944,5.376975484,142.6586646,-45.62470486,-138.0395035
0.55,58.25,-26.27127056,-1.978014723,1989.594568,5.380124811,142.6314459,-47.08371727,-139.5847661
0.55,58.3,-26.14870936,-2.027369034,1991.864571,5.383276737,142.6043677,-48.73332263,-141.1006588
0.55,58.35,-25.98189807,-2.078845314,1994.133955,5.38643125,142.5774295,-50.64474948,-142.5852064
0.55,58.4,-25.77814033,-2.13194814,1996.402723,5.389588339,142.5506307,-52.87647596,-144.0368134
0.55,58.45,-25.54564336,-2.186193572,1998.670876,5.392747993,142.5239704,-55.47470606,-145.4541402
0.55,58.5,-25.29310222,-2.241107556,2000.938417,5.3959102,142.4974483,-58.47484507,-146.8359819
0.55,58.55,-25.02950025,-2.296217777,2003.205347,5.399074951,142.4710635,-61.90309769,-148.1811557
0.55,58.6,-24.76406973,-2.351039027,2005.47167,5.402242233,142.4448156,-65.77755438,-149.4884036
0.55,58.65,-24.50633192,-2.405051774,2007.737386,5.405412037,142.4187038,-70.10841245,-150.7563194
0.55,58.7,-24.26612835,-2.45767319,2010.002499,5.40858435,142.3927277,-74.89724456,-151.9833097
0.55,58.75,-24.05355797,-2.508219619,2012.26701,5.411759163,142.3668864,-80.13548032,-153.1676075
0.55,58.8,-23.87874955,-2.555859572,2014.530921,5.414936464,142.3411796,-85.80252442,-154.3073671
0.55,58.85,-23.75143142,-2.599557398,2016.794234,5.418116243,142.3156065,-91.86417978,-155.4008886
0.55,58.9,-23.6803167,-2.63801057,2019.056951,5.42129849,142.2901666,-98.27220252,-156.4470387
0.55,58.95,-23.6723965,-2.669589794,2021.319075,5.424483193,142.2648592,-104.9657594,-157.4459636
0.55,59,-23.73230205,-2.692302644,2023.580607,5.427670343,142.2396838,-111.8751895,-158.4001982
0.55,59.05,-23.86192529,-2.703820105,2025.84155,5.430859929,142.2146399,-118.9278277,-159.3162472
0.55,59.1,-24.0604472,-2.7016294,2028.101905,5.434051941,142.1897267,-126.0549757,-160.2065753
0.55,59.15,-24.32482595,-2.68339424,2030.361675,5.437246368,142.1649438,-133.1987386,-161.0916243
0.55,59.2,-24.65068893,-2.64758492,2032.620861,5.440443201,142.1402905,-140.3176201,-162.0009244
0.55,59.25,-25.03351689,-2.594337989,2034.879465,5.443642428,142.1157663,-147.3904228,-162.9717842
0.55,59.3,-25.47004599,-2.526293857,2037.13749,5.446844041,142.0913706,-154.4188622,-164.0440161
0.55,59.35,-25.95995984,-2.448928808,2039.394938,5.450048029,142.0671029,-161.430146,-165.2505689
0.55,59.4,-26.50823506,-2.369896233,2041.651809,5.453254382,142.0429626,-168.481618,-166.6068757
0.55,59.45,-27.12909817,-2.29734153,2043.908107,5.45646309,142.0189491,-175.6708921,-168.1042263
0.55,59.5,-27.8540183,-2.237855776,2046.163833,5.459674144,141.9950619,176.8420958,-169.7114588
0.55,59.55,-28.75053418,-2.195053925,2048.418989,5.462887533,141.9713005,168.7869272,-171.3844221
0.55,59.6,-29.97456279,-2.169340155,2050.673578,5.466103248,141.9476642,159.6728684,-173.0780425
0.55,59.65,-31.95369253,-2.158666028,2052.9276,5.46932128,141.9241525,148.5192377,-174.7554564
0.55,59.7,-36.37428422,-2.159664345,2055.181058,5.472541618,141.900765,133.1417099,-176.3918737
0.55,59.75,-51.23392195,-2.168630876,2057.433954,5.475764253,141.877501,-69.8239339,-177.9741021
0.55,59.8,-30.61216921,-2.182138091,2059.68629,5.478989176,141.85436,-108.7397025,-179.4979175
0.55,59.85,-26.9475377,-2.197307119,2061.938067,5.482216378,141.8313415,-146.6974404,179.0349332
0.55,59.9,-26.70832719,-2.211856495,2064.189287,5.485445848,141.808445,-170.6903698,177.6191871
0.55,59.95,-27.14498074,-2.224040801,2066.439953,5.488677577,141.7856699,174.477507,176.2477452
0.55,60,-27.66753681,-2.232554258,2068.690066,5.491911557,141.7630157,164.0540044,174.9126763
0.55,60.05,-28.1744665,-2.236438907,2070.939628,5.495147778,141.740482,155.9005426,173.6057375
0.55,60.1,-28.65615756,-2.235013743,2073.188641,5.498386231,141.7180681,149.0587037,172.3185988
0.55,60.15,-29.12084474,-2.227828583,2075.437106,5.501626906,141.6957736,143.0622868,171.0429095
0.55,60.2,-29.57997059,-2.214640491,2077.685026,5.504869796,141.673598,137.6703396,169.7703064
0.55,60.25,-30.04536725,-2.195408043,2079.932402,5.50811489,141.6515407,132.7584595,168.4924301
0.55,60.3,-30.52898362,-2.170297544,2082.179236,5.51136218,141.6296012,128.2722862,167.2009915
0.55,60.35,-31.04309261,-2.139694686,2084.42553,5.514611657,141.6077791,124.2085873,165.8879164
0.55,60.4,-31.60040053,-2.104214706,2086.671285,5.517863311,141.5860739,120.6110779,164.5455746
0.55,60.45,-32.21370314,-2.064704128,2088.916504,5.521117136,141.564485,117.5765895,163.1670896
0.55,60.5,-32.89449994,-2.022227943,2091.161188,5.52437312,141.543012,115.270918,161.7467001
0.55,60.55,-33.64929838,-1.97803787,2093.405339,5.527631257,141.5216544,113.9546426,160.2801331
0.55,60.6,-34.47094165,-1.933520341,2095.648959,5.530891537,141.5004116,114.0148508,158.7649336
0.55,60.65,-35.32025044,-1.890126602,2097.892049,5.534153951,141.4792833,115.9776362,157.200694
0.55,60.7,-36.09416253,-1.849291187,2100.134612,5.537418492,141.4582689,120.412808,155.5891362
0.55,60.75,-36.59655929,-1.812347984,2102.376648,5.54068515,141.437368,127.5442836,153.9340173
0.55,60.8,-36.58438268,-1.780454287,2104.61816,5.543953918,141.41658,136.5439861,152.2408652
0.55,60.85,-35.94595891,-1.754532122,2106.859149,5.547224786,141.3959045,145.3775638,150.5165714
0.55,60.9,-34.81962507,-1.735233153,2109.099617,5.550497746,141.3753411,152.077844,148.7688994
0.55,60.95,-33.45974787,-1.722929216,2111.339566,5.553772791,141.3548892,155.9364826,147.0059701
0.55,61,-32.06450042,-1.717726421,2113.578997,5.557049912,141.3345485,157.2617343,145.2357875
0.55,61.05,-30.73809709,-1.719497554,2115.817913,5.5603291,141.3143184,156.6763133,143.4658489
0.55,61.1,-29.52161348,-1.7279259,2118.056314,5.563610348,141.2941985,154.7513149,141.7028647
0.55,61.15,-28.42407196,-1.742553558,2120.294203,5.566893647,141.2741883,151.9203642,139.9525939
0.55,61.2,-27.44022337,-1.762828443,2122.531581,5.57017899,141.2542874,148.4929504,138.2197828
0.55,61.25,-26.5591727,-1.788145892,2124.768449,5.573466367,141.2344953,144.6854157,136.5081852
0.55,61.3,-25.76835533,-1.817882619,2127.00481,5.576755773,141.2148116,140.6474874,134.8206418
0.55,61.35,-25.05534613,-1.851422316,2129.240665,5.580047197,141.1952358,136.4815459,133.1591917
0.55,61.4,-24.40866628,-1.888173323,2131.476016,5.583340634,141.1757676,132.2561359,131.5251997
0.55,61.45,-23.81811294,-1.927579431,2133.710864,5.586636074,141.1564064,128.0154883,129.9194821
0.55,61.5,-23.27485254,-1.969125213,2135.945211,5.58993351,141.1371518,123.7863319,128.3424236
0.55,61.55,-22.77139454,-2.012337258,2138.179059,5.593232934,141.1180034,119.5828357,126.7940782
0.55,61.6,-22.30150655,-2.05678258,2140.412408,5.596534338,141.0989607,115.410225,125.2742527
0.55,61.65,-21.86010473,-2.102065246,2142.645262,5.599837715,141.0800233,111.2674422,123.782573
0.55,61.7,-21.44313911,-2.147822038,2144.87762,5.603143058,141.0611909,107.1491134,122.3185334
0.55,61.75,-21.04748466,-2.193717756,2147.109486,5.606450358,141.0424629,103.0470112,120.8815328
0.55,61.8,-20.67084346,-2.239440589,2149.34086,5.609759608,141.0238389,98.95116072,119.4708975
0.55,61.85,-20.31165969,-2.284697822,2151.571744,5.6130708,141.0053186,94.85069781,118.0858956
0.55,61.9,-19.9690468,-2.329212069,2153.80214,5.616383928,140.9869015,90.73456477,116.7257425
0.55,61.95,-19.64272416,-2.372718102,2156.032049,5.619698983,140.9685871,86.5921057,115.3896011
0.55,62,-19.33295955,-2.414960348,2158.261473,5.623015959,140.9503752,82.41360755,114.0765776
0.55,62.05,-19.04051293,-2.455691024,2160.490413,5.626334847,140.9322652,78.19081573,112.7857138
0.55,62.1,-18.76657632,-2.494668923,2162.71887,5.629655642,140.9142567,73.91743793,111.5159773
0.55,62.15,-18.51270466,-2.53165881,2164.946847,5.632978334,140.8963495,69.58963363,110.2662511
0.55,62.2,-18.28073319,-2.566431383,2167.174345,5.636302918,140.8785429,65.20647074,109.0353216
0.55,62.25,-18.07267825,-2.598763788,2169.401365,5.639629386,140.8608367,60.77031511,107.8218677
0.55,62.3,-17.89062069,-2.628440619,2171.627909,5.642957731,140.8432305,56.28710654,106.6244499
0.55,62.35,-17.73657475,-2.655255386,2173.853979,5.646287945,140.8257237,51.76646851,105.4415003
0.55,62.4,-17.61234873,-2.679012404,2176.079575,5.649620022,140.8083162,47.22160262,104.2713143
0.55,62.45,-17.51940768,-2.699529067,2178.3047,5.652953955,140.7910074,42.66893477,103.112044
0.55,62.5,-17.45875113,-2.716638468,2180.529354,5.656289737,140.773797,38.12750772,101.9616936
0.55,62.55,-17.43081888,-2.730192321,2182.75354,5.65962736,140.7566845,33.61815128,100.8181169
0.55,62.6,-17.43543637,-2.740064144,2184.977258,5.662966819,140.7396697,29.16249737,99.67901839
0.55,62.65,-17.47180589,-2.746152652,2187.200511,5.666308105,140.722752,24.78193565,98.54195614
0.55,62.7,-17.53854405,-2.748385305,2189.423299,5.669651212,140.7059312,20.49661604,97.40434906
0.55,62.75,-17.63375922,-2.746721952,2191.645625,5.672996134,140.6892068,16.32459601,96.2634871
0.55,62.8,-17.75515801,-2.741158494,2193.867489,5.676342864,140.6725785,12.28120413,95.11654549
0.55,62.85,-17.90016693,-2.73173051,2196.088893,5.679691394,140.6560459,8.378655053,93.96060287
0.55,62.9,-18.06605578,-2.718516735,2198.309839,5.683041719,140.6396086,4.625914035,92.79266367
0.55,62.95,-18.25005146,-2.701642314,2200.530327,5.686393831,140.6232663,1.028778906,91.60968475
0.55,63,-18.44943452,-2.681281723,2202.75036,5.689747724,140.6070185,-2.409870909,90.40860633
0.6,57,-24.27346242,-1.559738228,1984.52439,5.160995774,128.3199065,19.53564311,-101.5038769
0.6,57.05,-24.18623826,-1.569814763,1986.750266,5.164311413,128.3006241,17.63722037,-103.0795083
0.6,57.1,-24.1006483,-1.579021181,1988.97562,5.167629104,128.2814499,15.57484481,-104.6350758
0.6,57.15,-24.0175679,-1.586974682,1991.200455,5.17094884,128.2623834,13.35221715,-106.1742289
0.6,57.2,-23.93843663,-1.593401042,1993.424773,5.174270612,128.2434242,10.97493623,-107.7009406
0.6,57.25,-23.86522634,-1.598142631,1995.648575,5.17759441,128.2245717,8.450587764,-109.2193786
0.6,57.3,-23.80037198,-1.601162858,1997.871863,5.180920228,128.2058256,5.789029188,-110.7337648
0.6,57.35,-23.74666468,-1.60254671,2000.094638,5.184248057,128.1871853,3.002839972,-112.2482303
0.6,57.4,-23.7071055,-1.602497127,2002.316903,5.187577889,128.1686504,0.107865299,-113.7666693
0.6,57.45,-23.6847186,-1.601327183,2004.538659,5.190909715,128.1502205,-2.876256055,-115.2925972
0.6,57.5,-23.68232603,-1.599448166,2006.759908,5.194243527,128.131895,-5.925717458,-116.8290202
0.6,57.55,-23.70229175,-1.597353909,2008.980652,5.197579318,128.1136736,-9.012474395,-118.3783203
0.6,57.6,-23.74625082,-1.5956019,2011.200892,5.200917078,128.0955558,-12.10461769,-119.9421621
0.6,57.65,-23.81484798,-1.594791901,2013.42063,5.204256802,128.0775411,-15.16728681,-121.5214254
0.6,57.7,-23.90751543,-1.595542971,2015.639868,5.207598479,128.0596291,-18.16414873,-123.1161667
0.6,57.75,-24.02232082,-1.598469882,2017.858608,5.210942104,128.0418194,-21.0593785,-124.7256113
0.6,57.8,-24.15591088,-1.604159993,2020.076851,5.214287667,128.0241115,-23.81999191,-126.3481767
0.6,57.85,-24.30356594,-1.613151577,2022.294598,5.217635161,128.006505,-26.4183197,-127.9815235
0.6,57.9,-24.45936749,-1.62591453,2024.511853,5.220984578,127.9889994,-28.83439041,-129.6226338
0.6,57.95,-24.61646939,-1.642834198,2026.728615,5.224335911,127.9715944,-31.0580044,-131.2679084
