"W_50 [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.5,57,-21.1683811824945,-4.02763998980924,2124.10002992437,4.93192438503987,76.4885967140978,134.303889520851,99.9598686570195
0.5,57.05,-21.0981108668923,-4.0257734433993,2126.22787631565,4.93570191166507,76.4827608618242,125.550172721135,98.7963733553604
0.5,57.1,-21.0739174913203,-4.01175493400942,2128.35547392169,4.93947993573329,76.4769417497948,116.882834593055,97.610503569638
0.5,57.15,-21.0930370012214,-3.98707568097663,2130.48282345922,4.9432584555604,76.4711393199621,108.336436557675,96.3871817709408
0.5,57.2,-21.1515998984758,-3.95359246904999,2132.60992564213,4.94703746947017,76.4653535145238,99.9404103247628,95.1143832575439
0.5,57.25,-21.2449148530925,-3.91339315865516,2134.7367811815,4.95081697579421,76.4595842759211,91.7180929811805,93.7834118951873
0.5,57.3,-21.3677571303622,-3.8686670624226,2136.86339078559,4.95459697287194,76.4538315468385,83.6864449071836,92.3889250081477
0.5,57.35,-21.5146246822391,-3.82159001889442,2138.98975515989,4.95837745905055,76.4480952702033,75.8563392290607,90.9287526757415
0.5,57.4,-21.679939103215,-3.77423015756576,2141.11587500708,4.96215843268493,76.4423753891845,68.2332414983307,89.4035685817562
0.5,57.45,-21.8581835530885,-3.72847672007351,2143.24175102711,4.96593989213765,76.4366718471936,60.8180831639227,87.8164706056732
0.5,57.5,-22.0439815789951,-3.68599140620098,2145.36738391716,4.96972183577889,76.4309845878851,53.608157028529,86.172522698214
0.5,57.55,-22.2321281774486,-3.64817974682348,2147.49277437168,4.97350426198643,76.425313555159,46.5979070232029,84.478298797878
0.5,57.6,-22.4175878148319,-3.61617891886455,2149.61792308239,4.97728716914555,76.4196586931636,39.7795317532227,82.7414575761483
0.5,57.65,-22.5954746845288,-3.59085802673799,2151.74283073832,4.98107055564906,76.4140199462961,33.1433619816332,80.9703656003979
0.5,57.7,-22.7610294940703,-3.57282696183154,2153.86749802579,4.98485441989719,76.4083972591882,26.6780037320255,79.1737770451174
0.5,57.75,-22.9096054621783,-3.56245032372726,2155.99192562844,4.98863876029757,76.4027905766669,20.370262453003,77.3605705904745
0.5,57.8,-23.0366743965695,-3.55986340626579,2158.11611422725,4.9924235752652,76.3971998437185,14.2048828822933,75.5395383963814
0.5,57.85,-23.1378617184165,-3.5649878417411,2160.24006450054,4.9962088632224,76.3916250055246,8.16415686707117,73.7192176014755
0.5,57.9,-23.2090168004233,-3.57754513790568,2162.36377712398,4.99999462259875,76.3860660075487,2.2274688942918,71.9077512242163
0.5,57.95,-23.2463215844571,-3.59706706487587,2164.48725277063,5.00378085183107,76.3805227955612,-3.62913441989792,70.1127623180103
